"origin_date","location","target","horizon","target_end_date","output_type","output_type_id","value"
2017-12-30,"HHS Region 1","ili perc",1,2018-01-06,"quantile",0.01,2.60523903077931
2017-12-30,"HHS Region 1","ili perc",1,2018-01-06,"quantile",0.025,2.6150622134905
2017-12-30,"HHS Region 1","ili perc",1,2018-01-06,"quantile",0.05,2.63143418467584
2017-12-30,"HHS Region 1","ili perc",1,2018-01-06,"quantile",0.1,2.6641781270465
2017-12-30,"HHS Region 1","ili perc",1,2018-01-06,"quantile",0.15,2.69692206941716
2017-12-30,"HHS Region 1","ili perc",1,2018-01-06,"quantile",0.2,2.71950904392765
2017-12-30,"HHS Region 1","ili perc",1,2018-01-06,"quantile",0.25,2.74104220499569
2017-12-30,"HHS Region 1","ili perc",1,2018-01-06,"quantile",0.3,2.76257536606374
2017-12-30,"HHS Region 1","ili perc",1,2018-01-06,"quantile",0.35,2.78410852713178
2017-12-30,"HHS Region 1","ili perc",1,2018-01-06,"quantile",0.4,2.80407085146053
2017-12-30,"HHS Region 1","ili perc",1,2018-01-06,"quantile",0.45,2.81960845245494
2017-12-30,"HHS Region 1","ili perc",1,2018-01-06,"quantile",0.5,2.83514605344935
2017-12-30,"HHS Region 1","ili perc",1,2018-01-06,"quantile",0.55,2.85068365444375
2017-12-30,"HHS Region 1","ili perc",1,2018-01-06,"quantile",0.6,2.86622125543816
2017-12-30,"HHS Region 1","ili perc",1,2018-01-06,"quantile",0.65,2.88175885643257
2017-12-30,"HHS Region 1","ili perc",1,2018-01-06,"quantile",0.7,2.89729645742697
2017-12-30,"HHS Region 1","ili perc",1,2018-01-06,"quantile",0.75,2.92822966507177
2017-12-30,"HHS Region 1","ili perc",1,2018-01-06,"quantile",0.8,2.96240601503759
2017-12-30,"HHS Region 1","ili perc",1,2018-01-06,"quantile",0.85,2.99658236500342
2017-12-30,"HHS Region 1","ili perc",1,2018-01-06,"quantile",0.9,3.0544794188862
2017-12-30,"HHS Region 1","ili perc",1,2018-01-06,"quantile",0.95,3.12348484848485
2017-12-30,"HHS Region 1","ili perc",1,2018-01-06,"quantile",0.975,3.17083333333333
2017-12-30,"HHS Region 1","ili perc",1,2018-01-06,"quantile",0.99,3.19924242424242
2017-12-30,"HHS Region 10","ili perc",1,2018-01-06,"quantile",0.01,2.91269841269841
2017-12-30,"HHS Region 10","ili perc",1,2018-01-06,"quantile",0.025,2.97222222222222
2017-12-30,"HHS Region 10","ili perc",1,2018-01-06,"quantile",0.05,3.07171314741036
2017-12-30,"HHS Region 10","ili perc",1,2018-01-06,"quantile",0.1,3.22724458204334
2017-12-30,"HHS Region 10","ili perc",1,2018-01-06,"quantile",0.15,3.34121306376361
2017-12-30,"HHS Region 10","ili perc",1,2018-01-06,"quantile",0.2,3.42242647058824
2017-12-30,"HHS Region 10","ili perc",1,2018-01-06,"quantile",0.25,3.50954712362301
2017-12-30,"HHS Region 10","ili perc",1,2018-01-06,"quantile",0.3,3.57074663402693
2017-12-30,"HHS Region 10","ili perc",1,2018-01-06,"quantile",0.35,3.61601226993865
2017-12-30,"HHS Region 10","ili perc",1,2018-01-06,"quantile",0.4,3.64668711656442
2017-12-30,"HHS Region 10","ili perc",1,2018-01-06,"quantile",0.45,3.67736196319018
2017-12-30,"HHS Region 10","ili perc",1,2018-01-06,"quantile",0.5,3.71629353233831
2017-12-30,"HHS Region 10","ili perc",1,2018-01-06,"quantile",0.55,3.77848258706468
2017-12-30,"HHS Region 10","ili perc",1,2018-01-06,"quantile",0.6,3.82836079791847
2017-12-30,"HHS Region 10","ili perc",1,2018-01-06,"quantile",0.65,3.87172593235039
2017-12-30,"HHS Region 10","ili perc",1,2018-01-06,"quantile",0.7,3.93320610687023
2017-12-30,"HHS Region 10","ili perc",1,2018-01-06,"quantile",0.75,4.0251256281407
2017-12-30,"HHS Region 10","ili perc",1,2018-01-06,"quantile",0.8,4.10576086956522
2017-12-30,"HHS Region 10","ili perc",1,2018-01-06,"quantile",0.85,4.16010869565217
2017-12-30,"HHS Region 10","ili perc",1,2018-01-06,"quantile",0.9,4.23181818181818
2017-12-30,"HHS Region 10","ili perc",1,2018-01-06,"quantile",0.95,4.43620689655172
2017-12-30,"HHS Region 10","ili perc",1,2018-01-06,"quantile",0.975,4.55284974093264
2017-12-30,"HHS Region 10","ili perc",1,2018-01-06,"quantile",0.99,4.78108108108108
2017-12-30,"HHS Region 2","ili perc",1,2018-01-06,"quantile",0.01,4.10150602409638
2017-12-30,"HHS Region 2","ili perc",1,2018-01-06,"quantile",0.025,4.11656626506024
2017-12-30,"HHS Region 2","ili perc",1,2018-01-06,"quantile",0.05,4.14166666666667
2017-12-30,"HHS Region 2","ili perc",1,2018-01-06,"quantile",0.1,4.19186746987952
2017-12-30,"HHS Region 2","ili perc",1,2018-01-06,"quantile",0.15,4.35889145496536
2017-12-30,"HHS Region 2","ili perc",1,2018-01-06,"quantile",0.2,4.42395833333333
2017-12-30,"HHS Region 2","ili perc",1,2018-01-06,"quantile",0.25,4.46116071428571
2017-12-30,"HHS Region 2","ili perc",1,2018-01-06,"quantile",0.3,4.4983630952381
2017-12-30,"HHS Region 2","ili perc",1,2018-01-06,"quantile",0.35,4.59876033057851
2017-12-30,"HHS Region 2","ili perc",1,2018-01-06,"quantile",0.4,4.71578947368421
2017-12-30,"HHS Region 2","ili perc",1,2018-01-06,"quantile",0.45,4.76949516648765
2017-12-30,"HHS Region 2","ili perc",1,2018-01-06,"quantile",0.5,4.82971114167813
2017-12-30,"HHS Region 2","ili perc",1,2018-01-06,"quantile",0.55,4.89848693259973
2017-12-30,"HHS Region 2","ili perc",1,2018-01-06,"quantile",0.6,4.96358907672302
2017-12-30,"HHS Region 2","ili perc",1,2018-01-06,"quantile",0.65,5.02294056308655
2017-12-30,"HHS Region 2","ili perc",1,2018-01-06,"quantile",0.7,5.07507820646507
2017-12-30,"HHS Region 2","ili perc",1,2018-01-06,"quantile",0.75,5.13793604651163
2017-12-30,"HHS Region 2","ili perc",1,2018-01-06,"quantile",0.8,5.21173633440514
2017-12-30,"HHS Region 2","ili perc",1,2018-01-06,"quantile",0.85,5.29212218649518
2017-12-30,"HHS Region 2","ili perc",1,2018-01-06,"quantile",0.9,5.40285714285714
2017-12-30,"HHS Region 2","ili perc",1,2018-01-06,"quantile",0.95,5.48222222222222
2017-12-30,"HHS Region 2","ili perc",1,2018-01-06,"quantile",0.975,5.55564516129032
2017-12-30,"HHS Region 2","ili perc",1,2018-01-06,"quantile",0.99,5.62857142857143
2017-12-30,"HHS Region 3","ili perc",1,2018-01-06,"quantile",0.01,3.81308860759494
2017-12-30,"HHS Region 3","ili perc",1,2018-01-06,"quantile",0.025,3.87639240506329
2017-12-30,"HHS Region 3","ili perc",1,2018-01-06,"quantile",0.05,3.94228758169935
2017-12-30,"HHS Region 3","ili perc",1,2018-01-06,"quantile",0.1,4.02534482758621
2017-12-30,"HHS Region 3","ili perc",1,2018-01-06,"quantile",0.15,4.0792349137931
2017-12-30,"HHS Region 3","ili perc",1,2018-01-06,"quantile",0.2,4.12701230228471
2017-12-30,"HHS Region 3","ili perc",1,2018-01-06,"quantile",0.25,4.17095782073814
2017-12-30,"HHS Region 3","ili perc",1,2018-01-06,"quantile",0.3,4.22096415327565
2017-12-30,"HHS Region 3","ili perc",1,2018-01-06,"quantile",0.35,4.28278121137206
2017-12-30,"HHS Region 3","ili perc",1,2018-01-06,"quantile",0.4,4.32762633996937
2017-12-30,"HHS Region 3","ili perc",1,2018-01-06,"quantile",0.45,4.36591883614089
