"origin_date","location","target","horizon","target_end_date","output_type","output_type_id","value"
2019-12-14,"HHS Region 1","ili perc",1,2019-12-21,"quantile",0.01,1.52945874307014
2019-12-14,"HHS Region 1","ili perc",1,2019-12-21,"quantile",0.025,1.71117070072863
2019-12-14,"HHS Region 1","ili perc",1,2019-12-21,"quantile",0.05,1.80464373149049
2019-12-14,"HHS Region 1","ili perc",1,2019-12-21,"quantile",0.1,1.90449193468934
2019-12-14,"HHS Region 1","ili perc",1,2019-12-21,"quantile",0.15,1.97731495778443
2019-12-14,"HHS Region 1","ili perc",1,2019-12-21,"quantile",0.2,2.03674760297206
2019-12-14,"HHS Region 1","ili perc",1,2019-12-21,"quantile",0.25,2.09012174155882
2019-12-14,"HHS Region 1","ili perc",1,2019-12-21,"quantile",0.3,2.13905346039705
2019-12-14,"HHS Region 1","ili perc",1,2019-12-21,"quantile",0.35,2.18697627057008
2019-12-14,"HHS Region 1","ili perc",1,2019-12-21,"quantile",0.4,2.23529086405406
2019-12-14,"HHS Region 1","ili perc",1,2019-12-21,"quantile",0.45,2.28375166424974
2019-12-14,"HHS Region 1","ili perc",1,2019-12-21,"quantile",0.5,2.33235776606892
2019-12-14,"HHS Region 1","ili perc",1,2019-12-21,"quantile",0.55,2.38103715969002
2019-12-14,"HHS Region 1","ili perc",1,2019-12-21,"quantile",0.6,2.43033224542317
2019-12-14,"HHS Region 1","ili perc",1,2019-12-21,"quantile",0.65,2.48002021895451
2019-12-14,"HHS Region 1","ili perc",1,2019-12-21,"quantile",0.7,2.538477483935
2019-12-14,"HHS Region 1","ili perc",1,2019-12-21,"quantile",0.75,2.60357948728848
2019-12-14,"HHS Region 1","ili perc",1,2019-12-21,"quantile",0.8,2.68490899017385
2019-12-14,"HHS Region 1","ili perc",1,2019-12-21,"quantile",0.85,2.78860874430055
2019-12-14,"HHS Region 1","ili perc",1,2019-12-21,"quantile",0.9,2.95679229069415
2019-12-14,"HHS Region 1","ili perc",1,2019-12-21,"quantile",0.95,4.05978792771852
2019-12-14,"HHS Region 1","ili perc",1,2019-12-21,"quantile",0.975,8.5798939638591
