"origin_date","location","target","horizon","target_end_date","output_type","output_type_id","value"
2019-11-16,"HHS Region 1","ili perc",1,2019-11-23,"quantile",0.01,1.05028655567264
2019-11-16,"HHS Region 1","ili perc",1,2019-11-23,"quantile",0.025,1.13831274560549
2019-11-16,"HHS Region 1","ili perc",1,2019-11-23,"quantile",0.05,1.21347865423899
2019-11-16,"HHS Region 1","ili perc",1,2019-11-23,"quantile",0.1,1.30402658483631
2019-11-16,"HHS Region 1","ili perc",1,2019-11-23,"quantile",0.15,1.35959952265605
2019-11-16,"HHS Region 1","ili perc",1,2019-11-23,"quantile",0.2,1.41209057291288
2019-11-16,"HHS Region 1","ili perc",1,2019-11-23,"quantile",0.25,1.45637532539348
2019-11-16,"HHS Region 1","ili perc",1,2019-11-23,"quantile",0.3,1.50057511779931
2019-11-16,"HHS Region 1","ili perc",1,2019-11-23,"quantile",0.35,1.53915988239947
2019-11-16,"HHS Region 1","ili perc",1,2019-11-23,"quantile",0.4,1.57774464699962
2019-11-16,"HHS Region 1","ili perc",1,2019-11-23,"quantile",0.45,1.61627123641584
2019-11-16,"HHS Region 1","ili perc",1,2019-11-23,"quantile",0.5,1.65471853888123
2019-11-16,"HHS Region 1","ili perc",1,2019-11-23,"quantile",0.55,1.69316584134662
2019-11-16,"HHS Region 1","ili perc",1,2019-11-23,"quantile",0.6,1.74048295959145
2019-11-16,"HHS Region 1","ili perc",1,2019-11-23,"quantile",0.65,1.78971756281098
2019-11-16,"HHS Region 1","ili perc",1,2019-11-23,"quantile",0.7,1.84150865690463
2019-11-16,"HHS Region 1","ili perc",1,2019-11-23,"quantile",0.75,1.89397460324698
2019-11-16,"HHS Region 1","ili perc",1,2019-11-23,"quantile",0.8,1.96511886468292
2019-11-16,"HHS Region 1","ili perc",1,2019-11-23,"quantile",0.85,2.06024892232892
2019-11-16,"HHS Region 1","ili perc",1,2019-11-23,"quantile",0.9,2.20065374209411
2019-11-16,"HHS Region 1","ili perc",1,2019-11-23,"quantile",0.95,4.05978792771864
2019-11-16,"HHS Region 1","ili perc",1,2019-11-23,"quantile",0.975,8.57989396385922
2019-11-16,"HHS Region 1","ili perc",1,2019-11-23,"quantile",0.99,11.2919575855436
2019-11-16,"HHS Region 10","ili perc",1,2019-11-23,"quantile",0.01,1.01649737795184
2019-11-16,"HHS Region 10","ili perc",1,2019-11-23,"quantile",0.025,1.10888861535173
2019-11-16,"HHS Region 10","ili perc",1,2019-11-23,"quantile",0.05,1.1846811915318
2019-11-16,"HHS Region 10","ili perc",1,2019-11-23,"quantile",0.1,1.27311055097539
2019-11-16,"HHS Region 10","ili perc",1,2019-11-23,"quantile",0.15,1.33364725464341
2019-11-16,"HHS Region 10","ili perc",1,2019-11-23,"quantile",0.2,1.38391381941584
2019-11-16,"HHS Region 10","ili perc",1,2019-11-23,"quantile",0.25,1.43310113558693
2019-11-16,"HHS Region 10","ili perc",1,2019-11-23,"quantile",0.3,1.48178052920803
2019-11-16,"HHS Region 10","ili perc",1,2019-11-23,"quantile",0.35,1.52600283833582
2019-11-16,"HHS Region 10","ili perc",1,2019-11-23,"quantile",0.4,1.56755916169607
2019-11-16,"HHS Region 10","ili perc",1,2019-11-23,"quantile",0.45,1.60949957408775
2019-11-16,"HHS Region 10","ili perc",1,2019-11-23,"quantile",0.5,1.65280690991646
2019-11-16,"HHS Region 10","ili perc",1,2019-11-23,"quantile",0.55,1.69611424574517
2019-11-16,"HHS Region 10","ili perc",1,2019-11-23,"quantile",0.6,1.74522971603597
2019-11-16,"HHS Region 10","ili perc",1,2019-11-23,"quantile",0.65,1.79491768956732
2019-11-16,"HHS Region 10","ili perc",1,2019-11-23,"quantile",0.7,1.85346802015983
2019-11-16,"HHS Region 10","ili perc",1,2019-11-23,"quantile",0.75,1.91834287291918
2019-11-16,"HHS Region 10","ili perc",1,2019-11-23,"quantile",0.8,2.00264152313946
2019-11-16,"HHS Region 10","ili perc",1,2019-11-23,"quantile",0.85,2.10496132663316
2019-11-16,"HHS Region 10","ili perc",1,2019-11-23,"quantile",0.9,2.28341210455583
2019-11-16,"HHS Region 10","ili perc",1,2019-11-23,"quantile",0.95,4.05978792771927
2019-11-16,"HHS Region 10","ili perc",1,2019-11-23,"quantile",0.975,8.57989396385984
2019-11-16,"HHS Region 10","ili perc",1,2019-11-23,"quantile",0.99,11.2919575855442
2019-11-16,"HHS Region 2","ili perc",1,2019-11-23,"quantile",0.01,1.80566829555789
2019-11-16,"HHS Region 2","ili perc",1,2019-11-23,"quantile",0.025,2.21334845209073
2019-11-16,"HHS Region 2","ili perc",1,2019-11-23,"quantile",0.05,2.356327109649
2019-11-16,"HHS Region 2","ili perc",1,2019-11-23,"quantile",0.1,2.51357143267845
2019-11-16,"HHS Region 2","ili perc",1,2019-11-23,"quantile",0.15,2.62646434509002
2019-11-16,"HHS Region 2","ili perc",1,2019-11-23,"quantile",0.2,2.70774913222777
2019-11-16,"HHS Region 2","ili perc",1,2019-11-23,"quantile",0.25,2.78081868916093
2019-11-16,"HHS Region 2","ili perc",1,2019-11-23,"quantile",0.3,2.84760319845272
2019-11-16,"HHS Region 2","ili perc",1,2019-11-23,"quantile",0.35,2.91222368043237
2019-11-16,"HHS Region 2","ili perc",1,2019-11-23,"quantile",0.4,2.97715943778062
2019-11-16,"HHS Region 2","ili perc",1,2019-11-23,"quantile",0.45,3.03818884872855
2019-11-16,"HHS Region 2","ili perc",1,2019-11-23,"quantile",0.5,3.09709870309209
2019-11-16,"HHS Region 2","ili perc",1,2019-11-23,"quantile",0.55,3.16506546712876
2019-11-16,"HHS Region 2","ili perc",1,2019-11-23,"quantile",0.6,3.23426182612489
2019-11-16,"HHS Region 2","ili perc",1,2019-11-23,"quantile",0.65,3.30497746756636
2019-11-16,"HHS Region 2","ili perc",1,2019-11-23,"quantile",0.7,3.38692453576224
2019-11-16,"HHS Region 2","ili perc",1,2019-11-23,"quantile",0.75,3.48622146731153
2019-11-16,"HHS Region 2","ili perc",1,2019-11-23,"quantile",0.8,3.58595251212274
2019-11-16,"HHS Region 2","ili perc",1,2019-11-23,"quantile",0.85,3.72016447211315
2019-11-16,"HHS Region 2","ili perc",1,2019-11-23,"quantile",0.9,3.90455229101962
2019-11-16,"HHS Region 2","ili perc",1,2019-11-23,"quantile",0.95,4.62023809513022
2019-11-16,"HHS Region 2","ili perc",1,2019-11-23,"quantile",0.975,8.57989396385946
2019-11-16,"HHS Region 2","ili perc",1,2019-11-23,"quantile",0.99,11.2919575855438
2019-11-16,"HHS Region 3","ili perc",1,2019-11-23,"quantile",0.01,1.46530074915964
2019-11-16,"HHS Region 3","ili perc",1,2019-11-23,"quantile",0.025,1.60756973622482
2019-11-16,"HHS Region 3","ili perc",1,2019-11-23,"quantile",0.05,1.69162710270566
2019-11-16,"HHS Region 3","ili perc",1,2019-11-23,"quantile",0.1,1.78323822320609
2019-11-16,"HHS Region 3","ili perc",1,2019-11-23,"quantile",0.15,1.83927640199301
2019-11-16,"HHS Region 3","ili perc",1,2019-11-23,"quantile",0.2,1.88784625295231
2019-11-16,"HHS Region 3","ili perc",1,2019-11-23,"quantile",0.25,1.93056902852923
2019-11-16,"HHS Region 3","ili perc",1,2019-11-23,"quantile",0.3,1.97134036319039
2019-11-16,"HHS Region 3","ili perc",1,2019-11-23,"quantile",0.35,2.01012299977343
2019-11-16,"HHS Region 3","ili perc",1,2019-11-23,"quantile",0.4,2.04419982505397
2019-11-16,"HHS Region 3","ili perc",1,2019-11-23,"quantile",0.45,2.0782766503345
2019-11-16,"HHS Region 3","ili perc",1,2019-11-23,"quantile",0.5,2.11298920879484
2019-11-16,"HHS Region 3","ili perc",1,2019-11-23,"quantile",0.55,2.14881969184494
2019-11-16,"HHS Region 3","ili perc",1,2019-11-23,"quantile",0.6,2.18465017489504
2019-11-16,"HHS Region 3","ili perc",1,2019-11-23,"quantile",0.65,2.22745357199147
2019-11-16,"HHS Region 3","ili perc",1,2019-11-23,"quantile",0.7,2.27548302243882
2019-11-16,"HHS Region 3","ili perc",1,2019-11-23,"quantile",0.75,2.32727556070273
