"origin_date","location","target","horizon","target_end_date","output_type","output_type_id","value"
2018-02-10,"HHS Region 1","ili perc",1,2018-02-17,"quantile",0.01,0.999999996826062
2018-02-10,"HHS Region 1","ili perc",1,2018-02-17,"quantile",0.025,2.4999990682422
2018-02-10,"HHS Region 1","ili perc",1,2018-02-17,"quantile",0.05,4.80499516891745
2018-02-10,"HHS Region 1","ili perc",1,2018-02-17,"quantile",0.1,5.37877405643028
2018-02-10,"HHS Region 1","ili perc",1,2018-02-17,"quantile",0.15,5.53561215417876
2018-02-10,"HHS Region 1","ili perc",1,2018-02-17,"quantile",0.2,5.63933721265318
2018-02-10,"HHS Region 1","ili perc",1,2018-02-17,"quantile",0.25,5.72152699838245
2018-02-10,"HHS Region 1","ili perc",1,2018-02-17,"quantile",0.3,5.79147695116994
2018-02-10,"HHS Region 1","ili perc",1,2018-02-17,"quantile",0.35,5.85248327793634
2018-02-10,"HHS Region 1","ili perc",1,2018-02-17,"quantile",0.4,5.91124691343521
2018-02-10,"HHS Region 1","ili perc",1,2018-02-17,"quantile",0.45,5.9661244080533
2018-02-10,"HHS Region 1","ili perc",1,2018-02-17,"quantile",0.5,6.02077018837801
2018-02-10,"HHS Region 1","ili perc",1,2018-02-17,"quantile",0.55,6.07504221881089
2018-02-10,"HHS Region 1","ili perc",1,2018-02-17,"quantile",0.6,6.13123363127831
2018-02-10,"HHS Region 1","ili perc",1,2018-02-17,"quantile",0.65,6.18905918134338
2018-02-10,"HHS Region 1","ili perc",1,2018-02-17,"quantile",0.7,6.25373113097319
2018-02-10,"HHS Region 1","ili perc",1,2018-02-17,"quantile",0.75,6.32456818114018
2018-02-10,"HHS Region 1","ili perc",1,2018-02-17,"quantile",0.8,6.40782093899054
2018-02-10,"HHS Region 1","ili perc",1,2018-02-17,"quantile",0.85,6.52002322294707
2018-02-10,"HHS Region 1","ili perc",1,2018-02-17,"quantile",0.9,6.69884658489803
2018-02-10,"HHS Region 1","ili perc",1,2018-02-17,"quantile",0.95,8.1011136854432
2018-02-10,"HHS Region 1","ili perc",1,2018-02-17,"quantile",0.975,10.600000014391
2018-02-10,"HHS Region 1","ili perc",1,2018-02-17,"quantile",0.99,12.1000000001318
2018-02-10,"HHS Region 10","ili perc",1,2018-02-17,"quantile",0.01,0.998775346462918
2018-02-10,"HHS Region 10","ili perc",1,2018-02-17,"quantile",0.025,1.9110400587952
2018-02-10,"HHS Region 10","ili perc",1,2018-02-17,"quantile",0.05,2.15982043160792
2018-02-10,"HHS Region 10","ili perc",1,2018-02-17,"quantile",0.1,2.34093775612245
2018-02-10,"HHS Region 10","ili perc",1,2018-02-17,"quantile",0.15,2.44411481817456
2018-02-10,"HHS Region 10","ili perc",1,2018-02-17,"quantile",0.2,2.5221606713716
2018-02-10,"HHS Region 10","ili perc",1,2018-02-17,"quantile",0.25,2.58645575601827
2018-02-10,"HHS Region 10","ili perc",1,2018-02-17,"quantile",0.3,2.64177593551098
2018-02-10,"HHS Region 10","ili perc",1,2018-02-17,"quantile",0.35,2.69470091714045
2018-02-10,"HHS Region 10","ili perc",1,2018-02-17,"quantile",0.4,2.74307698126984
2018-02-10,"HHS Region 10","ili perc",1,2018-02-17,"quantile",0.45,2.790946911313
2018-02-10,"HHS Region 10","ili perc",1,2018-02-17,"quantile",0.5,2.83870689633486
2018-02-10,"HHS Region 10","ili perc",1,2018-02-17,"quantile",0.55,2.88644123934172
2018-02-10,"HHS Region 10","ili perc",1,2018-02-17,"quantile",0.6,2.93757432853901
2018-02-10,"HHS Region 10","ili perc",1,2018-02-17,"quantile",0.65,2.9900558303446
2018-02-10,"HHS Region 10","ili perc",1,2018-02-17,"quantile",0.7,3.05140265068302
2018-02-10,"HHS Region 10","ili perc",1,2018-02-17,"quantile",0.75,3.11956403325503
2018-02-10,"HHS Region 10","ili perc",1,2018-02-17,"quantile",0.8,3.20467691717212
2018-02-10,"HHS Region 10","ili perc",1,2018-02-17,"quantile",0.85,3.33710493773282
2018-02-10,"HHS Region 10","ili perc",1,2018-02-17,"quantile",0.9,3.69270352381637
2018-02-10,"HHS Region 10","ili perc",1,2018-02-17,"quantile",0.95,8.10000000013564
2018-02-10,"HHS Region 10","ili perc",1,2018-02-17,"quantile",0.975,10.6000000000002
2018-02-10,"HHS Region 10","ili perc",1,2018-02-17,"quantile",0.99,12.1
2018-02-10,"HHS Region 2","ili perc",1,2018-02-17,"quantile",0.01,0.99999999996529
2018-02-10,"HHS Region 2","ili perc",1,2018-02-17,"quantile",0.025,2.49999999909338
2018-02-10,"HHS Region 2","ili perc",1,2018-02-17,"quantile",0.05,4.99999943109987
2018-02-10,"HHS Region 2","ili perc",1,2018-02-17,"quantile",0.1,8.93209951936957
2018-02-10,"HHS Region 2","ili perc",1,2018-02-17,"quantile",0.15,9.41359227818373
2018-02-10,"HHS Region 2","ili perc",1,2018-02-17,"quantile",0.2,9.62284415912249
2018-02-10,"HHS Region 2","ili perc",1,2018-02-17,"quantile",0.25,9.76848057005089
2018-02-10,"HHS Region 2","ili perc",1,2018-02-17,"quantile",0.3,9.88633210719264
2018-02-10,"HHS Region 2","ili perc",1,2018-02-17,"quantile",0.35,9.9875174703446
2018-02-10,"HHS Region 2","ili perc",1,2018-02-17,"quantile",0.4,10.0788536872125
2018-02-10,"HHS Region 2","ili perc",1,2018-02-17,"quantile",0.45,10.1645134341358
2018-02-10,"HHS Region 2","ili perc",1,2018-02-17,"quantile",0.5,10.2471030748328
2018-02-10,"HHS Region 2","ili perc",1,2018-02-17,"quantile",0.55,10.3283868751661
2018-02-10,"HHS Region 2","ili perc",1,2018-02-17,"quantile",0.6,10.4098187912568
2018-02-10,"HHS Region 2","ili perc",1,2018-02-17,"quantile",0.65,10.4934272616445
2018-02-10,"HHS Region 2","ili perc",1,2018-02-17,"quantile",0.7,10.5819807649773
2018-02-10,"HHS Region 2","ili perc",1,2018-02-17,"quantile",0.75,10.6779320035518
2018-02-10,"HHS Region 2","ili perc",1,2018-02-17,"quantile",0.8,10.7856639830267
2018-02-10,"HHS Region 2","ili perc",1,2018-02-17,"quantile",0.85,10.9146996502623
2018-02-10,"HHS Region 2","ili perc",1,2018-02-17,"quantile",0.9,11.0849991402687
2018-02-10,"HHS Region 2","ili perc",1,2018-02-17,"quantile",0.95,11.369166659338
2018-02-10,"HHS Region 2","ili perc",1,2018-02-17,"quantile",0.975,11.6802233394111
2018-02-10,"HHS Region 2","ili perc",1,2018-02-17,"quantile",0.99,12.2278797755396
2018-02-10,"HHS Region 3","ili perc",1,2018-02-17,"quantile",0.01,0.99999552727426
2018-02-10,"HHS Region 3","ili perc",1,2018-02-17,"quantile",0.025,2.49987143325883
2018-02-10,"HHS Region 3","ili perc",1,2018-02-17,"quantile",0.05,4.94585964295136
2018-02-10,"HHS Region 3","ili perc",1,2018-02-17,"quantile",0.1,6.62895690813551
2018-02-10,"HHS Region 3","ili perc",1,2018-02-17,"quantile",0.15,7.04867697344081
2018-02-10,"HHS Region 3","ili perc",1,2018-02-17,"quantile",0.2,7.30836259896756
2018-02-10,"HHS Region 3","ili perc",1,2018-02-17,"quantile",0.25,7.50529684161898
2018-02-10,"HHS Region 3","ili perc",1,2018-02-17,"quantile",0.3,7.66955513758183
2018-02-10,"HHS Region 3","ili perc",1,2018-02-17,"quantile",0.35,7.81612266769498
2018-02-10,"HHS Region 3","ili perc",1,2018-02-17,"quantile",0.4,7.95058300433192
2018-02-10,"HHS Region 3","ili perc",1,2018-02-17,"quantile",0.45,8.07849799981228
2018-02-10,"HHS Region 3","ili perc",1,2018-02-17,"quantile",0.5,8.20269422354899
2018-02-10,"HHS Region 3","ili perc",1,2018-02-17,"quantile",0.55,8.32592369403423
2018-02-10,"HHS Region 3","ili perc",1,2018-02-17,"quantile",0.6,8.45098822269773
2018-02-10,"HHS Region 3","ili perc",1,2018-02-17,"quantile",0.65,8.58043974823613
2018-02-10,"HHS Region 3","ili perc",1,2018-02-17,"quantile",0.7,8.71830565339451
2018-02-10,"HHS Region 3","ili perc",1,2018-02-17,"quantile",0.75,8.86986307329968
2018-02-10,"HHS Region 3","ili perc",1,2018-02-17,"quantile",0.8,9.04349107463894
2018-02-10,"HHS Region 3","ili perc",1,2018-02-17,"quantile",0.85,9.25567374761024
2018-02-10,"HHS Region 3","ili perc",1,2018-02-17,"quantile",0.9,9.54800908840805
2018-02-10,"HHS Region 3","ili perc",1,2018-02-17,"quantile",0.95,10.0936432720235
2018-02-10,"HHS Region 3","ili perc",1,2018-02-17,"quantile",0.975,10.8889083781449
2018-02-10,"HHS Region 3","ili perc",1,2018-02-17,"quantile",0.99,12.1124174315212
2018-02-10,"HHS Region 4","ili perc",1,2018-02-17,"quantile",0.01,0.999999799378632
2018-02-10,"HHS Region 4","ili perc",1,2018-02-17,"quantile",0.025,2.49999328992883
2018-02-10,"HHS Region 4","ili perc",1,2018-02-17,"quantile",0.05,4.99382696759699
2018-02-10,"HHS Region 4","ili perc",1,2018-02-17,"quantile",0.1,7.05723406449462
2018-02-10,"HHS Region 4","ili perc",1,2018-02-17,"quantile",0.15,7.43930951276022
2018-02-10,"HHS Region 4","ili perc",1,2018-02-17,"quantile",0.2,7.66430449937293
2018-02-10,"HHS Region 4","ili perc",1,2018-02-17,"quantile",0.25,7.8331372319124
2018-02-10,"HHS Region 4","ili perc",1,2018-02-17,"quantile",0.3,7.97369744026791
2018-02-10,"HHS Region 4","ili perc",1,2018-02-17,"quantile",0.35,8.09829759313014
2018-02-10,"HHS Region 4","ili perc",1,2018-02-17,"quantile",0.4,8.2117894616485
2018-02-10,"HHS Region 4","ili perc",1,2018-02-17,"quantile",0.45,8.31941215633353
2018-02-10,"HHS Region 4","ili perc",1,2018-02-17,"quantile",0.5,8.42393291742651
2018-02-10,"HHS Region 4","ili perc",1,2018-02-17,"quantile",0.55,8.52764558828278
2018-02-10,"HHS Region 4","ili perc",1,2018-02-17,"quantile",0.6,8.63277913542777
2018-02-10,"HHS Region 4","ili perc",1,2018-02-17,"quantile",0.65,8.74178332976699
