"origin_date","location","target","horizon","target_end_date","output_type","output_type_id","value"
2016-05-07,"HHS Region 1","ili perc",1,2016-05-14,"quantile",0.01,0.5
2016-05-07,"HHS Region 1","ili perc",1,2016-05-14,"quantile",0.025,0.50488422175927
2016-05-07,"HHS Region 1","ili perc",1,2016-05-14,"quantile",0.05,0.519053082776334
2016-05-07,"HHS Region 1","ili perc",1,2016-05-14,"quantile",0.1,0.547390804810462
2016-05-07,"HHS Region 1","ili perc",1,2016-05-14,"quantile",0.15,0.57572852684459
2016-05-07,"HHS Region 1","ili perc",1,2016-05-14,"quantile",0.2,0.604066248878719
2016-05-07,"HHS Region 1","ili perc",1,2016-05-14,"quantile",0.25,0.632403970912847
2016-05-07,"HHS Region 1","ili perc",1,2016-05-14,"quantile",0.3,0.660741692946976
2016-05-07,"HHS Region 1","ili perc",1,2016-05-14,"quantile",0.35,0.689079414981104
2016-05-07,"HHS Region 1","ili perc",1,2016-05-14,"quantile",0.4,0.717417137015232
2016-05-07,"HHS Region 1","ili perc",1,2016-05-14,"quantile",0.45,0.745754859049361
2016-05-07,"HHS Region 1","ili perc",1,2016-05-14,"quantile",0.5,0.774092581083489
2016-05-07,"HHS Region 1","ili perc",1,2016-05-14,"quantile",0.55,0.802430303117618
2016-05-07,"HHS Region 1","ili perc",1,2016-05-14,"quantile",0.6,0.830768025151746
2016-05-07,"HHS Region 1","ili perc",1,2016-05-14,"quantile",0.65,0.859105747185874
2016-05-07,"HHS Region 1","ili perc",1,2016-05-14,"quantile",0.7,0.887443469220003
2016-05-07,"HHS Region 1","ili perc",1,2016-05-14,"quantile",0.75,0.915781191254131
2016-05-07,"HHS Region 1","ili perc",1,2016-05-14,"quantile",0.8,0.94411891328826
2016-05-07,"HHS Region 1","ili perc",1,2016-05-14,"quantile",0.85,0.972456635322388
2016-05-07,"HHS Region 1","ili perc",1,2016-05-14,"quantile",0.9,1.00907935135034
2016-05-07,"HHS Region 1","ili perc",1,2016-05-14,"quantile",0.95,1.33297404774311
2016-05-07,"HHS Region 1","ili perc",1,2016-05-14,"quantile",0.975,1.4949213959395
2016-05-07,"HHS Region 1","ili perc",1,2016-05-14,"quantile",0.99,8.5
2016-05-07,"HHS Region 10","ili perc",1,2016-05-14,"quantile",0.01,0.5
2016-05-07,"HHS Region 10","ili perc",1,2016-05-14,"quantile",0.025,0.507541994910597
2016-05-07,"HHS Region 10","ili perc",1,2016-05-14,"quantile",0.05,0.524457774168717
2016-05-07,"HHS Region 10","ili perc",1,2016-05-14,"quantile",0.1,0.558289332684958
2016-05-07,"HHS Region 10","ili perc",1,2016-05-14,"quantile",0.15,0.592120891201199
2016-05-07,"HHS Region 10","ili perc",1,2016-05-14,"quantile",0.2,0.62595244971744
2016-05-07,"HHS Region 10","ili perc",1,2016-05-14,"quantile",0.25,0.659784008233681
2016-05-07,"HHS Region 10","ili perc",1,2016-05-14,"quantile",0.3,0.693615566749922
2016-05-07,"HHS Region 10","ili perc",1,2016-05-14,"quantile",0.35,0.727447125266163
2016-05-07,"HHS Region 10","ili perc",1,2016-05-14,"quantile",0.4,0.761278683782404
2016-05-07,"HHS Region 10","ili perc",1,2016-05-14,"quantile",0.45,0.795110242298645
2016-05-07,"HHS Region 10","ili perc",1,2016-05-14,"quantile",0.5,0.828941800814886
2016-05-07,"HHS Region 10","ili perc",1,2016-05-14,"quantile",0.55,0.862773359331127
2016-05-07,"HHS Region 10","ili perc",1,2016-05-14,"quantile",0.6,0.896604917847368
2016-05-07,"HHS Region 10","ili perc",1,2016-05-14,"quantile",0.65,0.930436476363609
2016-05-07,"HHS Region 10","ili perc",1,2016-05-14,"quantile",0.7,0.96426803487985
2016-05-07,"HHS Region 10","ili perc",1,2016-05-14,"quantile",0.75,0.998099593396091
2016-05-07,"HHS Region 10","ili perc",1,2016-05-14,"quantile",0.8,1.10634781816624
2016-05-07,"HHS Region 10","ili perc",1,2016-05-14,"quantile",0.85,1.21902500698937
2016-05-07,"HHS Region 10","ili perc",1,2016-05-14,"quantile",0.9,1.33170219581249
2016-05-07,"HHS Region 10","ili perc",1,2016-05-14,"quantile",0.95,1.44437938463562
2016-05-07,"HHS Region 10","ili perc",1,2016-05-14,"quantile",0.975,1.56949382495235
2016-05-07,"HHS Region 10","ili perc",1,2016-05-14,"quantile",0.99,8.50000500000002
2016-05-07,"HHS Region 2","ili perc",1,2016-05-14,"quantile",0.01,1.18554296468816
2016-05-07,"HHS Region 2","ili perc",1,2016-05-14,"quantile",0.025,1.50178542180177
2016-05-07,"HHS Region 2","ili perc",1,2016-05-14,"quantile",0.05,1.52292738409114
2016-05-07,"HHS Region 2","ili perc",1,2016-05-14,"quantile",0.1,1.56521130866988
2016-05-07,"HHS Region 2","ili perc",1,2016-05-14,"quantile",0.15,1.60749523324861
2016-05-07,"HHS Region 2","ili perc",1,2016-05-14,"quantile",0.2,1.64977915782735
2016-05-07,"HHS Region 2","ili perc",1,2016-05-14,"quantile",0.25,1.69206308240609
2016-05-07,"HHS Region 2","ili perc",1,2016-05-14,"quantile",0.3,1.73434700698483
2016-05-07,"HHS Region 2","ili perc",1,2016-05-14,"quantile",0.35,1.77663093156357
2016-05-07,"HHS Region 2","ili perc",1,2016-05-14,"quantile",0.4,1.81891485614231
2016-05-07,"HHS Region 2","ili perc",1,2016-05-14,"quantile",0.45,1.86119878072105
2016-05-07,"HHS Region 2","ili perc",1,2016-05-14,"quantile",0.5,1.90348270529979
2016-05-07,"HHS Region 2","ili perc",1,2016-05-14,"quantile",0.55,1.94576662987852
2016-05-07,"HHS Region 2","ili perc",1,2016-05-14,"quantile",0.6,1.98805055445726
2016-05-07,"HHS Region 2","ili perc",1,2016-05-14,"quantile",0.65,2.05026639515238
2016-05-07,"HHS Region 2","ili perc",1,2016-05-14,"quantile",0.7,2.12033387377781
2016-05-07,"HHS Region 2","ili perc",1,2016-05-14,"quantile",0.75,2.19040135240323
2016-05-07,"HHS Region 2","ili perc",1,2016-05-14,"quantile",0.8,2.26046883102866
2016-05-07,"HHS Region 2","ili perc",1,2016-05-14,"quantile",0.85,2.33053630965408
2016-05-07,"HHS Region 2","ili perc",1,2016-05-14,"quantile",0.9,2.40060378827951
2016-05-07,"HHS Region 2","ili perc",1,2016-05-14,"quantile",0.95,2.47067126690494
2016-05-07,"HHS Region 2","ili perc",1,2016-05-14,"quantile",0.975,2.75797841667353
2016-05-07,"HHS Region 2","ili perc",1,2016-05-14,"quantile",0.99,8.49999499999992
2016-05-07,"HHS Region 3","ili perc",1,2016-05-14,"quantile",0.01,1.02716766289539
2016-05-07,"HHS Region 3","ili perc",1,2016-05-14,"quantile",0.025,1.09829750254597
2016-05-07,"HHS Region 3","ili perc",1,2016-05-14,"quantile",0.05,1.21684723529694
2016-05-07,"HHS Region 3","ili perc",1,2016-05-14,"quantile",0.1,1.45394670079887
