"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"HHS Region 1",2019-02-23,1,2019-03-02,3.03289780307803,0.01,"ili perc","quantile"
"HHS Region 1",2019-02-23,1,2019-03-02,3.03517024398735,0.025,"ili perc","quantile"
"HHS Region 1",2019-02-23,1,2019-03-02,3.19251680557293,0.05,"ili perc","quantile"
"HHS Region 1",2019-02-23,1,2019-03-02,3.47850030772766,0.1,"ili perc","quantile"
"HHS Region 1",2019-02-23,1,2019-03-02,3.54366979682625,0.15,"ili perc","quantile"
"HHS Region 1",2019-02-23,1,2019-03-02,3.60755368465224,0.2,"ili perc","quantile"
"HHS Region 1",2019-02-23,1,2019-03-02,3.6311585457749,0.25,"ili perc","quantile"
"HHS Region 1",2019-02-23,1,2019-03-02,3.6511788984447,0.3,"ili perc","quantile"
"HHS Region 1",2019-02-23,1,2019-03-02,3.66271308428588,0.35,"ili perc","quantile"
"HHS Region 1",2019-02-23,1,2019-03-02,3.67378991224786,0.4,"ili perc","quantile"
"HHS Region 1",2019-02-23,1,2019-03-02,3.72916375356825,0.45,"ili perc","quantile"
"HHS Region 1",2019-02-23,1,2019-03-02,3.75714282498883,0.5,"ili perc","quantile"
"HHS Region 1",2019-02-23,1,2019-03-02,3.8005044054065,0.55,"ili perc","quantile"
"HHS Region 1",2019-02-23,1,2019-03-02,3.86469846494803,0.6,"ili perc","quantile"
"HHS Region 1",2019-02-23,1,2019-03-02,3.89338612167763,0.65,"ili perc","quantile"
"HHS Region 1",2019-02-23,1,2019-03-02,3.93899615639595,0.7,"ili perc","quantile"
"HHS Region 1",2019-02-23,1,2019-03-02,3.96367445665117,0.75,"ili perc","quantile"
"HHS Region 1",2019-02-23,1,2019-03-02,4.00896551519383,0.8,"ili perc","quantile"
"HHS Region 1",2019-02-23,1,2019-03-02,4.09044427413435,0.85,"ili perc","quantile"
"HHS Region 1",2019-02-23,1,2019-03-02,4.21448488470656,0.9,"ili perc","quantile"
"HHS Region 1",2019-02-23,1,2019-03-02,4.47495418783729,0.95,"ili perc","quantile"
"HHS Region 1",2019-02-23,1,2019-03-02,4.77936932556861,0.975,"ili perc","quantile"
"HHS Region 1",2019-02-23,1,2019-03-02,4.90989680797911,0.99,"ili perc","quantile"
"HHS Region 1",2019-02-23,2,2019-03-09,2.97699033763677,0.01,"ili perc","quantile"
"HHS Region 1",2019-02-23,2,2019-03-09,3.09292966010349,0.025,"ili perc","quantile"
"HHS Region 1",2019-02-23,2,2019-03-09,3.23577067812658,0.05,"ili perc","quantile"
"HHS Region 1",2019-02-23,2,2019-03-09,3.45548370440655,0.1,"ili perc","quantile"
"HHS Region 1",2019-02-23,2,2019-03-09,3.51116693088878,0.15,"ili perc","quantile"
"HHS Region 1",2019-02-23,2,2019-03-09,3.60148530059546,0.2,"ili perc","quantile"
"HHS Region 1",2019-02-23,2,2019-03-09,3.64218807776483,0.25,"ili perc","quantile"
"HHS Region 1",2019-02-23,2,2019-03-09,3.69820929708487,0.3,"ili perc","quantile"
"HHS Region 1",2019-02-23,2,2019-03-09,3.78666488041597,0.35,"ili perc","quantile"
"HHS Region 1",2019-02-23,2,2019-03-09,3.87830390518284,0.4,"ili perc","quantile"
"HHS Region 1",2019-02-23,2,2019-03-09,3.95594584672502,0.45,"ili perc","quantile"
"HHS Region 1",2019-02-23,2,2019-03-09,4.00855764262564,0.5,"ili perc","quantile"
"HHS Region 1",2019-02-23,2,2019-03-09,4.06086854007427,0.55,"ili perc","quantile"
"HHS Region 1",2019-02-23,2,2019-03-09,4.12146513310709,0.6,"ili perc","quantile"
"HHS Region 1",2019-02-23,2,2019-03-09,4.1576545289066,0.65,"ili perc","quantile"
"HHS Region 1",2019-02-23,2,2019-03-09,4.2023438036288,0.7,"ili perc","quantile"
"HHS Region 1",2019-02-23,2,2019-03-09,4.27319553269319,0.75,"ili perc","quantile"
"HHS Region 1",2019-02-23,2,2019-03-09,4.52866090460923,0.8,"ili perc","quantile"
"HHS Region 1",2019-02-23,2,2019-03-09,4.65116019336459,0.85,"ili perc","quantile"
"HHS Region 1",2019-02-23,2,2019-03-09,4.86001418392521,0.9,"ili perc","quantile"
"HHS Region 1",2019-02-23,2,2019-03-09,5.06287646193539,0.95,"ili perc","quantile"
"HHS Region 1",2019-02-23,2,2019-03-09,5.52161162819288,0.975,"ili perc","quantile"
"HHS Region 1",2019-02-23,2,2019-03-09,6.14424805361807,0.99,"ili perc","quantile"
"HHS Region 1",2019-02-23,3,2019-03-16,2.86190041889967,0.01,"ili perc","quantile"
"HHS Region 1",2019-02-23,3,2019-03-16,2.98857536984016,0.025,"ili perc","quantile"
"HHS Region 1",2019-02-23,3,2019-03-16,3.13413277249355,0.05,"ili perc","quantile"
"HHS Region 1",2019-02-23,3,2019-03-16,3.3425145030962,0.1,"ili perc","quantile"
"HHS Region 1",2019-02-23,3,2019-03-16,3.39310783862484,0.15,"ili perc","quantile"
"HHS Region 1",2019-02-23,3,2019-03-16,3.47717886397689,0.2,"ili perc","quantile"
"HHS Region 1",2019-02-23,3,2019-03-16,3.64570562580457,0.25,"ili perc","quantile"
"HHS Region 1",2019-02-23,3,2019-03-16,3.69742993836059,0.3,"ili perc","quantile"
"HHS Region 1",2019-02-23,3,2019-03-16,3.73270308708326,0.35,"ili perc","quantile"
"HHS Region 1",2019-02-23,3,2019-03-16,3.77756425492345,0.4,"ili perc","quantile"
"HHS Region 1",2019-02-23,3,2019-03-16,3.93640110290063,0.45,"ili perc","quantile"
"HHS Region 1",2019-02-23,3,2019-03-16,4.01124010557757,0.5,"ili perc","quantile"
