"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"HHS Region 1",2018-10-27,1,2018-11-03,0.691844028825031,0.01,"ili perc","quantile"
"HHS Region 1",2018-10-27,1,2018-11-03,0.831308435506913,0.025,"ili perc","quantile"
"HHS Region 1",2018-10-27,1,2018-11-03,0.902088381136829,0.05,"ili perc","quantile"
"HHS Region 1",2018-10-27,1,2018-11-03,0.980873058202954,0.1,"ili perc","quantile"
"HHS Region 1",2018-10-27,1,2018-11-03,1.0246414020353,0.15,"ili perc","quantile"
"HHS Region 1",2018-10-27,1,2018-11-03,1.05516011829037,0.2,"ili perc","quantile"
"HHS Region 1",2018-10-27,1,2018-11-03,1.09122765841005,0.25,"ili perc","quantile"
"HHS Region 1",2018-10-27,1,2018-11-03,1.12590234477057,0.3,"ili perc","quantile"
"HHS Region 1",2018-10-27,1,2018-11-03,1.14120510119969,0.35,"ili perc","quantile"
"HHS Region 1",2018-10-27,1,2018-11-03,1.17424592682281,0.4,"ili perc","quantile"
"HHS Region 1",2018-10-27,1,2018-11-03,1.19316111420604,0.45,"ili perc","quantile"
"HHS Region 1",2018-10-27,1,2018-11-03,1.22443918120317,0.5,"ili perc","quantile"
"HHS Region 1",2018-10-27,1,2018-11-03,1.24655522991305,0.55,"ili perc","quantile"
"HHS Region 1",2018-10-27,1,2018-11-03,1.25854476198013,0.6,"ili perc","quantile"
"HHS Region 1",2018-10-27,1,2018-11-03,1.28471219673782,0.65,"ili perc","quantile"
"HHS Region 1",2018-10-27,1,2018-11-03,1.33024712190029,0.7,"ili perc","quantile"
"HHS Region 1",2018-10-27,1,2018-11-03,1.35246405957299,0.75,"ili perc","quantile"
"HHS Region 1",2018-10-27,1,2018-11-03,1.39044724595787,0.8,"ili perc","quantile"
"HHS Region 1",2018-10-27,1,2018-11-03,1.41908053772713,0.85,"ili perc","quantile"
"HHS Region 1",2018-10-27,1,2018-11-03,1.46574518806264,0.9,"ili perc","quantile"
"HHS Region 1",2018-10-27,1,2018-11-03,1.49902798632283,0.95,"ili perc","quantile"
"HHS Region 1",2018-10-27,1,2018-11-03,1.61240697269989,0.975,"ili perc","quantile"
"HHS Region 1",2018-10-27,1,2018-11-03,1.7795799229432,0.99,"ili perc","quantile"
"HHS Region 1",2018-10-27,2,2018-11-10,0.714630428929755,0.01,"ili perc","quantile"
"HHS Region 1",2018-10-27,2,2018-11-10,0.741742489361773,0.025,"ili perc","quantile"
"HHS Region 1",2018-10-27,2,2018-11-10,0.770770780174992,0.05,"ili perc","quantile"
"HHS Region 1",2018-10-27,2,2018-11-10,0.869001238663669,0.1,"ili perc","quantile"
"HHS Region 1",2018-10-27,2,2018-11-10,0.952979083963001,0.15,"ili perc","quantile"
"HHS Region 1",2018-10-27,2,2018-11-10,0.965540610130742,0.2,"ili perc","quantile"
"HHS Region 1",2018-10-27,2,2018-11-10,0.993349576451887,0.25,"ili perc","quantile"
"HHS Region 1",2018-10-27,2,2018-11-10,1.02363561587536,0.3,"ili perc","quantile"
"HHS Region 1",2018-10-27,2,2018-11-10,1.06657062822742,0.35,"ili perc","quantile"
"HHS Region 1",2018-10-27,2,2018-11-10,1.12848323596686,0.4,"ili perc","quantile"
"HHS Region 1",2018-10-27,2,2018-11-10,1.17314074949253,0.45,"ili perc","quantile"
"HHS Region 1",2018-10-27,2,2018-11-10,1.20120001560118,0.5,"ili perc","quantile"
"HHS Region 1",2018-10-27,2,2018-11-10,1.24437936716685,0.55,"ili perc","quantile"
"HHS Region 1",2018-10-27,2,2018-11-10,1.29867471631903,0.6,"ili perc","quantile"
"HHS Region 1",2018-10-27,2,2018-11-10,1.35677306690879,0.65,"ili perc","quantile"
"HHS Region 1",2018-10-27,2,2018-11-10,1.37448120952529,0.7,"ili perc","quantile"
"HHS Region 1",2018-10-27,2,2018-11-10,1.40737109951161,0.75,"ili perc","quantile"
"HHS Region 1",2018-10-27,2,2018-11-10,1.44691674755962,0.8,"ili perc","quantile"
"HHS Region 1",2018-10-27,2,2018-11-10,1.49293559714927,0.85,"ili perc","quantile"
"HHS Region 1",2018-10-27,2,2018-11-10,1.53176271360416,0.9,"ili perc","quantile"
"HHS Region 1",2018-10-27,2,2018-11-10,1.6331663032107,0.95,"ili perc","quantile"
"HHS Region 1",2018-10-27,2,2018-11-10,1.7545490864233,0.975,"ili perc","quantile"
"HHS Region 1",2018-10-27,2,2018-11-10,1.84651849148113,0.99,"ili perc","quantile"
"HHS Region 1",2018-10-27,3,2018-11-17,0.523795413864817,0.01,"ili perc","quantile"
"HHS Region 1",2018-10-27,3,2018-11-17,0.584011312988908,0.025,"ili perc","quantile"
"HHS Region 1",2018-10-27,3,2018-11-17,0.640885223424211,0.05,"ili perc","quantile"
"HHS Region 1",2018-10-27,3,2018-11-17,0.708219146045785,0.1,"ili perc","quantile"
"HHS Region 1",2018-10-27,3,2018-11-17,0.844358620118333,0.15,"ili perc","quantile"
"HHS Region 1",2018-10-27,3,2018-11-17,0.872087284649191,0.2,"ili perc","quantile"
"HHS Region 1",2018-10-27,3,2018-11-17,0.951530105389709,0.25,"ili perc","quantile"
"HHS Region 1",2018-10-27,3,2018-11-17,1.01628618487518,0.3,"ili perc","quantile"
"HHS Region 1",2018-10-27,3,2018-11-17,1.03962421920037,0.35,"ili perc","quantile"
"HHS Region 1",2018-10-27,3,2018-11-17,1.07878772981918,0.4,"ili perc","quantile"
"HHS Region 1",2018-10-27,3,2018-11-17,1.11794178790888,0.45,"ili perc","quantile"
"HHS Region 1",2018-10-27,3,2018-11-17,1.20310699373803,0.5,"ili perc","quantile"
"HHS Region 1",2018-10-27,3,2018-11-17,1.2263322761225,0.55,"ili perc","quantile"
"HHS Region 1",2018-10-27,3,2018-11-17,1.31206500153821,0.6,"ili perc","quantile"
"HHS Region 1",2018-10-27,3,2018-11-17,1.34597410458053,0.65,"ili perc","quantile"
"HHS Region 1",2018-10-27,3,2018-11-17,1.38022668988991,0.7,"ili perc","quantile"
"HHS Region 1",2018-10-27,3,2018-11-17,1.40389910753669,0.75,"ili perc","quantile"
"HHS Region 1",2018-10-27,3,2018-11-17,1.4569977343058,0.8,"ili perc","quantile"
"HHS Region 1",2018-10-27,3,2018-11-17,1.51118699071991,0.85,"ili perc","quantile"
"HHS Region 1",2018-10-27,3,2018-11-17,1.60427788099975,0.9,"ili perc","quantile"
"HHS Region 1",2018-10-27,3,2018-11-17,1.67357515313122,0.95,"ili perc","quantile"
"HHS Region 1",2018-10-27,3,2018-11-17,1.74519887345764,0.975,"ili perc","quantile"
"HHS Region 1",2018-10-27,3,2018-11-17,1.79911042280872,0.99,"ili perc","quantile"
"HHS Region 1",2018-10-27,4,2018-11-24,0.352968281557219,0.01,"ili perc","quantile"
"HHS Region 1",2018-10-27,4,2018-11-24,0.436930479760135,0.025,"ili perc","quantile"
"HHS Region 1",2018-10-27,4,2018-11-24,0.561974975540277,0.05,"ili perc","quantile"
"HHS Region 1",2018-10-27,4,2018-11-24,0.648798776788246,0.1,"ili perc","quantile"
"HHS Region 1",2018-10-27,4,2018-11-24,0.77022932624701,0.15,"ili perc","quantile"
"HHS Region 1",2018-10-27,4,2018-11-24,0.838416470672621,0.2,"ili perc","quantile"
"HHS Region 1",2018-10-27,4,2018-11-24,0.871002348255693,0.25,"ili perc","quantile"
"HHS Region 1",2018-10-27,4,2018-11-24,0.942238687484264,0.3,"ili perc","quantile"
"HHS Region 1",2018-10-27,4,2018-11-24,0.991962512791667,0.35,"ili perc","quantile"
"HHS Region 1",2018-10-27,4,2018-11-24,1.0244678545404,0.4,"ili perc","quantile"
"HHS Region 1",2018-10-27,4,2018-11-24,1.06120625559845,0.45,"ili perc","quantile"
"HHS Region 1",2018-10-27,4,2018-11-24,1.16389856121623,0.5,"ili perc","quantile"
"HHS Region 1",2018-10-27,4,2018-11-24,1.21165665246725,0.55,"ili perc","quantile"
"HHS Region 1",2018-10-27,4,2018-11-24,1.23341801701251,0.6,"ili perc","quantile"
"HHS Region 1",2018-10-27,4,2018-11-24,1.2931350379845,0.65,"ili perc","quantile"
"HHS Region 1",2018-10-27,4,2018-11-24,1.383558366809,0.7,"ili perc","quantile"
"HHS Region 1",2018-10-27,4,2018-11-24,1.42293568300238,0.75,"ili perc","quantile"
"HHS Region 1",2018-10-27,4,2018-11-24,1.46648387228582,0.8,"ili perc","quantile"
"HHS Region 1",2018-10-27,4,2018-11-24,1.56833701171452,0.85,"ili perc","quantile"
