"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"HHS Region 1",2019-03-30,1,2019-04-06,1.82269937239213,0.01,"ili perc","quantile"
"HHS Region 1",2019-03-30,1,2019-04-06,1.87219331557676,0.025,"ili perc","quantile"
"HHS Region 1",2019-03-30,1,2019-04-06,1.90540394045566,0.05,"ili perc","quantile"
"HHS Region 1",2019-03-30,1,2019-04-06,2.10109187720569,0.1,"ili perc","quantile"
"HHS Region 1",2019-03-30,1,2019-04-06,2.174763299468,0.15,"ili perc","quantile"
"HHS Region 1",2019-03-30,1,2019-04-06,2.25819596785256,0.2,"ili perc","quantile"
"HHS Region 1",2019-03-30,1,2019-04-06,2.31185288996379,0.25,"ili perc","quantile"
"HHS Region 1",2019-03-30,1,2019-04-06,2.38189488445656,0.3,"ili perc","quantile"
"HHS Region 1",2019-03-30,1,2019-04-06,2.39952263071084,0.35,"ili perc","quantile"
"HHS Region 1",2019-03-30,1,2019-04-06,2.41389305183498,0.4,"ili perc","quantile"
"HHS Region 1",2019-03-30,1,2019-04-06,2.43243271781463,0.45,"ili perc","quantile"
"HHS Region 1",2019-03-30,1,2019-04-06,2.49270658237223,0.5,"ili perc","quantile"
"HHS Region 1",2019-03-30,1,2019-04-06,2.51364124796577,0.55,"ili perc","quantile"
"HHS Region 1",2019-03-30,1,2019-04-06,2.55137913950793,0.6,"ili perc","quantile"
"HHS Region 1",2019-03-30,1,2019-04-06,2.57868297250596,0.65,"ili perc","quantile"
"HHS Region 1",2019-03-30,1,2019-04-06,2.60302870265303,0.7,"ili perc","quantile"
"HHS Region 1",2019-03-30,1,2019-04-06,2.64727590948551,0.75,"ili perc","quantile"
"HHS Region 1",2019-03-30,1,2019-04-06,2.70789595147777,0.8,"ili perc","quantile"
"HHS Region 1",2019-03-30,1,2019-04-06,2.76556672824219,0.85,"ili perc","quantile"
"HHS Region 1",2019-03-30,1,2019-04-06,2.82664593412043,0.9,"ili perc","quantile"
"HHS Region 1",2019-03-30,1,2019-04-06,2.92199907185535,0.95,"ili perc","quantile"
"HHS Region 1",2019-03-30,1,2019-04-06,3.06600921967324,0.975,"ili perc","quantile"
"HHS Region 1",2019-03-30,1,2019-04-06,3.47158108120899,0.99,"ili perc","quantile"
"HHS Region 1",2019-03-30,2,2019-04-13,1.28072458734125,0.01,"ili perc","quantile"
"HHS Region 1",2019-03-30,2,2019-04-13,1.47705902061973,0.025,"ili perc","quantile"
"HHS Region 1",2019-03-30,2,2019-04-13,1.640192742375,0.05,"ili perc","quantile"
"HHS Region 1",2019-03-30,2,2019-04-13,1.76865072786864,0.1,"ili perc","quantile"
"HHS Region 1",2019-03-30,2,2019-04-13,1.79701916427317,0.15,"ili perc","quantile"
"HHS Region 1",2019-03-30,2,2019-04-13,1.91664457372221,0.2,"ili perc","quantile"
"HHS Region 1",2019-03-30,2,2019-04-13,1.94343377589872,0.25,"ili perc","quantile"
"HHS Region 1",2019-03-30,2,2019-04-13,1.97105820337902,0.3,"ili perc","quantile"
"HHS Region 1",2019-03-30,2,2019-04-13,2.01027471763797,0.35,"ili perc","quantile"
"HHS Region 1",2019-03-30,2,2019-04-13,2.0923603208882,0.4,"ili perc","quantile"
"HHS Region 1",2019-03-30,2,2019-04-13,2.12607448803464,0.45,"ili perc","quantile"
"HHS Region 1",2019-03-30,2,2019-04-13,2.19460258536209,0.5,"ili perc","quantile"
"HHS Region 1",2019-03-30,2,2019-04-13,2.2410482953176,0.55,"ili perc","quantile"
"HHS Region 1",2019-03-30,2,2019-04-13,2.26925882267306,0.6,"ili perc","quantile"
"HHS Region 1",2019-03-30,2,2019-04-13,2.30746770375089,0.65,"ili perc","quantile"
"HHS Region 1",2019-03-30,2,2019-04-13,2.34425488123836,0.7,"ili perc","quantile"
"HHS Region 1",2019-03-30,2,2019-04-13,2.41397307211742,0.75,"ili perc","quantile"
"HHS Region 1",2019-03-30,2,2019-04-13,2.46868485164445,0.8,"ili perc","quantile"
"HHS Region 1",2019-03-30,2,2019-04-13,2.56188291562226,0.85,"ili perc","quantile"
"HHS Region 1",2019-03-30,2,2019-04-13,2.62647215702831,0.9,"ili perc","quantile"
"HHS Region 1",2019-03-30,2,2019-04-13,3.16126039833393,0.95,"ili perc","quantile"
"HHS Region 1",2019-03-30,2,2019-04-13,3.40974613085794,0.975,"ili perc","quantile"
"HHS Region 1",2019-03-30,2,2019-04-13,3.42433588991907,0.99,"ili perc","quantile"
"HHS Region 1",2019-03-30,3,2019-04-20,1.06470305057886,0.01,"ili perc","quantile"
"HHS Region 1",2019-03-30,3,2019-04-20,1.16967407870201,0.025,"ili perc","quantile"
"HHS Region 1",2019-03-30,3,2019-04-20,1.28840049999877,0.05,"ili perc","quantile"
"HHS Region 1",2019-03-30,3,2019-04-20,1.43899675447102,0.1,"ili perc","quantile"
"HHS Region 1",2019-03-30,3,2019-04-20,1.56224650669875,0.15,"ili perc","quantile"
"HHS Region 1",2019-03-30,3,2019-04-20,1.6255654092384,0.2,"ili perc","quantile"
"HHS Region 1",2019-03-30,3,2019-04-20,1.69680990333209,0.25,"ili perc","quantile"
"HHS Region 1",2019-03-30,3,2019-04-20,1.71536158865514,0.3,"ili perc","quantile"
"HHS Region 1",2019-03-30,3,2019-04-20,1.74748513539892,0.35,"ili perc","quantile"
"HHS Region 1",2019-03-30,3,2019-04-20,1.79633528850725,0.4,"ili perc","quantile"
"HHS Region 1",2019-03-30,3,2019-04-20,1.89583489883979,0.45,"ili perc","quantile"
"HHS Region 1",2019-03-30,3,2019-04-20,1.9611205830367,0.5,"ili perc","quantile"
"HHS Region 1",2019-03-30,3,2019-04-20,2.02145465051683,0.55,"ili perc","quantile"
"HHS Region 1",2019-03-30,3,2019-04-20,2.10481773930772,0.6,"ili perc","quantile"
"HHS Region 1",2019-03-30,3,2019-04-20,2.23283731739414,0.65,"ili perc","quantile"
