"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"HHS Region 1",2019-04-13,1,2019-04-20,1.53040160244412,0.01,"ili perc","quantile"
"HHS Region 1",2019-04-13,1,2019-04-20,1.60615276927517,0.025,"ili perc","quantile"
"HHS Region 1",2019-04-13,1,2019-04-20,1.71990522056757,0.05,"ili perc","quantile"
"HHS Region 1",2019-04-13,1,2019-04-20,1.7527630253209,0.1,"ili perc","quantile"
"HHS Region 1",2019-04-13,1,2019-04-20,1.85818982267746,0.15,"ili perc","quantile"
"HHS Region 1",2019-04-13,1,2019-04-20,1.89815362884063,0.2,"ili perc","quantile"
"HHS Region 1",2019-04-13,1,2019-04-20,1.94046691910895,0.25,"ili perc","quantile"
"HHS Region 1",2019-04-13,1,2019-04-20,1.94930914148569,0.3,"ili perc","quantile"
"HHS Region 1",2019-04-13,1,2019-04-20,1.97610690937522,0.35,"ili perc","quantile"
"HHS Region 1",2019-04-13,1,2019-04-20,1.99603955464003,0.4,"ili perc","quantile"
"HHS Region 1",2019-04-13,1,2019-04-20,2.03974625299051,0.45,"ili perc","quantile"
"HHS Region 1",2019-04-13,1,2019-04-20,2.07023194897669,0.5,"ili perc","quantile"
"HHS Region 1",2019-04-13,1,2019-04-20,2.09304696009743,0.55,"ili perc","quantile"
"HHS Region 1",2019-04-13,1,2019-04-20,2.13134324832983,0.6,"ili perc","quantile"
"HHS Region 1",2019-04-13,1,2019-04-20,2.14193734345138,0.65,"ili perc","quantile"
"HHS Region 1",2019-04-13,1,2019-04-20,2.1775711283325,0.7,"ili perc","quantile"
"HHS Region 1",2019-04-13,1,2019-04-20,2.19717102091983,0.75,"ili perc","quantile"
"HHS Region 1",2019-04-13,1,2019-04-20,2.27559668270088,0.8,"ili perc","quantile"
"HHS Region 1",2019-04-13,1,2019-04-20,2.33299881498301,0.85,"ili perc","quantile"
"HHS Region 1",2019-04-13,1,2019-04-20,2.38462519552411,0.9,"ili perc","quantile"
"HHS Region 1",2019-04-13,1,2019-04-20,2.5323433617928,0.95,"ili perc","quantile"
"HHS Region 1",2019-04-13,1,2019-04-20,2.6612696464311,0.975,"ili perc","quantile"
"HHS Region 1",2019-04-13,1,2019-04-20,2.80897702210558,0.99,"ili perc","quantile"
"HHS Region 1",2019-04-13,2,2019-04-27,1.02532644176015,0.01,"ili perc","quantile"
"HHS Region 1",2019-04-13,2,2019-04-27,1.07231887963766,0.025,"ili perc","quantile"
"HHS Region 1",2019-04-13,2,2019-04-27,1.22724801477086,0.05,"ili perc","quantile"
"HHS Region 1",2019-04-13,2,2019-04-27,1.38974490848829,0.1,"ili perc","quantile"
"HHS Region 1",2019-04-13,2,2019-04-27,1.49087002427,0.15,"ili perc","quantile"
"HHS Region 1",2019-04-13,2,2019-04-27,1.54301185651626,0.2,"ili perc","quantile"
"HHS Region 1",2019-04-13,2,2019-04-27,1.66785404895433,0.25,"ili perc","quantile"
"HHS Region 1",2019-04-13,2,2019-04-27,1.71335435684666,0.3,"ili perc","quantile"
"HHS Region 1",2019-04-13,2,2019-04-27,1.73614471501976,0.35,"ili perc","quantile"
"HHS Region 1",2019-04-13,2,2019-04-27,1.78842438533069,0.4,"ili perc","quantile"
"HHS Region 1",2019-04-13,2,2019-04-27,1.82760031266962,0.45,"ili perc","quantile"
"HHS Region 1",2019-04-13,2,2019-04-27,1.84557276219062,0.5,"ili perc","quantile"
"HHS Region 1",2019-04-13,2,2019-04-27,1.87368915842229,0.55,"ili perc","quantile"
"HHS Region 1",2019-04-13,2,2019-04-27,1.92675631405431,0.6,"ili perc","quantile"
"HHS Region 1",2019-04-13,2,2019-04-27,1.98022635070855,0.65,"ili perc","quantile"
"HHS Region 1",2019-04-13,2,2019-04-27,2.04507354005286,0.7,"ili perc","quantile"
"HHS Region 1",2019-04-13,2,2019-04-27,2.07333855314412,0.75,"ili perc","quantile"
"HHS Region 1",2019-04-13,2,2019-04-27,2.1182229997691,0.8,"ili perc","quantile"
"HHS Region 1",2019-04-13,2,2019-04-27,2.17696717605559,0.85,"ili perc","quantile"
"HHS Region 1",2019-04-13,2,2019-04-27,2.36051046574597,0.9,"ili perc","quantile"
"HHS Region 1",2019-04-13,2,2019-04-27,2.59292597362708,0.95,"ili perc","quantile"
"HHS Region 1",2019-04-13,2,2019-04-27,2.89417648698972,0.975,"ili perc","quantile"
"HHS Region 1",2019-04-13,2,2019-04-27,3.24689050997538,0.99,"ili perc","quantile"
"HHS Region 1",2019-04-13,3,2019-05-04,0.881469057996691,0.01,"ili perc","quantile"
"HHS Region 1",2019-04-13,3,2019-05-04,0.938243518063037,0.025,"ili perc","quantile"
"HHS Region 1",2019-04-13,3,2019-05-04,1.0402300982473,0.05,"ili perc","quantile"
"HHS Region 1",2019-04-13,3,2019-05-04,1.09955558626125,0.1,"ili perc","quantile"
"HHS Region 1",2019-04-13,3,2019-05-04,1.16992417393707,0.15,"ili perc","quantile"
"HHS Region 1",2019-04-13,3,2019-05-04,1.32017914315673,0.2,"ili perc","quantile"
"HHS Region 1",2019-04-13,3,2019-05-04,1.37596245221405,0.25,"ili perc","quantile"
"HHS Region 1",2019-04-13,3,2019-05-04,1.43402697453782,0.3,"ili perc","quantile"
"HHS Region 1",2019-04-13,3,2019-05-04,1.49527293620784,0.35,"ili perc","quantile"
"HHS Region 1",2019-04-13,3,2019-05-04,1.53330744501183,0.4,"ili perc","quantile"
"HHS Region 1",2019-04-13,3,2019-05-04,1.56667787921966,0.45,"ili perc","quantile"
"HHS Region 1",2019-04-13,3,2019-05-04,1.65939732268189,0.5,"ili perc","quantile"
"HHS Region 1",2019-04-13,3,2019-05-04,1.72773391163034,0.55,"ili perc","quantile"
"HHS Region 1",2019-04-13,3,2019-05-04,1.76538805750819,0.6,"ili perc","quantile"
"HHS Region 1",2019-04-13,3,2019-05-04,1.80015372237969,0.65,"ili perc","quantile"
"HHS Region 1",2019-04-13,3,2019-05-04,1.83957256202927,0.7,"ili perc","quantile"
"HHS Region 1",2019-04-13,3,2019-05-04,1.86903760512977,0.75,"ili perc","quantile"
"HHS Region 1",2019-04-13,3,2019-05-04,1.97276058484908,0.8,"ili perc","quantile"
"HHS Region 1",2019-04-13,3,2019-05-04,2.02462732011988,0.85,"ili perc","quantile"
"HHS Region 1",2019-04-13,3,2019-05-04,2.15108148069272,0.9,"ili perc","quantile"
"HHS Region 1",2019-04-13,3,2019-05-04,2.40978565175745,0.95,"ili perc","quantile"
"HHS Region 1",2019-04-13,3,2019-05-04,2.71091840832501,0.975,"ili perc","quantile"
"HHS Region 1",2019-04-13,3,2019-05-04,2.96070908974308,0.99,"ili perc","quantile"
"HHS Region 1",2019-04-13,4,2019-05-11,0.640255558879355,0.01,"ili perc","quantile"
"HHS Region 1",2019-04-13,4,2019-05-11,0.709593336798093,0.025,"ili perc","quantile"
"HHS Region 1",2019-04-13,4,2019-05-11,0.771887966469873,0.05,"ili perc","quantile"
"HHS Region 1",2019-04-13,4,2019-05-11,0.953557421293246,0.1,"ili perc","quantile"
"HHS Region 1",2019-04-13,4,2019-05-11,1.05809177788493,0.15,"ili perc","quantile"
"HHS Region 1",2019-04-13,4,2019-05-11,1.13885622948254,0.2,"ili perc","quantile"
"HHS Region 1",2019-04-13,4,2019-05-11,1.18682802328625,0.25,"ili perc","quantile"
"HHS Region 1",2019-04-13,4,2019-05-11,1.25617498733913,0.3,"ili perc","quantile"
"HHS Region 1",2019-04-13,4,2019-05-11,1.29010322740777,0.35,"ili perc","quantile"
"HHS Region 1",2019-04-13,4,2019-05-11,1.33992688474685,0.4,"ili perc","quantile"
"HHS Region 1",2019-04-13,4,2019-05-11,1.3781011599946,0.45,"ili perc","quantile"
"HHS Region 1",2019-04-13,4,2019-05-11,1.47194206175866,0.5,"ili perc","quantile"
"HHS Region 1",2019-04-13,4,2019-05-11,1.53840178560954,0.55,"ili perc","quantile"
"HHS Region 1",2019-04-13,4,2019-05-11,1.62286052245312,0.6,"ili perc","quantile"
"HHS Region 1",2019-04-13,4,2019-05-11,1.66021373498262,0.65,"ili perc","quantile"
"HHS Region 1",2019-04-13,4,2019-05-11,1.69214962138844,0.7,"ili perc","quantile"
"HHS Region 1",2019-04-13,4,2019-05-11,1.75700890874843,0.75,"ili perc","quantile"
"HHS Region 1",2019-04-13,4,2019-05-11,1.85704642214601,0.8,"ili perc","quantile"
"HHS Region 1",2019-04-13,4,2019-05-11,1.93043508719673,0.85,"ili perc","quantile"
"HHS Region 1",2019-04-13,4,2019-05-11,2.12666968508334,0.9,"ili perc","quantile"
"HHS Region 1",2019-04-13,4,2019-05-11,2.31678023088995,0.95,"ili perc","quantile"
"HHS Region 1",2019-04-13,4,2019-05-11,2.57413721172627,0.975,"ili perc","quantile"
"HHS Region 1",2019-04-13,4,2019-05-11,3.01160353469236,0.99,"ili perc","quantile"
"HHS Region 10",2019-04-13,1,2019-04-20,0.349913097282953,0.01,"ili perc","quantile"
"HHS Region 10",2019-04-13,1,2019-04-20,0.589072719164457,0.025,"ili perc","quantile"
"HHS Region 10",2019-04-13,1,2019-04-20,0.646475808143172,0.05,"ili perc","quantile"
"HHS Region 10",2019-04-13,1,2019-04-20,0.714338335383775,0.1,"ili perc","quantile"
"HHS Region 10",2019-04-13,1,2019-04-20,0.741925250071495,0.15,"ili perc","quantile"
"HHS Region 10",2019-04-13,1,2019-04-20,0.81458403893955,0.2,"ili perc","quantile"
"HHS Region 10",2019-04-13,1,2019-04-20,0.853577875384271,0.25,"ili perc","quantile"
"HHS Region 10",2019-04-13,1,2019-04-20,0.877948398703051,0.3,"ili perc","quantile"
"HHS Region 10",2019-04-13,1,2019-04-20,0.904991386440182,0.35,"ili perc","quantile"
"HHS Region 10",2019-04-13,1,2019-04-20,0.932246184252526,0.4,"ili perc","quantile"
"HHS Region 10",2019-04-13,1,2019-04-20,0.943495079311651,0.45,"ili perc","quantile"
"HHS Region 10",2019-04-13,1,2019-04-20,0.971405306990552,0.5,"ili perc","quantile"
"HHS Region 10",2019-04-13,1,2019-04-20,1.01229957817635,0.55,"ili perc","quantile"
"HHS Region 10",2019-04-13,1,2019-04-20,1.04295532710944,0.6,"ili perc","quantile"
"HHS Region 10",2019-04-13,1,2019-04-20,1.07211481772132,0.65,"ili perc","quantile"
"HHS Region 10",2019-04-13,1,2019-04-20,1.10944671903922,0.7,"ili perc","quantile"
"HHS Region 10",2019-04-13,1,2019-04-20,1.18782403889369,0.75,"ili perc","quantile"
"HHS Region 10",2019-04-13,1,2019-04-20,1.26285911729137,0.8,"ili perc","quantile"
"HHS Region 10",2019-04-13,1,2019-04-20,1.33322773365947,0.85,"ili perc","quantile"
"HHS Region 10",2019-04-13,1,2019-04-20,1.60572652779317,0.9,"ili perc","quantile"
"HHS Region 10",2019-04-13,1,2019-04-20,2.0425093744951,0.95,"ili perc","quantile"
"HHS Region 10",2019-04-13,1,2019-04-20,2.26856400770729,0.975,"ili perc","quantile"
"HHS Region 10",2019-04-13,1,2019-04-20,2.40402805282744,0.99,"ili perc","quantile"
"HHS Region 10",2019-04-13,2,2019-04-27,0.247175221907869,0.01,"ili perc","quantile"
"HHS Region 10",2019-04-13,2,2019-04-27,0.266362546886474,0.025,"ili perc","quantile"
"HHS Region 10",2019-04-13,2,2019-04-27,0.322185318133028,0.05,"ili perc","quantile"
"HHS Region 10",2019-04-13,2,2019-04-27,0.45253935525115,0.1,"ili perc","quantile"
"HHS Region 10",2019-04-13,2,2019-04-27,0.537208980245977,0.15,"ili perc","quantile"
"HHS Region 10",2019-04-13,2,2019-04-27,0.592866593354802,0.2,"ili perc","quantile"
"HHS Region 10",2019-04-13,2,2019-04-27,0.632283450291064,0.25,"ili perc","quantile"
"HHS Region 10",2019-04-13,2,2019-04-27,0.662394369632596,0.3,"ili perc","quantile"
"HHS Region 10",2019-04-13,2,2019-04-27,0.705305237252636,0.35,"ili perc","quantile"
