"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"HHS Region 1",2018-11-10,1,2018-11-17,0.766952858483075,0.01,"ili perc","quantile"
"HHS Region 1",2018-11-10,1,2018-11-17,0.826043332496019,0.025,"ili perc","quantile"
"HHS Region 1",2018-11-10,1,2018-11-17,0.896504313946081,0.05,"ili perc","quantile"
"HHS Region 1",2018-11-10,1,2018-11-17,1.0760236324503,0.1,"ili perc","quantile"
"HHS Region 1",2018-11-10,1,2018-11-17,1.13522099361786,0.15,"ili perc","quantile"
"HHS Region 1",2018-11-10,1,2018-11-17,1.16741202960417,0.2,"ili perc","quantile"
"HHS Region 1",2018-11-10,1,2018-11-17,1.22289303571128,0.25,"ili perc","quantile"
"HHS Region 1",2018-11-10,1,2018-11-17,1.24149144163414,0.3,"ili perc","quantile"
"HHS Region 1",2018-11-10,1,2018-11-17,1.25190179546684,0.35,"ili perc","quantile"
"HHS Region 1",2018-11-10,1,2018-11-17,1.27663353717382,0.4,"ili perc","quantile"
"HHS Region 1",2018-11-10,1,2018-11-17,1.29069047002323,0.45,"ili perc","quantile"
"HHS Region 1",2018-11-10,1,2018-11-17,1.31411379347523,0.5,"ili perc","quantile"
"HHS Region 1",2018-11-10,1,2018-11-17,1.32058888004205,0.55,"ili perc","quantile"
"HHS Region 1",2018-11-10,1,2018-11-17,1.33472233719687,0.6,"ili perc","quantile"
"HHS Region 1",2018-11-10,1,2018-11-17,1.3635659563416,0.65,"ili perc","quantile"
"HHS Region 1",2018-11-10,1,2018-11-17,1.38257454897255,0.7,"ili perc","quantile"
"HHS Region 1",2018-11-10,1,2018-11-17,1.3978791592371,0.75,"ili perc","quantile"
"HHS Region 1",2018-11-10,1,2018-11-17,1.42379855586085,0.8,"ili perc","quantile"
"HHS Region 1",2018-11-10,1,2018-11-17,1.47844535853192,0.85,"ili perc","quantile"
"HHS Region 1",2018-11-10,1,2018-11-17,1.57750696243038,0.9,"ili perc","quantile"
"HHS Region 1",2018-11-10,1,2018-11-17,1.60916933176861,0.95,"ili perc","quantile"
"HHS Region 1",2018-11-10,1,2018-11-17,1.68131359582595,0.975,"ili perc","quantile"
"HHS Region 1",2018-11-10,1,2018-11-17,1.81784994657939,0.99,"ili perc","quantile"
"HHS Region 1",2018-11-10,2,2018-11-24,0.586409961952252,0.01,"ili perc","quantile"
"HHS Region 1",2018-11-10,2,2018-11-24,0.807605663132817,0.025,"ili perc","quantile"
"HHS Region 1",2018-11-10,2,2018-11-24,0.827649678354598,0.05,"ili perc","quantile"
"HHS Region 1",2018-11-10,2,2018-11-24,0.951412649254181,0.1,"ili perc","quantile"
"HHS Region 1",2018-11-10,2,2018-11-24,0.998139460209314,0.15,"ili perc","quantile"
"HHS Region 1",2018-11-10,2,2018-11-24,1.07409976517419,0.2,"ili perc","quantile"
"HHS Region 1",2018-11-10,2,2018-11-24,1.13992619567348,0.25,"ili perc","quantile"
"HHS Region 1",2018-11-10,2,2018-11-24,1.21484223864891,0.3,"ili perc","quantile"
"HHS Region 1",2018-11-10,2,2018-11-24,1.23790486172305,0.35,"ili perc","quantile"
"HHS Region 1",2018-11-10,2,2018-11-24,1.29128991677844,0.4,"ili perc","quantile"
"HHS Region 1",2018-11-10,2,2018-11-24,1.30799330308753,0.45,"ili perc","quantile"
"HHS Region 1",2018-11-10,2,2018-11-24,1.33027658256352,0.5,"ili perc","quantile"
"HHS Region 1",2018-11-10,2,2018-11-24,1.34711041438679,0.55,"ili perc","quantile"
"HHS Region 1",2018-11-10,2,2018-11-24,1.36989742746231,0.6,"ili perc","quantile"
"HHS Region 1",2018-11-10,2,2018-11-24,1.42225447959278,0.65,"ili perc","quantile"
"HHS Region 1",2018-11-10,2,2018-11-24,1.45174165903658,0.7,"ili perc","quantile"
"HHS Region 1",2018-11-10,2,2018-11-24,1.5169551273444,0.75,"ili perc","quantile"
"HHS Region 1",2018-11-10,2,2018-11-24,1.56377736977073,0.8,"ili perc","quantile"
"HHS Region 1",2018-11-10,2,2018-11-24,1.59739792338974,0.85,"ili perc","quantile"
"HHS Region 1",2018-11-10,2,2018-11-24,1.698156056774,0.9,"ili perc","quantile"
"HHS Region 1",2018-11-10,2,2018-11-24,1.79590365269771,0.95,"ili perc","quantile"
"HHS Region 1",2018-11-10,2,2018-11-24,1.92794192572785,0.975,"ili perc","quantile"
"HHS Region 1",2018-11-10,2,2018-11-24,1.94383884274363,0.99,"ili perc","quantile"
"HHS Region 1",2018-11-10,3,2018-12-01,0.684972127180556,0.01,"ili perc","quantile"
"HHS Region 1",2018-11-10,3,2018-12-01,0.708243402505572,0.025,"ili perc","quantile"
"HHS Region 1",2018-11-10,3,2018-12-01,0.76652417113975,0.05,"ili perc","quantile"
"HHS Region 1",2018-11-10,3,2018-12-01,0.876519662119779,0.1,"ili perc","quantile"
"HHS Region 1",2018-11-10,3,2018-12-01,0.932419533522837,0.15,"ili perc","quantile"
"HHS Region 1",2018-11-10,3,2018-12-01,0.984109208717287,0.2,"ili perc","quantile"
"HHS Region 1",2018-11-10,3,2018-12-01,1.05648628716334,0.25,"ili perc","quantile"
"HHS Region 1",2018-11-10,3,2018-12-01,1.11579706959361,0.3,"ili perc","quantile"
"HHS Region 1",2018-11-10,3,2018-12-01,1.16072194993621,0.35,"ili perc","quantile"
"HHS Region 1",2018-11-10,3,2018-12-01,1.19759253581908,0.4,"ili perc","quantile"
"HHS Region 1",2018-11-10,3,2018-12-01,1.21883018638465,0.45,"ili perc","quantile"
"HHS Region 1",2018-11-10,3,2018-12-01,1.26839954646093,0.5,"ili perc","quantile"
"HHS Region 1",2018-11-10,3,2018-12-01,1.34267812061678,0.55,"ili perc","quantile"
"HHS Region 1",2018-11-10,3,2018-12-01,1.39304020080249,0.6,"ili perc","quantile"
"HHS Region 1",2018-11-10,3,2018-12-01,1.46476895802927,0.65,"ili perc","quantile"
"HHS Region 1",2018-11-10,3,2018-12-01,1.48027256960765,0.7,"ili perc","quantile"
"HHS Region 1",2018-11-10,3,2018-12-01,1.5102237359525,0.75,"ili perc","quantile"
"HHS Region 1",2018-11-10,3,2018-12-01,1.56177165290637,0.8,"ili perc","quantile"
"HHS Region 1",2018-11-10,3,2018-12-01,1.6140214343617,0.85,"ili perc","quantile"
"HHS Region 1",2018-11-10,3,2018-12-01,1.68662049780923,0.9,"ili perc","quantile"
"HHS Region 1",2018-11-10,3,2018-12-01,1.80892749385601,0.95,"ili perc","quantile"
"HHS Region 1",2018-11-10,3,2018-12-01,1.96721347082899,0.975,"ili perc","quantile"
"HHS Region 1",2018-11-10,3,2018-12-01,2.14477982498758,0.99,"ili perc","quantile"
"HHS Region 1",2018-11-10,4,2018-12-08,0.388049469589286,0.01,"ili perc","quantile"
"HHS Region 1",2018-11-10,4,2018-12-08,0.48882429587088,0.025,"ili perc","quantile"
"HHS Region 1",2018-11-10,4,2018-12-08,0.713608752631113,0.05,"ili perc","quantile"
"HHS Region 1",2018-11-10,4,2018-12-08,0.772990664043249,0.1,"ili perc","quantile"
"HHS Region 1",2018-11-10,4,2018-12-08,0.881417987040998,0.15,"ili perc","quantile"
"HHS Region 1",2018-11-10,4,2018-12-08,0.967636737632123,0.2,"ili perc","quantile"
"HHS Region 1",2018-11-10,4,2018-12-08,0.996357668305831,0.25,"ili perc","quantile"
"HHS Region 1",2018-11-10,4,2018-12-08,1.03105294328377,0.3,"ili perc","quantile"
"HHS Region 1",2018-11-10,4,2018-12-08,1.07732083200792,0.35,"ili perc","quantile"
"HHS Region 1",2018-11-10,4,2018-12-08,1.15222193272032,0.4,"ili perc","quantile"
"HHS Region 1",2018-11-10,4,2018-12-08,1.22917752203529,0.45,"ili perc","quantile"
"HHS Region 1",2018-11-10,4,2018-12-08,1.28502998918004,0.5,"ili perc","quantile"
"HHS Region 1",2018-11-10,4,2018-12-08,1.32079391652062,0.55,"ili perc","quantile"
"HHS Region 1",2018-11-10,4,2018-12-08,1.34402087711015,0.6,"ili perc","quantile"
"HHS Region 1",2018-11-10,4,2018-12-08,1.39649782923875,0.65,"ili perc","quantile"
"HHS Region 1",2018-11-10,4,2018-12-08,1.43370567733339,0.7,"ili perc","quantile"
"HHS Region 1",2018-11-10,4,2018-12-08,1.50972009049942,0.75,"ili perc","quantile"
"HHS Region 1",2018-11-10,4,2018-12-08,1.59588791589987,0.8,"ili perc","quantile"
"HHS Region 1",2018-11-10,4,2018-12-08,1.63851979564728,0.85,"ili perc","quantile"
"HHS Region 1",2018-11-10,4,2018-12-08,1.68400336349237,0.9,"ili perc","quantile"
"HHS Region 1",2018-11-10,4,2018-12-08,1.79583371942728,0.95,"ili perc","quantile"
"HHS Region 1",2018-11-10,4,2018-12-08,1.9131966205014,0.975,"ili perc","quantile"
"HHS Region 1",2018-11-10,4,2018-12-08,1.97164853732033,0.99,"ili perc","quantile"
"HHS Region 10",2018-11-10,1,2018-11-17,0.220596854021466,0.01,"ili perc","quantile"
"HHS Region 10",2018-11-10,1,2018-11-17,0.296208086611866,0.025,"ili perc","quantile"
"HHS Region 10",2018-11-10,1,2018-11-17,0.407929088701919,0.05,"ili perc","quantile"
"HHS Region 10",2018-11-10,1,2018-11-17,0.500702429032454,0.1,"ili perc","quantile"
"HHS Region 10",2018-11-10,1,2018-11-17,0.52666031470103,0.15,"ili perc","quantile"
"HHS Region 10",2018-11-10,1,2018-11-17,0.557220711033846,0.2,"ili perc","quantile"
"HHS Region 10",2018-11-10,1,2018-11-17,0.592517066432653,0.25,"ili perc","quantile"
"HHS Region 10",2018-11-10,1,2018-11-17,0.613327297355774,0.3,"ili perc","quantile"
"HHS Region 10",2018-11-10,1,2018-11-17,0.628073249858446,0.35,"ili perc","quantile"
"HHS Region 10",2018-11-10,1,2018-11-17,0.639698461353529,0.4,"ili perc","quantile"
"HHS Region 10",2018-11-10,1,2018-11-17,0.676841622756997,0.45,"ili perc","quantile"
"HHS Region 10",2018-11-10,1,2018-11-17,0.708793282146134,0.5,"ili perc","quantile"
"HHS Region 10",2018-11-10,1,2018-11-17,0.731716536243602,0.55,"ili perc","quantile"
"HHS Region 10",2018-11-10,1,2018-11-17,0.751385475066718,0.6,"ili perc","quantile"
"HHS Region 10",2018-11-10,1,2018-11-17,0.77495828012634,0.65,"ili perc","quantile"
"HHS Region 10",2018-11-10,1,2018-11-17,0.819351505828888,0.7,"ili perc","quantile"
"HHS Region 10",2018-11-10,1,2018-11-17,0.870365618384007,0.75,"ili perc","quantile"
"HHS Region 10",2018-11-10,1,2018-11-17,0.902183934294651,0.8,"ili perc","quantile"
"HHS Region 10",2018-11-10,1,2018-11-17,1.00854759967752,0.85,"ili perc","quantile"
