"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"HHS Region 1",2017-12-23,1,2017-12-30,1.8225486207351,0.01,"ili perc","quantile"
"HHS Region 1",2017-12-23,1,2017-12-30,1.96440574951716,0.025,"ili perc","quantile"
"HHS Region 1",2017-12-23,1,2017-12-30,2.02664868591697,0.05,"ili perc","quantile"
"HHS Region 1",2017-12-23,1,2017-12-30,2.25641790001109,0.1,"ili perc","quantile"
"HHS Region 1",2017-12-23,1,2017-12-30,2.3068929494233,0.15,"ili perc","quantile"
"HHS Region 1",2017-12-23,1,2017-12-30,2.40674652534308,0.2,"ili perc","quantile"
"HHS Region 1",2017-12-23,1,2017-12-30,2.43879717603023,0.25,"ili perc","quantile"
"HHS Region 1",2017-12-23,1,2017-12-30,2.56272251249252,0.3,"ili perc","quantile"
"HHS Region 1",2017-12-23,1,2017-12-30,2.60619564150387,0.35,"ili perc","quantile"
"HHS Region 1",2017-12-23,1,2017-12-30,2.64399467358426,0.4,"ili perc","quantile"
"HHS Region 1",2017-12-23,1,2017-12-30,2.67013007917284,0.45,"ili perc","quantile"
"HHS Region 1",2017-12-23,1,2017-12-30,2.68801676446398,0.5,"ili perc","quantile"
"HHS Region 1",2017-12-23,1,2017-12-30,2.73820525732078,0.55,"ili perc","quantile"
"HHS Region 1",2017-12-23,1,2017-12-30,2.75352015542021,0.6,"ili perc","quantile"
"HHS Region 1",2017-12-23,1,2017-12-30,2.79410167368996,0.65,"ili perc","quantile"
"HHS Region 1",2017-12-23,1,2017-12-30,2.8141223153419,0.7,"ili perc","quantile"
"HHS Region 1",2017-12-23,1,2017-12-30,2.84189239125906,0.75,"ili perc","quantile"
"HHS Region 1",2017-12-23,1,2017-12-30,2.87032132931272,0.8,"ili perc","quantile"
"HHS Region 1",2017-12-23,1,2017-12-30,2.92558642570823,0.85,"ili perc","quantile"
"HHS Region 1",2017-12-23,1,2017-12-30,2.98657577894607,0.9,"ili perc","quantile"
"HHS Region 1",2017-12-23,1,2017-12-30,3.09771810633693,0.95,"ili perc","quantile"
"HHS Region 1",2017-12-23,1,2017-12-30,3.22719208475859,0.975,"ili perc","quantile"
"HHS Region 1",2017-12-23,1,2017-12-30,4.31622853189829,0.99,"ili perc","quantile"
"HHS Region 1",2017-12-23,2,2018-01-06,1.87627160353066,0.01,"ili perc","quantile"
"HHS Region 1",2017-12-23,2,2018-01-06,1.97191188623904,0.025,"ili perc","quantile"
"HHS Region 1",2017-12-23,2,2018-01-06,2.11738139786153,0.05,"ili perc","quantile"
"HHS Region 1",2017-12-23,2,2018-01-06,2.36286839219655,0.1,"ili perc","quantile"
"HHS Region 1",2017-12-23,2,2018-01-06,2.56596003324792,0.15,"ili perc","quantile"
"HHS Region 1",2017-12-23,2,2018-01-06,2.67595413308733,0.2,"ili perc","quantile"
"HHS Region 1",2017-12-23,2,2018-01-06,2.73073320730562,0.25,"ili perc","quantile"
"HHS Region 1",2017-12-23,2,2018-01-06,2.81499781961415,0.3,"ili perc","quantile"
