"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"HHS Region 1",2019-11-30,1,2019-12-07,1.46813695174445,0.01,"ili perc","quantile"
"HHS Region 1",2019-11-30,1,2019-12-07,1.57946032764927,0.025,"ili perc","quantile"
"HHS Region 1",2019-11-30,1,2019-12-07,1.81690580425191,0.05,"ili perc","quantile"
"HHS Region 1",2019-11-30,1,2019-12-07,1.9096222165559,0.1,"ili perc","quantile"
"HHS Region 1",2019-11-30,1,2019-12-07,1.95135993956931,0.15,"ili perc","quantile"
"HHS Region 1",2019-11-30,1,2019-12-07,1.96420056262606,0.2,"ili perc","quantile"
"HHS Region 1",2019-11-30,1,2019-12-07,1.98145557520758,0.25,"ili perc","quantile"
"HHS Region 1",2019-11-30,1,2019-12-07,1.98857613984718,0.3,"ili perc","quantile"
"HHS Region 1",2019-11-30,1,2019-12-07,2.01046279563011,0.35,"ili perc","quantile"
"HHS Region 1",2019-11-30,1,2019-12-07,2.02263485622297,0.4,"ili perc","quantile"
"HHS Region 1",2019-11-30,1,2019-12-07,2.04723771874381,0.45,"ili perc","quantile"
"HHS Region 1",2019-11-30,1,2019-12-07,2.07338808856642,0.5,"ili perc","quantile"
"HHS Region 1",2019-11-30,1,2019-12-07,2.12480141501558,0.55,"ili perc","quantile"
"HHS Region 1",2019-11-30,1,2019-12-07,2.15509491284213,0.6,"ili perc","quantile"
"HHS Region 1",2019-11-30,1,2019-12-07,2.20169739142857,0.65,"ili perc","quantile"
"HHS Region 1",2019-11-30,1,2019-12-07,2.22055627678429,0.7,"ili perc","quantile"
"HHS Region 1",2019-11-30,1,2019-12-07,2.24609612375067,0.75,"ili perc","quantile"
"HHS Region 1",2019-11-30,1,2019-12-07,2.30604570073761,0.8,"ili perc","quantile"
"HHS Region 1",2019-11-30,1,2019-12-07,2.38195193860121,0.85,"ili perc","quantile"
"HHS Region 1",2019-11-30,1,2019-12-07,2.45180542213898,0.9,"ili perc","quantile"
"HHS Region 1",2019-11-30,1,2019-12-07,2.71977725650802,0.95,"ili perc","quantile"
"HHS Region 1",2019-11-30,1,2019-12-07,3.90860166164858,0.975,"ili perc","quantile"
"HHS Region 1",2019-11-30,1,2019-12-07,4.37667835250163,0.99,"ili perc","quantile"
"HHS Region 1",2019-11-30,2,2019-12-14,1.43392361402224,0.01,"ili perc","quantile"
"HHS Region 1",2019-11-30,2,2019-12-14,1.59208201005836,0.025,"ili perc","quantile"
"HHS Region 1",2019-11-30,2,2019-12-14,1.88463954940626,0.05,"ili perc","quantile"
"HHS Region 1",2019-11-30,2,2019-12-14,1.96314485826017,0.1,"ili perc","quantile"
"HHS Region 1",2019-11-30,2,2019-12-14,2.0642232494589,0.15,"ili perc","quantile"
"HHS Region 1",2019-11-30,2,2019-12-14,2.13220072708037,0.2,"ili perc","quantile"
"HHS Region 1",2019-11-30,2,2019-12-14,2.20368564769203,0.25,"ili perc","quantile"
"HHS Region 1",2019-11-30,2,2019-12-14,2.25712837239052,0.3,"ili perc","quantile"
"HHS Region 1",2019-11-30,2,2019-12-14,2.29915752083639,0.35,"ili perc","quantile"
"HHS Region 1",2019-11-30,2,2019-12-14,2.36803060905063,0.4,"ili perc","quantile"
"HHS Region 1",2019-11-30,2,2019-12-14,2.42967039087991,0.45,"ili perc","quantile"
"HHS Region 1",2019-11-30,2,2019-12-14,2.46994231863973,0.5,"ili perc","quantile"
"HHS Region 1",2019-11-30,2,2019-12-14,2.53990727193762,0.55,"ili perc","quantile"
"HHS Region 1",2019-11-30,2,2019-12-14,2.59152800591336,0.6,"ili perc","quantile"
"HHS Region 1",2019-11-30,2,2019-12-14,2.6544100717502,0.65,"ili perc","quantile"
"HHS Region 1",2019-11-30,2,2019-12-14,2.71059193456847,0.7,"ili perc","quantile"
