"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"HHS Region 1",2019-10-26,1,2019-11-02,0.743244803165788,0.01,"ili perc","quantile"
"HHS Region 1",2019-10-26,1,2019-11-02,0.765656413303501,0.025,"ili perc","quantile"
"HHS Region 1",2019-10-26,1,2019-11-02,0.824089879605076,0.05,"ili perc","quantile"
"HHS Region 1",2019-10-26,1,2019-11-02,0.928486444076819,0.1,"ili perc","quantile"
"HHS Region 1",2019-10-26,1,2019-11-02,0.996182017036857,0.15,"ili perc","quantile"
"HHS Region 1",2019-10-26,1,2019-11-02,1.02661796970757,0.2,"ili perc","quantile"
"HHS Region 1",2019-10-26,1,2019-11-02,1.05103556650876,0.25,"ili perc","quantile"
"HHS Region 1",2019-10-26,1,2019-11-02,1.06897908777503,0.3,"ili perc","quantile"
"HHS Region 1",2019-10-26,1,2019-11-02,1.08498591555076,0.35,"ili perc","quantile"
"HHS Region 1",2019-10-26,1,2019-11-02,1.10245561026281,0.4,"ili perc","quantile"
"HHS Region 1",2019-10-26,1,2019-11-02,1.11482029798011,0.45,"ili perc","quantile"
"HHS Region 1",2019-10-26,1,2019-11-02,1.14093921696741,0.5,"ili perc","quantile"
"HHS Region 1",2019-10-26,1,2019-11-02,1.15869342308536,0.55,"ili perc","quantile"
"HHS Region 1",2019-10-26,1,2019-11-02,1.19634579315,0.6,"ili perc","quantile"
"HHS Region 1",2019-10-26,1,2019-11-02,1.21857162609133,0.65,"ili perc","quantile"
"HHS Region 1",2019-10-26,1,2019-11-02,1.22927982933282,0.7,"ili perc","quantile"
"HHS Region 1",2019-10-26,1,2019-11-02,1.25092284879618,0.75,"ili perc","quantile"
"HHS Region 1",2019-10-26,1,2019-11-02,1.27976315789761,0.8,"ili perc","quantile"
"HHS Region 1",2019-10-26,1,2019-11-02,1.33954864731369,0.85,"ili perc","quantile"
"HHS Region 1",2019-10-26,1,2019-11-02,1.42247004564687,0.9,"ili perc","quantile"
"HHS Region 1",2019-10-26,1,2019-11-02,1.58923611907079,0.95,"ili perc","quantile"
"HHS Region 1",2019-10-26,1,2019-11-02,1.84693348485266,0.975,"ili perc","quantile"
"HHS Region 1",2019-10-26,1,2019-11-02,2.47641095027325,0.99,"ili perc","quantile"
"HHS Region 1",2019-10-26,2,2019-11-09,0.720300661991689,0.01,"ili perc","quantile"
"HHS Region 1",2019-10-26,2,2019-11-09,0.766798791246657,0.025,"ili perc","quantile"
"HHS Region 1",2019-10-26,2,2019-11-09,0.781312385038123,0.05,"ili perc","quantile"
"HHS Region 1",2019-10-26,2,2019-11-09,0.883628077453622,0.1,"ili perc","quantile"
"HHS Region 1",2019-10-26,2,2019-11-09,0.991694878344575,0.15,"ili perc","quantile"
"HHS Region 1",2019-10-26,2,2019-11-09,1.05637674497907,0.2,"ili perc","quantile"
"HHS Region 1",2019-10-26,2,2019-11-09,1.0738503146091,0.25,"ili perc","quantile"
"HHS Region 1",2019-10-26,2,2019-11-09,1.12154697468489,0.3,"ili perc","quantile"
"HHS Region 1",2019-10-26,2,2019-11-09,1.16552221249242,0.35,"ili perc","quantile"
"HHS Region 1",2019-10-26,2,2019-11-09,1.19908873309359,0.4,"ili perc","quantile"
"HHS Region 1",2019-10-26,2,2019-11-09,1.23161466719036,0.45,"ili perc","quantile"
"HHS Region 1",2019-10-26,2,2019-11-09,1.26081746813195,0.5,"ili perc","quantile"
"HHS Region 1",2019-10-26,2,2019-11-09,1.29876847220421,0.55,"ili perc","quantile"
"HHS Region 1",2019-10-26,2,2019-11-09,1.36041081263347,0.6,"ili perc","quantile"
"HHS Region 1",2019-10-26,2,2019-11-09,1.38025839815163,0.65,"ili perc","quantile"
