"origin_date","location","target","horizon","target_end_date","output_type","output_type_id","value"
2018-11-03,"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.01,0.566664977951714
2018-11-03,"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.025,0.843747693292598
2018-11-03,"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.05,0.929090117803076
2018-11-03,"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.1,1.01410195908456
2018-11-03,"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.15,1.07820451740354
2018-11-03,"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.2,1.11964258168988
2018-11-03,"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.25,1.14940450015876
2018-11-03,"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.3,1.17916641862765
2018-11-03,"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.35,1.20852250446295
2018-11-03,"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.4,1.23693161135874
2018-11-03,"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.45,1.26534071825454
2018-11-03,"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.5,1.29374982515033
2018-11-03,"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.55,1.32363619539735
2018-11-03,"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.6,1.35393924431033
2018-11-03,"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.65,1.38424229322331
2018-11-03,"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.7,1.41818167811161
2018-11-03,"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.75,1.45606049017209
2018-11-03,"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.8,1.49393930223257
2018-11-03,"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.85,1.5494116602661
2018-11-03,"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.9,1.62121195022921
2018-11-03,"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.95,1.81666656626491
2018-11-03,"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.975,1.94999992041114
2018-11-03,"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.99,2.53333337833221
2018-11-03,"HHS Region 10","ili perc",1,2018-11-10,"quantile",0.01,0.339999923430511
2018-11-03,"HHS Region 10","ili perc",1,2018-11-10,"quantile",0.025,0.44499991867597
2018-11-03,"HHS Region 10","ili perc",1,2018-11-10,"quantile",0.05,0.545161217033589
2018-11-03,"HHS Region 10","ili perc",1,2018-11-10,"quantile",0.1,0.627966088667319
2018-11-03,"HHS Region 10","ili perc",1,2018-11-10,"quantile",0.15,0.670338982856707
2018-11-03,"HHS Region 10","ili perc",1,2018-11-10,"quantile",0.2,0.711718759474319
2018-11-03,"HHS Region 10","ili perc",1,2018-11-10,"quantile",0.25,0.750781264046668
2018-11-03,"HHS Region 10","ili perc",1,2018-11-10,"quantile",0.3,0.789843768619017
2018-11-03,"HHS Region 10","ili perc",1,2018-11-10,"quantile",0.35,0.817961180804366
2018-11-03,"HHS Region 10","ili perc",1,2018-11-10,"quantile",0.4,0.842233030124081
2018-11-03,"HHS Region 10","ili perc",1,2018-11-10,"quantile",0.45,0.866504879443795
2018-11-03,"HHS Region 10","ili perc",1,2018-11-10,"quantile",0.5,0.89077672876351
2018-11-03,"HHS Region 10","ili perc",1,2018-11-10,"quantile",0.55,0.917415767847498
2018-11-03,"HHS Region 10","ili perc",1,2018-11-10,"quantile",0.6,0.945505657180818
2018-11-03,"HHS Region 10","ili perc",1,2018-11-10,"quantile",0.65,0.973595546514139
2018-11-03,"HHS Region 10","ili perc",1,2018-11-10,"quantile",0.7,1.00272734107316
2018-11-03,"HHS Region 10","ili perc",1,2018-11-10,"quantile",0.75,1.04818187975216
2018-11-03,"HHS Region 10","ili perc",1,2018-11-10,"quantile",0.8,1.09363641843115
2018-11-03,"HHS Region 10","ili perc",1,2018-11-10,"quantile",0.85,1.15733340940529
2018-11-03,"HHS Region 10","ili perc",1,2018-11-10,"quantile",0.9,1.2352942336806
2018-11-03,"HHS Region 10","ili perc",1,2018-11-10,"quantile",0.95,1.35483894447293
2018-11-03,"HHS Region 10","ili perc",1,2018-11-10,"quantile",0.975,1.60000136936998
2018-11-03,"HHS Region 10","ili perc",1,2018-11-10,"quantile",0.99,1.9250019283734
2018-11-03,"HHS Region 2","ili perc",1,2018-11-10,"quantile",0.01,1.43332394154513
2018-11-03,"HHS Region 2","ili perc",1,2018-11-10,"quantile",0.025,1.8874944490514
2018-11-03,"HHS Region 2","ili perc",1,2018-11-10,"quantile",0.05,2.26428228705454
2018-11-03,"HHS Region 2","ili perc",1,2018-11-10,"quantile",0.1,2.45263033801263
