"origin_date","location","target","horizon","target_end_date","output_type","output_type_id","value"
2018-12-22,"HHS Region 1","ili perc",1,2018-12-29,"quantile",0.01,0.687863755813281
2018-12-22,"HHS Region 1","ili perc",1,2018-12-29,"quantile",0.025,0.89869316932524
2018-12-22,"HHS Region 1","ili perc",1,2018-12-29,"quantile",0.05,1.1367589894261
2018-12-22,"HHS Region 1","ili perc",1,2018-12-29,"quantile",0.1,1.55031367282962
2018-12-22,"HHS Region 1","ili perc",1,2018-12-29,"quantile",0.15,2.00316440546132
2018-12-22,"HHS Region 1","ili perc",1,2018-12-29,"quantile",0.2,2.23236560613592
2018-12-22,"HHS Region 1","ili perc",1,2018-12-29,"quantile",0.25,2.38249483581991
2018-12-22,"HHS Region 1","ili perc",1,2018-12-29,"quantile",0.3,2.51131903872418
2018-12-22,"HHS Region 1","ili perc",1,2018-12-29,"quantile",0.35,2.58888141452502
2018-12-22,"HHS Region 1","ili perc",1,2018-12-29,"quantile",0.4,2.66225068548611
2018-12-22,"HHS Region 1","ili perc",1,2018-12-29,"quantile",0.45,2.73022651955821
2018-12-22,"HHS Region 1","ili perc",1,2018-12-29,"quantile",0.5,2.7931301948839
2018-12-22,"HHS Region 1","ili perc",1,2018-12-29,"quantile",0.55,2.86579343647742
2018-12-22,"HHS Region 1","ili perc",1,2018-12-29,"quantile",0.6,2.933090554653
2018-12-22,"HHS Region 1","ili perc",1,2018-12-29,"quantile",0.65,2.99472644417223
2018-12-22,"HHS Region 1","ili perc",1,2018-12-29,"quantile",0.7,3.08194227795979
2018-12-22,"HHS Region 1","ili perc",1,2018-12-29,"quantile",0.75,3.17137353142987
2018-12-22,"HHS Region 1","ili perc",1,2018-12-29,"quantile",0.8,3.27208872368666
2018-12-22,"HHS Region 1","ili perc",1,2018-12-29,"quantile",0.85,3.39172082547286
2018-12-22,"HHS Region 1","ili perc",1,2018-12-29,"quantile",0.9,3.53671905112354
2018-12-22,"HHS Region 1","ili perc",1,2018-12-29,"quantile",0.95,3.87206397094745
2018-12-22,"HHS Region 1","ili perc",1,2018-12-29,"quantile",0.975,4.18175345058349
2018-12-22,"HHS Region 1","ili perc",1,2018-12-29,"quantile",0.99,6.07686836865711
2018-12-22,"HHS Region 10","ili perc",1,2018-12-29,"quantile",0.01,0.401430027276902
2018-12-22,"HHS Region 10","ili perc",1,2018-12-29,"quantile",0.025,0.627675069727886
2018-12-22,"HHS Region 10","ili perc",1,2018-12-29,"quantile",0.05,0.767744177926237
2018-12-22,"HHS Region 10","ili perc",1,2018-12-29,"quantile",0.1,0.942429202058905
2018-12-22,"HHS Region 10","ili perc",1,2018-12-29,"quantile",0.15,1.02443122206275
2018-12-22,"HHS Region 10","ili perc",1,2018-12-29,"quantile",0.2,1.07314873852362
2018-12-22,"HHS Region 10","ili perc",1,2018-12-29,"quantile",0.25,1.13064853949851
2018-12-22,"HHS Region 10","ili perc",1,2018-12-29,"quantile",0.3,1.19893278518116
2018-12-22,"HHS Region 10","ili perc",1,2018-12-29,"quantile",0.35,1.26353250841278
