"origin_date","location","target","horizon","target_end_date","output_type","output_type_id","value"
2019-01-26,"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.01,2.09999171556446
2019-01-26,"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.025,3.11999328097089
2019-01-26,"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.05,3.42916529533721
2019-01-26,"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.1,3.75293935125168
2019-01-26,"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.15,3.98749878552939
2019-01-26,"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.2,4.075806013966
2019-01-26,"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.25,4.1744675491676
2019-01-26,"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.3,4.30465061829063
2019-01-26,"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.35,4.41343251225721
2019-01-26,"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.4,4.4880594051234
2019-01-26,"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.45,4.58399963603645
2019-01-26,"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.5,4.67924496998219
2019-01-26,"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.55,4.74999980946207
2019-01-26,"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.6,4.82820478996238
2019-01-26,"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.65,4.94399976470572
2019-01-26,"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.7,5.05238070820316
2019-01-26,"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.75,5.17499978098872
2019-01-26,"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.8,5.32777737334754
2019-01-26,"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.85,5.52142836684615
2019-01-26,"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.9,5.83749949255317
2019-01-26,"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.95,6.37777754810805
2019-01-26,"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.975,6.89999966990664
2019-01-26,"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.99,7.49999988458175
2019-01-26,"HHS Region 10","ili perc",1,2019-02-02,"quantile",0.01,1.17499873526436
2019-01-26,"HHS Region 10","ili perc",1,2019-02-02,"quantile",0.025,1.3105259820838
2019-01-26,"HHS Region 10","ili perc",1,2019-02-02,"quantile",0.05,1.444444026056
2019-01-26,"HHS Region 10","ili perc",1,2019-02-02,"quantile",0.1,1.6833329972269
2019-01-26,"HHS Region 10","ili perc",1,2019-02-02,"quantile",0.15,1.81076906671866
2019-01-26,"HHS Region 10","ili perc",1,2019-02-02,"quantile",0.2,1.88769215104162
2019-01-26,"HHS Region 10","ili perc",1,2019-02-02,"quantile",0.25,2.01071409459689
2019-01-26,"HHS Region 10","ili perc",1,2019-02-02,"quantile",0.3,2.09999981357254
2019-01-26,"HHS Region 10","ili perc",1,2019-02-02,"quantile",0.35,2.16944430985498
2019-01-26,"HHS Region 10","ili perc",1,2019-02-02,"quantile",0.4,2.23835604267098
2019-01-26,"HHS Region 10","ili perc",1,2019-02-02,"quantile",0.45,2.30724626038635
2019-01-26,"HHS Region 10","ili perc",1,2019-02-02,"quantile",0.5,2.37971004114682
2019-01-26,"HHS Region 10","ili perc",1,2019-02-02,"quantile",0.55,2.45999989435065
2019-01-26,"HHS Region 10","ili perc",1,2019-02-02,"quantile",0.6,2.55777765143675
2019-01-26,"HHS Region 10","ili perc",1,2019-02-02,"quantile",0.65,2.65254229078856
2019-01-26,"HHS Region 10","ili perc",1,2019-02-02,"quantile",0.7,2.74583325313802
2019-01-26,"HHS Region 10","ili perc",1,2019-02-02,"quantile",0.75,2.85853651372266
2019-01-26,"HHS Region 10","ili perc",1,2019-02-02,"quantile",0.8,2.98918913431119
2019-01-26,"HHS Region 10","ili perc",1,2019-02-02,"quantile",0.85,3.14999995931415
2019-01-26,"HHS Region 10","ili perc",1,2019-02-02,"quantile",0.9,3.36874997772403
2019-01-26,"HHS Region 10","ili perc",1,2019-02-02,"quantile",0.95,3.68888892559802
2019-01-26,"HHS Region 10","ili perc",1,2019-02-02,"quantile",0.975,4.33999994577389
2019-01-26,"HHS Region 10","ili perc",1,2019-02-02,"quantile",0.99,5.28333330391013
2019-01-26,"HHS Region 2","ili perc",1,2019-02-02,"quantile",0.01,2.69999696250772
2019-01-26,"HHS Region 2","ili perc",1,2019-02-02,"quantile",0.025,3.2999962857273
2019-01-26,"HHS Region 2","ili perc",1,2019-02-02,"quantile",0.05,3.56363525021794
2019-01-26,"HHS Region 2","ili perc",1,2019-02-02,"quantile",0.1,3.83478150247159
2019-01-26,"HHS Region 2","ili perc",1,2019-02-02,"quantile",0.15,4.03199898765466
2019-01-26,"HHS Region 2","ili perc",1,2019-02-02,"quantile",0.2,4.20999938029397
2019-01-26,"HHS Region 2","ili perc",1,2019-02-02,"quantile",0.25,4.32333294063754
2019-01-26,"HHS Region 2","ili perc",1,2019-02-02,"quantile",0.3,4.40769188371643
2019-01-26,"HHS Region 2","ili perc",1,2019-02-02,"quantile",0.35,4.50370332279948
2019-01-26,"HHS Region 2","ili perc",1,2019-02-02,"quantile",0.4,4.59629594419687
2019-01-26,"HHS Region 2","ili perc",1,2019-02-02,"quantile",0.45,4.705356830264
2019-01-26,"HHS Region 2","ili perc",1,2019-02-02,"quantile",0.5,4.79464257452317
2019-01-26,"HHS Region 2","ili perc",1,2019-02-02,"quantile",0.55,4.88867897871843
2019-01-26,"HHS Region 2","ili perc",1,2019-02-02,"quantile",0.6,5.00666645847696
2019-01-26,"HHS Region 2","ili perc",1,2019-02-02,"quantile",0.65,5.08999982242068
2019-01-26,"HHS Region 2","ili perc",1,2019-02-02,"quantile",0.7,5.18627433659427
2019-01-26,"HHS Region 2","ili perc",1,2019-02-02,"quantile",0.75,5.30243885270084
2019-01-26,"HHS Region 2","ili perc",1,2019-02-02,"quantile",0.8,5.45882321795569
2019-01-26,"HHS Region 2","ili perc",1,2019-02-02,"quantile",0.85,5.68709665731985
2019-01-26,"HHS Region 2","ili perc",1,2019-02-02,"quantile",0.9,5.91249988631113
2019-01-26,"HHS Region 2","ili perc",1,2019-02-02,"quantile",0.95,6.2454545427098
2019-01-26,"HHS Region 2","ili perc",1,2019-02-02,"quantile",0.975,7.05714293769798
2019-01-26,"HHS Region 2","ili perc",1,2019-02-02,"quantile",0.99,7.95000025153325
2019-01-26,"HHS Region 3","ili perc",1,2019-02-02,"quantile",0.01,2.43999721958206
2019-01-26,"HHS Region 3","ili perc",1,2019-02-02,"quantile",0.025,2.57499905419383
2019-01-26,"HHS Region 3","ili perc",1,2019-02-02,"quantile",0.05,2.73888798477708
2019-01-26,"HHS Region 3","ili perc",1,2019-02-02,"quantile",0.1,3.03255772670845
2019-01-26,"HHS Region 3","ili perc",1,2019-02-02,"quantile",0.15,3.1456518082577
2019-01-26,"HHS Region 3","ili perc",1,2019-02-02,"quantile",0.2,3.2446425776146
2019-01-26,"HHS Region 3","ili perc",1,2019-02-02,"quantile",0.25,3.31938761027906
2019-01-26,"HHS Region 3","ili perc",1,2019-02-02,"quantile",0.3,3.37040803596683
2019-01-26,"HHS Region 3","ili perc",1,2019-02-02,"quantile",0.35,3.42499987176025
2019-01-26,"HHS Region 3","ili perc",1,2019-02-02,"quantile",0.4,3.48452370132426
2019-01-26,"HHS Region 3","ili perc",1,2019-02-02,"quantile",0.45,3.5435293250343
2019-01-26,"HHS Region 3","ili perc",1,2019-02-02,"quantile",0.5,3.60181813055892
2019-01-26,"HHS Region 3","ili perc",1,2019-02-02,"quantile",0.55,3.64727269290495
2019-01-26,"HHS Region 3","ili perc",1,2019-02-02,"quantile",0.6,3.69272725525097
2019-01-26,"HHS Region 3","ili perc",1,2019-02-02,"quantile",0.65,3.74883720798261
