"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2017-03-11,1,2017-03-18,2.75293558767513,0.01,"ili perc","quantile"
"US National",2017-03-11,1,2017-03-18,2.77784940940313,0.025,"ili perc","quantile"
"US National",2017-03-11,1,2017-03-18,2.86291201393289,0.05,"ili perc","quantile"
"US National",2017-03-11,1,2017-03-18,2.93563548736892,0.1,"ili perc","quantile"
"US National",2017-03-11,1,2017-03-18,2.96673516353252,0.15,"ili perc","quantile"
"US National",2017-03-11,1,2017-03-18,2.9775313992938,0.2,"ili perc","quantile"
"US National",2017-03-11,1,2017-03-18,3.01594577878238,0.25,"ili perc","quantile"
"US National",2017-03-11,1,2017-03-18,3.02966603863577,0.3,"ili perc","quantile"
"US National",2017-03-11,1,2017-03-18,3.05170575139791,0.35,"ili perc","quantile"
"US National",2017-03-11,1,2017-03-18,3.07982097209913,0.4,"ili perc","quantile"
"US National",2017-03-11,1,2017-03-18,3.09212925709071,0.45,"ili perc","quantile"
"US National",2017-03-11,1,2017-03-18,3.11564791175238,0.5,"ili perc","quantile"
"US National",2017-03-11,1,2017-03-18,3.13281157061512,0.55,"ili perc","quantile"
"US National",2017-03-11,1,2017-03-18,3.14606246842918,0.6,"ili perc","quantile"
"US National",2017-03-11,1,2017-03-18,3.15230101809311,0.65,"ili perc","quantile"
"US National",2017-03-11,1,2017-03-18,3.16805189939051,0.7,"ili perc","quantile"
"US National",2017-03-11,1,2017-03-18,3.18664445015095,0.75,"ili perc","quantile"
"US National",2017-03-11,1,2017-03-18,3.21976070749897,0.8,"ili perc","quantile"
"US National",2017-03-11,1,2017-03-18,3.24166714277956,0.85,"ili perc","quantile"
"US National",2017-03-11,1,2017-03-18,3.27196059016674,0.9,"ili perc","quantile"
"US National",2017-03-11,1,2017-03-18,3.33580551318217,0.95,"ili perc","quantile"
"US National",2017-03-11,1,2017-03-18,3.41081142579746,0.975,"ili perc","quantile"
"US National",2017-03-11,1,2017-03-18,3.51920290271862,0.99,"ili perc","quantile"
"US National",2017-03-11,2,2017-03-25,2.27343630768034,0.01,"ili perc","quantile"
"US National",2017-03-11,2,2017-03-25,2.30425055685039,0.025,"ili perc","quantile"
"US National",2017-03-11,2,2017-03-25,2.34277751263063,0.05,"ili perc","quantile"
"US National",2017-03-11,2,2017-03-25,2.40745973052249,0.1,"ili perc","quantile"
"US National",2017-03-11,2,2017-03-25,2.45059010366073,0.15,"ili perc","quantile"
"US National",2017-03-11,2,2017-03-25,2.51947738095853,0.2,"ili perc","quantile"
"US National",2017-03-11,2,2017-03-25,2.5494181420791,0.25,"ili perc","quantile"
"US National",2017-03-11,2,2017-03-25,2.57745515025189,0.3,"ili perc","quantile"
"US National",2017-03-11,2,2017-03-25,2.60222873783539,0.35,"ili perc","quantile"
"US National",2017-03-11,2,2017-03-25,2.63752726330942,0.4,"ili perc","quantile"
"US National",2017-03-11,2,2017-03-25,2.65824146936185,0.45,"ili perc","quantile"
"US National",2017-03-11,2,2017-03-25,2.68712347962215,0.5,"ili perc","quantile"
"US National",2017-03-11,2,2017-03-25,2.7057951235359,0.55,"ili perc","quantile"
