"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2016-01-16,1,2016-01-23,1.86652180538455,0.01,"ili perc","quantile"
"US National",2016-01-16,1,2016-01-23,1.99927926273642,0.025,"ili perc","quantile"
"US National",2016-01-16,1,2016-01-23,2.03288757927477,0.05,"ili perc","quantile"
"US National",2016-01-16,1,2016-01-23,2.08681362729655,0.1,"ili perc","quantile"
"US National",2016-01-16,1,2016-01-23,2.1359816194778,0.15,"ili perc","quantile"
"US National",2016-01-16,1,2016-01-23,2.17085952512399,0.2,"ili perc","quantile"
"US National",2016-01-16,1,2016-01-23,2.17737609548386,0.25,"ili perc","quantile"
"US National",2016-01-16,1,2016-01-23,2.18427582980907,0.3,"ili perc","quantile"
"US National",2016-01-16,1,2016-01-23,2.20247082615343,0.35,"ili perc","quantile"
"US National",2016-01-16,1,2016-01-23,2.21187405891554,0.4,"ili perc","quantile"
"US National",2016-01-16,1,2016-01-23,2.22435510729153,0.45,"ili perc","quantile"
"US National",2016-01-16,1,2016-01-23,2.24530482290509,0.5,"ili perc","quantile"
"US National",2016-01-16,1,2016-01-23,2.25221991525024,0.55,"ili perc","quantile"
"US National",2016-01-16,1,2016-01-23,2.26873465870457,0.6,"ili perc","quantile"
"US National",2016-01-16,1,2016-01-23,2.2728245386136,0.65,"ili perc","quantile"
"US National",2016-01-16,1,2016-01-23,2.28092307711285,0.7,"ili perc","quantile"
"US National",2016-01-16,1,2016-01-23,2.29431423395652,0.75,"ili perc","quantile"
"US National",2016-01-16,1,2016-01-23,2.31054048045128,0.8,"ili perc","quantile"
"US National",2016-01-16,1,2016-01-23,2.3194038756105,0.85,"ili perc","quantile"
"US National",2016-01-16,1,2016-01-23,2.38493328035716,0.9,"ili perc","quantile"
"US National",2016-01-16,1,2016-01-23,2.46436654220155,0.95,"ili perc","quantile"
"US National",2016-01-16,1,2016-01-23,2.49622937880635,0.975,"ili perc","quantile"
"US National",2016-01-16,1,2016-01-23,2.59830535196118,0.99,"ili perc","quantile"
"US National",2016-01-16,2,2016-01-30,1.928657389608,0.01,"ili perc","quantile"
"US National",2016-01-16,2,2016-01-30,2.02338937879804,0.025,"ili perc","quantile"
"US National",2016-01-16,2,2016-01-30,2.13686041262133,0.05,"ili perc","quantile"
"US National",2016-01-16,2,2016-01-30,2.2229540625023,0.1,"ili perc","quantile"
"US National",2016-01-16,2,2016-01-30,2.25905911186043,0.15,"ili perc","quantile"
"US National",2016-01-16,2,2016-01-30,2.28744131594921,0.2,"ili perc","quantile"
"US National",2016-01-16,2,2016-01-30,2.36044932678805,0.25,"ili perc","quantile"
"US National",2016-01-16,2,2016-01-30,2.38246997509468,0.3,"ili perc","quantile"
"US National",2016-01-16,2,2016-01-30,2.41754378044589,0.35,"ili perc","quantile"
"US National",2016-01-16,2,2016-01-30,2.43910260271024,0.4,"ili perc","quantile"
"US National",2016-01-16,2,2016-01-30,2.46357827285235,0.45,"ili perc","quantile"
"US National",2016-01-16,2,2016-01-30,2.47991315473742,0.5,"ili perc","quantile"
"US National",2016-01-16,2,2016-01-30,2.50644085945149,0.55,"ili perc","quantile"
"US National",2016-01-16,2,2016-01-30,2.53162514647539,0.6,"ili perc","quantile"
"US National",2016-01-16,2,2016-01-30,2.57730344151945,0.65,"ili perc","quantile"
"US National",2016-01-16,2,2016-01-30,2.60438573304765,0.7,"ili perc","quantile"
"US National",2016-01-16,2,2016-01-30,2.61507396460199,0.75,"ili perc","quantile"
"US National",2016-01-16,2,2016-01-30,2.68365624616673,0.8,"ili perc","quantile"
"US National",2016-01-16,2,2016-01-30,2.76761336403483,0.85,"ili perc","quantile"
"US National",2016-01-16,2,2016-01-30,2.84533463456145,0.9,"ili perc","quantile"
"US National",2016-01-16,2,2016-01-30,3.04680867042189,0.95,"ili perc","quantile"
"US National",2016-01-16,2,2016-01-30,3.11478323892197,0.975,"ili perc","quantile"
"US National",2016-01-16,2,2016-01-30,3.14756153710956,0.99,"ili perc","quantile"
"US National",2016-01-16,3,2016-02-06,1.69924946360422,0.01,"ili perc","quantile"
"US National",2016-01-16,3,2016-02-06,1.84622295110029,0.025,"ili perc","quantile"
"US National",2016-01-16,3,2016-02-06,2.01978741921842,0.05,"ili perc","quantile"
"US National",2016-01-16,3,2016-02-06,2.16893000628954,0.1,"ili perc","quantile"
"US National",2016-01-16,3,2016-02-06,2.22108501669819,0.15,"ili perc","quantile"
"US National",2016-01-16,3,2016-02-06,2.28310035959187,0.2,"ili perc","quantile"
"US National",2016-01-16,3,2016-02-06,2.38386163952555,0.25,"ili perc","quantile"
"US National",2016-01-16,3,2016-02-06,2.45723446606309,0.3,"ili perc","quantile"
"US National",2016-01-16,3,2016-02-06,2.51757028364961,0.35,"ili perc","quantile"
"US National",2016-01-16,3,2016-02-06,2.54758189276464,0.4,"ili perc","quantile"
"US National",2016-01-16,3,2016-02-06,2.60267990075379,0.45,"ili perc","quantile"
"US National",2016-01-16,3,2016-02-06,2.61531843761598,0.5,"ili perc","quantile"
"US National",2016-01-16,3,2016-02-06,2.65836029532267,0.55,"ili perc","quantile"
"US National",2016-01-16,3,2016-02-06,2.70545964570176,0.6,"ili perc","quantile"
"US National",2016-01-16,3,2016-02-06,2.74759150868416,0.65,"ili perc","quantile"
"US National",2016-01-16,3,2016-02-06,2.80430583698951,0.7,"ili perc","quantile"
"US National",2016-01-16,3,2016-02-06,2.84504999652214,0.75,"ili perc","quantile"
"US National",2016-01-16,3,2016-02-06,2.92014091167622,0.8,"ili perc","quantile"
"US National",2016-01-16,3,2016-02-06,2.98029405944928,0.85,"ili perc","quantile"
"US National",2016-01-16,3,2016-02-06,3.11987204738704,0.9,"ili perc","quantile"
"US National",2016-01-16,3,2016-02-06,3.48915201562874,0.95,"ili perc","quantile"
"US National",2016-01-16,3,2016-02-06,3.64266753534189,0.975,"ili perc","quantile"
"US National",2016-01-16,3,2016-02-06,3.77159499878483,0.99,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,1.68992092671085,0.01,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,1.90565272521908,0.025,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,2.13611680446832,0.05,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,2.27309238373566,0.1,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,2.39112894490308,0.15,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,2.43889351378808,0.2,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,2.51569397669723,0.25,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,2.59667297756472,0.3,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,2.65865896644368,0.35,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,2.69566413656758,0.4,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,2.7598657046461,0.45,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,2.81021186753174,0.5,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,2.89098241849534,0.55,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,2.92874014149692,0.6,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,2.99171466277502,0.65,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,3.05931830462501,0.7,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,3.10024516796223,0.75,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,3.16573254418246,0.8,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,3.23992328238585,0.85,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,3.31375546368463,0.9,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,3.63080699722355,0.95,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,3.76299247345506,0.975,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,4.6117242354672,0.99,"ili perc","quantile"
