"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2016-02-27,1,2016-03-05,2.48840170685755,0.01,"ili perc","quantile"
"US National",2016-02-27,1,2016-03-05,2.57531546162887,0.025,"ili perc","quantile"
"US National",2016-02-27,1,2016-03-05,2.71736635288623,0.05,"ili perc","quantile"
"US National",2016-02-27,1,2016-03-05,2.75779364786905,0.1,"ili perc","quantile"
"US National",2016-02-27,1,2016-03-05,2.79463366320973,0.15,"ili perc","quantile"
"US National",2016-02-27,1,2016-03-05,2.82968873233964,0.2,"ili perc","quantile"
"US National",2016-02-27,1,2016-03-05,2.85994552794836,0.25,"ili perc","quantile"
"US National",2016-02-27,1,2016-03-05,2.87800943057444,0.3,"ili perc","quantile"
"US National",2016-02-27,1,2016-03-05,2.88637894402388,0.35,"ili perc","quantile"
"US National",2016-02-27,1,2016-03-05,2.89921776983184,0.4,"ili perc","quantile"
"US National",2016-02-27,1,2016-03-05,2.91935203281376,0.45,"ili perc","quantile"
"US National",2016-02-27,1,2016-03-05,2.94440744996386,0.5,"ili perc","quantile"
"US National",2016-02-27,1,2016-03-05,2.96389981543809,0.55,"ili perc","quantile"
"US National",2016-02-27,1,2016-03-05,2.98963524772854,0.6,"ili perc","quantile"
"US National",2016-02-27,1,2016-03-05,3.00164635010053,0.65,"ili perc","quantile"
"US National",2016-02-27,1,2016-03-05,3.02084566963592,0.7,"ili perc","quantile"
"US National",2016-02-27,1,2016-03-05,3.04169751789731,0.75,"ili perc","quantile"
"US National",2016-02-27,1,2016-03-05,3.08920051247558,0.8,"ili perc","quantile"
"US National",2016-02-27,1,2016-03-05,3.11990049570227,0.85,"ili perc","quantile"
"US National",2016-02-27,1,2016-03-05,3.19517437502026,0.9,"ili perc","quantile"
"US National",2016-02-27,1,2016-03-05,3.22892015493771,0.95,"ili perc","quantile"
"US National",2016-02-27,1,2016-03-05,3.2924068686046,0.975,"ili perc","quantile"
"US National",2016-02-27,1,2016-03-05,3.372145794366,0.99,"ili perc","quantile"
"US National",2016-02-27,2,2016-03-12,2.41307846521569,0.01,"ili perc","quantile"
"US National",2016-02-27,2,2016-03-12,2.43410814919665,0.025,"ili perc","quantile"
"US National",2016-02-27,2,2016-03-12,2.45140101190355,0.05,"ili perc","quantile"
"US National",2016-02-27,2,2016-03-12,2.57364859170433,0.1,"ili perc","quantile"
"US National",2016-02-27,2,2016-03-12,2.62000318793081,0.15,"ili perc","quantile"
"US National",2016-02-27,2,2016-03-12,2.67552676739066,0.2,"ili perc","quantile"
"US National",2016-02-27,2,2016-03-12,2.73386804490311,0.25,"ili perc","quantile"
"US National",2016-02-27,2,2016-03-12,2.78098271924957,0.3,"ili perc","quantile"
"US National",2016-02-27,2,2016-03-12,2.80831775680806,0.35,"ili perc","quantile"
"US National",2016-02-27,2,2016-03-12,2.82350566721813,0.4,"ili perc","quantile"
"US National",2016-02-27,2,2016-03-12,2.86123824937994,0.45,"ili perc","quantile"
"US National",2016-02-27,2,2016-03-12,2.9172349125695,0.5,"ili perc","quantile"
"US National",2016-02-27,2,2016-03-12,2.94894840689344,0.55,"ili perc","quantile"
"US National",2016-02-27,2,2016-03-12,3.00801538405386,0.6,"ili perc","quantile"
"US National",2016-02-27,2,2016-03-12,3.0295314944592,0.65,"ili perc","quantile"
"US National",2016-02-27,2,2016-03-12,3.05054251879765,0.7,"ili perc","quantile"
"US National",2016-02-27,2,2016-03-12,3.0873983752209,0.75,"ili perc","quantile"
"US National",2016-02-27,2,2016-03-12,3.16902920974107,0.8,"ili perc","quantile"
"US National",2016-02-27,2,2016-03-12,3.24720020133137,0.85,"ili perc","quantile"
"US National",2016-02-27,2,2016-03-12,3.28876085432213,0.9,"ili perc","quantile"
"US National",2016-02-27,2,2016-03-12,3.37371799388274,0.95,"ili perc","quantile"
"US National",2016-02-27,2,2016-03-12,3.46346814799242,0.975,"ili perc","quantile"
