"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2016-05-07,1,2016-05-14,1.22888332425551,0.01,"ili perc","quantile"
"US National",2016-05-07,1,2016-05-14,1.27810344617086,0.025,"ili perc","quantile"
"US National",2016-05-07,1,2016-05-14,1.3148433266332,0.05,"ili perc","quantile"
"US National",2016-05-07,1,2016-05-14,1.35702680992654,0.1,"ili perc","quantile"
"US National",2016-05-07,1,2016-05-14,1.38340399937831,0.15,"ili perc","quantile"
"US National",2016-05-07,1,2016-05-14,1.3973414344205,0.2,"ili perc","quantile"
"US National",2016-05-07,1,2016-05-14,1.4260854141537,0.25,"ili perc","quantile"
"US National",2016-05-07,1,2016-05-14,1.43787761243898,0.3,"ili perc","quantile"
"US National",2016-05-07,1,2016-05-14,1.46290787644531,0.35,"ili perc","quantile"
"US National",2016-05-07,1,2016-05-14,1.47062474205226,0.4,"ili perc","quantile"
"US National",2016-05-07,1,2016-05-14,1.48303546315018,0.45,"ili perc","quantile"
"US National",2016-05-07,1,2016-05-14,1.48953821232639,0.5,"ili perc","quantile"
"US National",2016-05-07,1,2016-05-14,1.50084032901321,0.55,"ili perc","quantile"
"US National",2016-05-07,1,2016-05-14,1.50575152891029,0.6,"ili perc","quantile"
"US National",2016-05-07,1,2016-05-14,1.51185579980253,0.65,"ili perc","quantile"
"US National",2016-05-07,1,2016-05-14,1.52783933924343,0.7,"ili perc","quantile"
"US National",2016-05-07,1,2016-05-14,1.53824928549415,0.75,"ili perc","quantile"
"US National",2016-05-07,1,2016-05-14,1.56441242131414,0.8,"ili perc","quantile"
"US National",2016-05-07,1,2016-05-14,1.59826683274612,0.85,"ili perc","quantile"
"US National",2016-05-07,1,2016-05-14,1.61136795465474,0.9,"ili perc","quantile"
"US National",2016-05-07,1,2016-05-14,1.65622106743316,0.95,"ili perc","quantile"
"US National",2016-05-07,1,2016-05-14,1.72650154430463,0.975,"ili perc","quantile"
"US National",2016-05-07,1,2016-05-14,1.79055649994744,0.99,"ili perc","quantile"
"US National",2016-05-07,2,2016-05-21,1.10931078166697,0.01,"ili perc","quantile"
"US National",2016-05-07,2,2016-05-21,1.13815888694036,0.025,"ili perc","quantile"
"US National",2016-05-07,2,2016-05-21,1.16941396553963,0.05,"ili perc","quantile"
"US National",2016-05-07,2,2016-05-21,1.20968643599428,0.1,"ili perc","quantile"
"US National",2016-05-07,2,2016-05-21,1.24400804384114,0.15,"ili perc","quantile"
"US National",2016-05-07,2,2016-05-21,1.27399944825775,0.2,"ili perc","quantile"
"US National",2016-05-07,2,2016-05-21,1.28730208862857,0.25,"ili perc","quantile"
"US National",2016-05-07,2,2016-05-21,1.30411071950403,0.3,"ili perc","quantile"
"US National",2016-05-07,2,2016-05-21,1.32593523937655,0.35,"ili perc","quantile"
"US National",2016-05-07,2,2016-05-21,1.33721823088137,0.4,"ili perc","quantile"
"US National",2016-05-07,2,2016-05-21,1.35135916470341,0.45,"ili perc","quantile"
"US National",2016-05-07,2,2016-05-21,1.35951956859489,0.5,"ili perc","quantile"
"US National",2016-05-07,2,2016-05-21,1.36776823387453,0.55,"ili perc","quantile"
"US National",2016-05-07,2,2016-05-21,1.37921417038826,0.6,"ili perc","quantile"
"US National",2016-05-07,2,2016-05-21,1.39465977271658,0.65,"ili perc","quantile"
"US National",2016-05-07,2,2016-05-21,1.42538098934431,0.7,"ili perc","quantile"
"US National",2016-05-07,2,2016-05-21,1.43836092866132,0.75,"ili perc","quantile"
"US National",2016-05-07,2,2016-05-21,1.45368386338316,0.8,"ili perc","quantile"
"US National",2016-05-07,2,2016-05-21,1.48936308061607,0.85,"ili perc","quantile"
"US National",2016-05-07,2,2016-05-21,1.52170953918662,0.9,"ili perc","quantile"
"US National",2016-05-07,2,2016-05-21,1.62659885049393,0.95,"ili perc","quantile"
"US National",2016-05-07,2,2016-05-21,1.66523503262704,0.975,"ili perc","quantile"
"US National",2016-05-07,2,2016-05-21,1.70381670356378,0.99,"ili perc","quantile"
"US National",2016-05-07,3,2016-05-28,1.08020774668925,0.01,"ili perc","quantile"
"US National",2016-05-07,3,2016-05-28,1.11051692165884,0.025,"ili perc","quantile"
"US National",2016-05-07,3,2016-05-28,1.13634012358215,0.05,"ili perc","quantile"
"US National",2016-05-07,3,2016-05-28,1.19261770866177,0.1,"ili perc","quantile"
"US National",2016-05-07,3,2016-05-28,1.20374999162052,0.15,"ili perc","quantile"
"US National",2016-05-07,3,2016-05-28,1.21590827713943,0.2,"ili perc","quantile"
"US National",2016-05-07,3,2016-05-28,1.23873893724524,0.25,"ili perc","quantile"
"US National",2016-05-07,3,2016-05-28,1.27274893567381,0.3,"ili perc","quantile"
"US National",2016-05-07,3,2016-05-28,1.28540962221947,0.35,"ili perc","quantile"
"US National",2016-05-07,3,2016-05-28,1.29879631253346,0.4,"ili perc","quantile"
"US National",2016-05-07,3,2016-05-28,1.30921219094048,0.45,"ili perc","quantile"
"US National",2016-05-07,3,2016-05-28,1.31965395891625,0.5,"ili perc","quantile"
"US National",2016-05-07,3,2016-05-28,1.33233650089776,0.55,"ili perc","quantile"
"US National",2016-05-07,3,2016-05-28,1.35963702952211,0.6,"ili perc","quantile"
"US National",2016-05-07,3,2016-05-28,1.3791314343769,0.65,"ili perc","quantile"
"US National",2016-05-07,3,2016-05-28,1.39565362593135,0.7,"ili perc","quantile"
"US National",2016-05-07,3,2016-05-28,1.42339024749192,0.75,"ili perc","quantile"
"US National",2016-05-07,3,2016-05-28,1.43832176669235,0.8,"ili perc","quantile"
"US National",2016-05-07,3,2016-05-28,1.45374382786722,0.85,"ili perc","quantile"
"US National",2016-05-07,3,2016-05-28,1.48831013117381,0.9,"ili perc","quantile"
"US National",2016-05-07,3,2016-05-28,1.56243811390028,0.95,"ili perc","quantile"
"US National",2016-05-07,3,2016-05-28,1.58949792929457,0.975,"ili perc","quantile"
"US National",2016-05-07,3,2016-05-28,1.63477192523741,0.99,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,0.964347268846515,0.01,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,0.973235524084269,0.025,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,0.991823337658995,0.05,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,1.05996190759703,0.1,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,1.09191210694119,0.15,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,1.11573689717447,0.2,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,1.14322483937078,0.25,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,1.17338220500541,0.3,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,1.18574303318319,0.35,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,1.20167833434091,0.4,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,1.21562037495496,0.45,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,1.22432430497893,0.5,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,1.241527884764,0.55,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,1.26524166033,0.6,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,1.30264051330882,0.65,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,1.3241810488494,0.7,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,1.34780631351475,0.75,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,1.36282394440184,0.8,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,1.39264648741325,0.85,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,1.42879791695185,0.9,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,1.48712498740983,0.95,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,1.50293026292171,0.975,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,1.53302926409106,0.99,"ili perc","quantile"
