"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2017-04-22,1,2017-04-29,1.41385918632102,0.01,"ili perc","quantile"
"US National",2017-04-22,1,2017-04-29,1.42755131990436,0.025,"ili perc","quantile"
"US National",2017-04-22,1,2017-04-29,1.44721473451879,0.05,"ili perc","quantile"
"US National",2017-04-22,1,2017-04-29,1.50115106622745,0.1,"ili perc","quantile"
"US National",2017-04-22,1,2017-04-29,1.51969342062669,0.15,"ili perc","quantile"
"US National",2017-04-22,1,2017-04-29,1.54497436017586,0.2,"ili perc","quantile"
"US National",2017-04-22,1,2017-04-29,1.56259821612606,0.25,"ili perc","quantile"
"US National",2017-04-22,1,2017-04-29,1.57208173827107,0.3,"ili perc","quantile"
"US National",2017-04-22,1,2017-04-29,1.58496900143216,0.35,"ili perc","quantile"
"US National",2017-04-22,1,2017-04-29,1.59104197715425,0.4,"ili perc","quantile"
"US National",2017-04-22,1,2017-04-29,1.59762179877224,0.45,"ili perc","quantile"
"US National",2017-04-22,1,2017-04-29,1.60952534344799,0.5,"ili perc","quantile"
"US National",2017-04-22,1,2017-04-29,1.62104487699923,0.55,"ili perc","quantile"
"US National",2017-04-22,1,2017-04-29,1.62867529309386,0.6,"ili perc","quantile"
"US National",2017-04-22,1,2017-04-29,1.64636423543392,0.65,"ili perc","quantile"
"US National",2017-04-22,1,2017-04-29,1.6529198894117,0.7,"ili perc","quantile"
"US National",2017-04-22,1,2017-04-29,1.66612058319764,0.75,"ili perc","quantile"
"US National",2017-04-22,1,2017-04-29,1.68386584961051,0.8,"ili perc","quantile"
"US National",2017-04-22,1,2017-04-29,1.70207162562461,0.85,"ili perc","quantile"
"US National",2017-04-22,1,2017-04-29,1.73342160200215,0.9,"ili perc","quantile"
"US National",2017-04-22,1,2017-04-29,1.77961089964658,0.95,"ili perc","quantile"
"US National",2017-04-22,1,2017-04-29,1.82844131839426,0.975,"ili perc","quantile"
"US National",2017-04-22,1,2017-04-29,1.83860595095116,0.99,"ili perc","quantile"
"US National",2017-04-22,2,2017-05-06,1.21044326912033,0.01,"ili perc","quantile"
"US National",2017-04-22,2,2017-05-06,1.25575130845076,0.025,"ili perc","quantile"
"US National",2017-04-22,2,2017-05-06,1.27986501926963,0.05,"ili perc","quantile"
"US National",2017-04-22,2,2017-05-06,1.29780999230562,0.1,"ili perc","quantile"
"US National",2017-04-22,2,2017-05-06,1.31747603046518,0.15,"ili perc","quantile"
"US National",2017-04-22,2,2017-05-06,1.34948104700132,0.2,"ili perc","quantile"
"US National",2017-04-22,2,2017-05-06,1.36242869971982,0.25,"ili perc","quantile"
"US National",2017-04-22,2,2017-05-06,1.37747791004237,0.3,"ili perc","quantile"
"US National",2017-04-22,2,2017-05-06,1.38477592456216,0.35,"ili perc","quantile"
"US National",2017-04-22,2,2017-05-06,1.39464555958154,0.4,"ili perc","quantile"
"US National",2017-04-22,2,2017-05-06,1.40918547666931,0.45,"ili perc","quantile"
"US National",2017-04-22,2,2017-05-06,1.42354173132724,0.5,"ili perc","quantile"
"US National",2017-04-22,2,2017-05-06,1.44210552083534,0.55,"ili perc","quantile"
"US National",2017-04-22,2,2017-05-06,1.45741932439066,0.6,"ili perc","quantile"
"US National",2017-04-22,2,2017-05-06,1.46556071399055,0.65,"ili perc","quantile"
