"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2015-11-14,1,2015-11-21,1.40042513703767,0.01,"ili perc","quantile"
"US National",2015-11-14,1,2015-11-21,1.41246177235603,0.025,"ili perc","quantile"
"US National",2015-11-14,1,2015-11-21,1.46665865914289,0.05,"ili perc","quantile"
"US National",2015-11-14,1,2015-11-21,1.51334849356855,0.1,"ili perc","quantile"
"US National",2015-11-14,1,2015-11-21,1.54676678815465,0.15,"ili perc","quantile"
"US National",2015-11-14,1,2015-11-21,1.57095905312713,0.2,"ili perc","quantile"
"US National",2015-11-14,1,2015-11-21,1.5919517730061,0.25,"ili perc","quantile"
"US National",2015-11-14,1,2015-11-21,1.60488389886874,0.3,"ili perc","quantile"
"US National",2015-11-14,1,2015-11-21,1.62495289975432,0.35,"ili perc","quantile"
"US National",2015-11-14,1,2015-11-21,1.63282279755315,0.4,"ili perc","quantile"
"US National",2015-11-14,1,2015-11-21,1.63805745866224,0.45,"ili perc","quantile"
"US National",2015-11-14,1,2015-11-21,1.64569044834362,0.5,"ili perc","quantile"
"US National",2015-11-14,1,2015-11-21,1.65479949447623,0.55,"ili perc","quantile"
"US National",2015-11-14,1,2015-11-21,1.66153709295546,0.6,"ili perc","quantile"
"US National",2015-11-14,1,2015-11-21,1.67489568070904,0.65,"ili perc","quantile"
"US National",2015-11-14,1,2015-11-21,1.68347732310668,0.7,"ili perc","quantile"
"US National",2015-11-14,1,2015-11-21,1.69302109650356,0.75,"ili perc","quantile"
"US National",2015-11-14,1,2015-11-21,1.7013153052057,0.8,"ili perc","quantile"
"US National",2015-11-14,1,2015-11-21,1.7232787075173,0.85,"ili perc","quantile"
"US National",2015-11-14,1,2015-11-21,1.7339660372285,0.9,"ili perc","quantile"
"US National",2015-11-14,1,2015-11-21,1.78138889717954,0.95,"ili perc","quantile"
"US National",2015-11-14,1,2015-11-21,1.83923150509746,0.975,"ili perc","quantile"
"US National",2015-11-14,1,2015-11-21,1.87317386380161,0.99,"ili perc","quantile"
"US National",2015-11-14,2,2015-11-28,1.43672505722078,0.01,"ili perc","quantile"
"US National",2015-11-14,2,2015-11-28,1.47282339969638,0.025,"ili perc","quantile"
"US National",2015-11-14,2,2015-11-28,1.55304848512548,0.05,"ili perc","quantile"
"US National",2015-11-14,2,2015-11-28,1.63629401802972,0.1,"ili perc","quantile"
"US National",2015-11-14,2,2015-11-28,1.65429658645122,0.15,"ili perc","quantile"
"US National",2015-11-14,2,2015-11-28,1.69668269473408,0.2,"ili perc","quantile"
"US National",2015-11-14,2,2015-11-28,1.72183238753222,0.25,"ili perc","quantile"
"US National",2015-11-14,2,2015-11-28,1.74947130647765,0.3,"ili perc","quantile"
"US National",2015-11-14,2,2015-11-28,1.76633521105151,0.35,"ili perc","quantile"
"US National",2015-11-14,2,2015-11-28,1.77357769600255,0.4,"ili perc","quantile"
"US National",2015-11-14,2,2015-11-28,1.7834018658053,0.45,"ili perc","quantile"
"US National",2015-11-14,2,2015-11-28,1.79373742239183,0.5,"ili perc","quantile"
"US National",2015-11-14,2,2015-11-28,1.82035627050922,0.55,"ili perc","quantile"
"US National",2015-11-14,2,2015-11-28,1.84733634280401,0.6,"ili perc","quantile"
"US National",2015-11-14,2,2015-11-28,1.86004995178461,0.65,"ili perc","quantile"
"US National",2015-11-14,2,2015-11-28,1.87559259587585,0.7,"ili perc","quantile"
"US National",2015-11-14,2,2015-11-28,1.8888038366322,0.75,"ili perc","quantile"
"US National",2015-11-14,2,2015-11-28,1.89906593473361,0.8,"ili perc","quantile"
"US National",2015-11-14,2,2015-11-28,1.92357729491224,0.85,"ili perc","quantile"
"US National",2015-11-14,2,2015-11-28,1.95938005519598,0.9,"ili perc","quantile"
"US National",2015-11-14,2,2015-11-28,2.02488062015952,0.95,"ili perc","quantile"
"US National",2015-11-14,2,2015-11-28,2.09360251712984,0.975,"ili perc","quantile"
"US National",2015-11-14,2,2015-11-28,2.14794453848575,0.99,"ili perc","quantile"
"US National",2015-11-14,3,2015-12-05,1.58103297708994,0.01,"ili perc","quantile"
"US National",2015-11-14,3,2015-12-05,1.62468809551483,0.025,"ili perc","quantile"
"US National",2015-11-14,3,2015-12-05,1.63636180187601,0.05,"ili perc","quantile"
"US National",2015-11-14,3,2015-12-05,1.71522631307721,0.1,"ili perc","quantile"
"US National",2015-11-14,3,2015-12-05,1.74788841208614,0.15,"ili perc","quantile"
"US National",2015-11-14,3,2015-12-05,1.77551096402661,0.2,"ili perc","quantile"
"US National",2015-11-14,3,2015-12-05,1.79958163550657,0.25,"ili perc","quantile"
"US National",2015-11-14,3,2015-12-05,1.81617292388344,0.3,"ili perc","quantile"
"US National",2015-11-14,3,2015-12-05,1.83615913396931,0.35,"ili perc","quantile"
"US National",2015-11-14,3,2015-12-05,1.85711747024424,0.4,"ili perc","quantile"
"US National",2015-11-14,3,2015-12-05,1.87388817691513,0.45,"ili perc","quantile"
"US National",2015-11-14,3,2015-12-05,1.88486941734243,0.5,"ili perc","quantile"
"US National",2015-11-14,3,2015-12-05,1.91991412011932,0.55,"ili perc","quantile"
"US National",2015-11-14,3,2015-12-05,1.94410112822298,0.6,"ili perc","quantile"
"US National",2015-11-14,3,2015-12-05,1.96518737086011,0.65,"ili perc","quantile"
"US National",2015-11-14,3,2015-12-05,1.9807806943955,0.7,"ili perc","quantile"
"US National",2015-11-14,3,2015-12-05,1.99429894153559,0.75,"ili perc","quantile"
"US National",2015-11-14,3,2015-12-05,2.01830039805075,0.8,"ili perc","quantile"
"US National",2015-11-14,3,2015-12-05,2.04620138859866,0.85,"ili perc","quantile"
"US National",2015-11-14,3,2015-12-05,2.08954035592087,0.9,"ili perc","quantile"
"US National",2015-11-14,3,2015-12-05,2.12304658505321,0.95,"ili perc","quantile"
"US National",2015-11-14,3,2015-12-05,2.13720086715235,0.975,"ili perc","quantile"
"US National",2015-11-14,3,2015-12-05,2.16509395277307,0.99,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,1.68062525076607,0.01,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,1.72774320859816,0.025,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,1.77275699325279,0.05,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,1.80654226624515,0.1,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,1.83089411351865,0.15,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,1.87340863976164,0.2,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,1.91429101069906,0.25,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,1.94415860285638,0.3,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,1.95777254919176,0.35,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,1.97164611309751,0.4,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,1.98459107706602,0.45,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,1.99430792206835,0.5,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,2.00364227956959,0.55,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,2.01018374757262,0.6,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,2.02411853255926,0.65,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,2.06248434988467,0.7,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,2.09223248947939,0.75,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,2.11801519877639,0.8,"ili perc","quantile"
