"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2017-01-28,1,2017-02-04,3.56060984559096,0.01,"ili perc","quantile"
"US National",2017-01-28,1,2017-02-04,3.63404629609269,0.025,"ili perc","quantile"
"US National",2017-01-28,1,2017-02-04,3.6994110470531,0.05,"ili perc","quantile"
"US National",2017-01-28,1,2017-02-04,3.75072459660875,0.1,"ili perc","quantile"
"US National",2017-01-28,1,2017-02-04,3.76762363577472,0.15,"ili perc","quantile"
"US National",2017-01-28,1,2017-02-04,3.83652173033576,0.2,"ili perc","quantile"
"US National",2017-01-28,1,2017-02-04,3.84935663948447,0.25,"ili perc","quantile"
"US National",2017-01-28,1,2017-02-04,3.87514555747732,0.3,"ili perc","quantile"
"US National",2017-01-28,1,2017-02-04,3.89673794039794,0.35,"ili perc","quantile"
"US National",2017-01-28,1,2017-02-04,3.90677188893884,0.4,"ili perc","quantile"
"US National",2017-01-28,1,2017-02-04,3.93909919437993,0.45,"ili perc","quantile"
"US National",2017-01-28,1,2017-02-04,3.9590042461365,0.5,"ili perc","quantile"
"US National",2017-01-28,1,2017-02-04,3.97095358176644,0.55,"ili perc","quantile"
"US National",2017-01-28,1,2017-02-04,3.98163466811994,0.6,"ili perc","quantile"
"US National",2017-01-28,1,2017-02-04,3.9958004884956,0.65,"ili perc","quantile"
"US National",2017-01-28,1,2017-02-04,4.00567875225494,0.7,"ili perc","quantile"
"US National",2017-01-28,1,2017-02-04,4.03357309723172,0.75,"ili perc","quantile"
"US National",2017-01-28,1,2017-02-04,4.0698741933388,0.8,"ili perc","quantile"
"US National",2017-01-28,1,2017-02-04,4.08733489731337,0.85,"ili perc","quantile"
"US National",2017-01-28,1,2017-02-04,4.13434645118994,0.9,"ili perc","quantile"
"US National",2017-01-28,1,2017-02-04,4.19081802315071,0.95,"ili perc","quantile"
"US National",2017-01-28,1,2017-02-04,4.30332866822141,0.975,"ili perc","quantile"
"US National",2017-01-28,1,2017-02-04,4.57542463393661,0.99,"ili perc","quantile"
"US National",2017-01-28,2,2017-02-11,3.26777289915263,0.01,"ili perc","quantile"
"US National",2017-01-28,2,2017-02-11,3.37630939064175,0.025,"ili perc","quantile"
"US National",2017-01-28,2,2017-02-11,3.58676182542833,0.05,"ili perc","quantile"
"US National",2017-01-28,2,2017-02-11,3.67920214040582,0.1,"ili perc","quantile"
"US National",2017-01-28,2,2017-02-11,3.75066298440878,0.15,"ili perc","quantile"
"US National",2017-01-28,2,2017-02-11,3.78405386509532,0.2,"ili perc","quantile"
"US National",2017-01-28,2,2017-02-11,3.82408252835375,0.25,"ili perc","quantile"
"US National",2017-01-28,2,2017-02-11,3.88152991428907,0.3,"ili perc","quantile"
"US National",2017-01-28,2,2017-02-11,3.9111611589137,0.35,"ili perc","quantile"
"US National",2017-01-28,2,2017-02-11,3.94841069815371,0.4,"ili perc","quantile"
"US National",2017-01-28,2,2017-02-11,3.9793709754548,0.45,"ili perc","quantile"
