"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2015-12-12,1,2015-12-19,1.72953678580029,0.01,"ili perc","quantile"
"US National",2015-12-12,1,2015-12-19,1.75558229431039,0.025,"ili perc","quantile"
"US National",2015-12-12,1,2015-12-19,1.81574418894856,0.05,"ili perc","quantile"
"US National",2015-12-12,1,2015-12-19,1.91605128224818,0.1,"ili perc","quantile"
"US National",2015-12-12,1,2015-12-19,1.94673902273239,0.15,"ili perc","quantile"
"US National",2015-12-12,1,2015-12-19,1.96666455049421,0.2,"ili perc","quantile"
"US National",2015-12-12,1,2015-12-19,1.984417909115,0.25,"ili perc","quantile"
"US National",2015-12-12,1,2015-12-19,1.99670270017301,0.3,"ili perc","quantile"
"US National",2015-12-12,1,2015-12-19,2.01439966754725,0.35,"ili perc","quantile"
"US National",2015-12-12,1,2015-12-19,2.02624330239397,0.4,"ili perc","quantile"
"US National",2015-12-12,1,2015-12-19,2.03264237391036,0.45,"ili perc","quantile"
"US National",2015-12-12,1,2015-12-19,2.04054775372308,0.5,"ili perc","quantile"
"US National",2015-12-12,1,2015-12-19,2.05262638125781,0.55,"ili perc","quantile"
"US National",2015-12-12,1,2015-12-19,2.05737357219313,0.6,"ili perc","quantile"
"US National",2015-12-12,1,2015-12-19,2.07647506134561,0.65,"ili perc","quantile"
"US National",2015-12-12,1,2015-12-19,2.09244735982393,0.7,"ili perc","quantile"
"US National",2015-12-12,1,2015-12-19,2.10330239624411,0.75,"ili perc","quantile"
"US National",2015-12-12,1,2015-12-19,2.1347261514293,0.8,"ili perc","quantile"
"US National",2015-12-12,1,2015-12-19,2.16024767859359,0.85,"ili perc","quantile"
"US National",2015-12-12,1,2015-12-19,2.20941510603073,0.9,"ili perc","quantile"
"US National",2015-12-12,1,2015-12-19,2.30976199241236,0.95,"ili perc","quantile"
"US National",2015-12-12,1,2015-12-19,2.38070599165183,0.975,"ili perc","quantile"
"US National",2015-12-12,1,2015-12-19,2.40238559182265,0.99,"ili perc","quantile"
"US National",2015-12-12,2,2015-12-26,1.88619647053288,0.01,"ili perc","quantile"
"US National",2015-12-12,2,2015-12-26,1.93919178358888,0.025,"ili perc","quantile"
"US National",2015-12-12,2,2015-12-26,1.96875924191747,0.05,"ili perc","quantile"
"US National",2015-12-12,2,2015-12-26,2.02411353507667,0.1,"ili perc","quantile"
"US National",2015-12-12,2,2015-12-26,2.10056307695582,0.15,"ili perc","quantile"
"US National",2015-12-12,2,2015-12-26,2.1742291782506,0.2,"ili perc","quantile"
"US National",2015-12-12,2,2015-12-26,2.22668671042068,0.25,"ili perc","quantile"
"US National",2015-12-12,2,2015-12-26,2.29218005002592,0.3,"ili perc","quantile"
"US National",2015-12-12,2,2015-12-26,2.32758387964823,0.35,"ili perc","quantile"
"US National",2015-12-12,2,2015-12-26,2.34805018331865,0.4,"ili perc","quantile"
"US National",2015-12-12,2,2015-12-26,2.36318941854868,0.45,"ili perc","quantile"
