"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2017-02-11,4,2017-03-11,3.69329489721535,0.01,"ili perc","quantile"
"US National",2017-02-11,4,2017-03-11,3.88425416837298,0.025,"ili perc","quantile"
"US National",2017-02-11,4,2017-03-11,4.03951614788315,0.05,"ili perc","quantile"
"US National",2017-02-11,4,2017-03-11,4.4441177754344,0.1,"ili perc","quantile"
"US National",2017-02-11,4,2017-03-11,4.6852044187044,0.15,"ili perc","quantile"
"US National",2017-02-11,4,2017-03-11,4.88642702486441,0.2,"ili perc","quantile"
"US National",2017-02-11,4,2017-03-11,5.09773453344333,0.25,"ili perc","quantile"
"US National",2017-02-11,4,2017-03-11,5.30519792106897,0.3,"ili perc","quantile"
"US National",2017-02-11,4,2017-03-11,5.44394359114078,0.35,"ili perc","quantile"
"US National",2017-02-11,4,2017-03-11,5.65499928716613,0.4,"ili perc","quantile"
"US National",2017-02-11,4,2017-03-11,5.80842541841544,0.45,"ili perc","quantile"
"US National",2017-02-11,4,2017-03-11,5.97546221133432,0.5,"ili perc","quantile"
"US National",2017-02-11,4,2017-03-11,6.08417543307068,0.55,"ili perc","quantile"
"US National",2017-02-11,4,2017-03-11,6.15848812684472,0.6,"ili perc","quantile"
"US National",2017-02-11,4,2017-03-11,6.38145935074019,0.65,"ili perc","quantile"
"US National",2017-02-11,4,2017-03-11,6.47835343192314,0.7,"ili perc","quantile"
"US National",2017-02-11,4,2017-03-11,6.70366042525144,0.75,"ili perc","quantile"
"US National",2017-02-11,4,2017-03-11,6.98639721856398,0.8,"ili perc","quantile"
"US National",2017-02-11,4,2017-03-11,7.33017498204429,0.85,"ili perc","quantile"
"US National",2017-02-11,4,2017-03-11,7.59287428260773,0.9,"ili perc","quantile"
"US National",2017-02-11,4,2017-03-11,8.53021067494614,0.95,"ili perc","quantile"
"US National",2017-02-11,4,2017-03-11,8.89564215135268,0.975,"ili perc","quantile"
"US National",2017-02-11,4,2017-03-11,8.95949392361665,0.99,"ili perc","quantile"
