"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2016-10-29,4,2016-11-26,0.448833644074845,0.01,"ili perc","quantile"
"US National",2016-10-29,4,2016-11-26,0.47986326266837,0.025,"ili perc","quantile"
"US National",2016-10-29,4,2016-11-26,0.772327999054559,0.05,"ili perc","quantile"
"US National",2016-10-29,4,2016-11-26,0.955428349278265,0.1,"ili perc","quantile"
"US National",2016-10-29,4,2016-11-26,1.04883848490718,0.15,"ili perc","quantile"
"US National",2016-10-29,4,2016-11-26,1.12133045449125,0.2,"ili perc","quantile"
"US National",2016-10-29,4,2016-11-26,1.18558838480649,0.25,"ili perc","quantile"
"US National",2016-10-29,4,2016-11-26,1.26899502672096,0.3,"ili perc","quantile"
"US National",2016-10-29,4,2016-11-26,1.38416149690822,0.35,"ili perc","quantile"
"US National",2016-10-29,4,2016-11-26,1.43709446111524,0.4,"ili perc","quantile"
"US National",2016-10-29,4,2016-11-26,1.4716428001583,0.45,"ili perc","quantile"
"US National",2016-10-29,4,2016-11-26,1.52511234876606,0.5,"ili perc","quantile"
"US National",2016-10-29,4,2016-11-26,1.59949794763705,0.55,"ili perc","quantile"
"US National",2016-10-29,4,2016-11-26,1.66134695468039,0.6,"ili perc","quantile"
"US National",2016-10-29,4,2016-11-26,1.71510466884774,0.65,"ili perc","quantile"
"US National",2016-10-29,4,2016-11-26,1.78723626814739,0.7,"ili perc","quantile"
"US National",2016-10-29,4,2016-11-26,1.86095804579674,0.75,"ili perc","quantile"
"US National",2016-10-29,4,2016-11-26,2.02506889028701,0.8,"ili perc","quantile"
"US National",2016-10-29,4,2016-11-26,2.10860656385118,0.85,"ili perc","quantile"
"US National",2016-10-29,4,2016-11-26,2.25290837347729,0.9,"ili perc","quantile"
"US National",2016-10-29,4,2016-11-26,2.55280872130265,0.95,"ili perc","quantile"
"US National",2016-10-29,4,2016-11-26,2.79922477816662,0.975,"ili perc","quantile"
"US National",2016-10-29,4,2016-11-26,2.85608176152447,0.99,"ili perc","quantile"
