"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2016-11-12,4,2016-12-10,0.675491222281311,0.01,"ili perc","quantile"
"US National",2016-11-12,4,2016-12-10,0.800901816194472,0.025,"ili perc","quantile"
"US National",2016-11-12,4,2016-12-10,0.936671107337954,0.05,"ili perc","quantile"
"US National",2016-11-12,4,2016-12-10,1.12145256395803,0.1,"ili perc","quantile"
"US National",2016-11-12,4,2016-12-10,1.18564150359787,0.15,"ili perc","quantile"
"US National",2016-11-12,4,2016-12-10,1.28665851708586,0.2,"ili perc","quantile"
"US National",2016-11-12,4,2016-12-10,1.31704419332653,0.25,"ili perc","quantile"
"US National",2016-11-12,4,2016-12-10,1.35936342715004,0.3,"ili perc","quantile"
"US National",2016-11-12,4,2016-12-10,1.40529937277893,0.35,"ili perc","quantile"
"US National",2016-11-12,4,2016-12-10,1.4537544158397,0.4,"ili perc","quantile"
"US National",2016-11-12,4,2016-12-10,1.5618214338631,0.45,"ili perc","quantile"
"US National",2016-11-12,4,2016-12-10,1.67779754107895,0.5,"ili perc","quantile"
"US National",2016-11-12,4,2016-12-10,1.73913420863941,0.55,"ili perc","quantile"
"US National",2016-11-12,4,2016-12-10,1.80808493389252,0.6,"ili perc","quantile"
"US National",2016-11-12,4,2016-12-10,1.88070273985007,0.65,"ili perc","quantile"
"US National",2016-11-12,4,2016-12-10,1.96195894859623,0.7,"ili perc","quantile"
"US National",2016-11-12,4,2016-12-10,2.00902034753262,0.75,"ili perc","quantile"
"US National",2016-11-12,4,2016-12-10,2.15688867457839,0.8,"ili perc","quantile"
"US National",2016-11-12,4,2016-12-10,2.24904546950486,0.85,"ili perc","quantile"
"US National",2016-11-12,4,2016-12-10,2.46048580967317,0.9,"ili perc","quantile"
"US National",2016-11-12,4,2016-12-10,2.59964219957524,0.95,"ili perc","quantile"
"US National",2016-11-12,4,2016-12-10,3.53599880293875,0.975,"ili perc","quantile"
"US National",2016-11-12,4,2016-12-10,4.50498197172901,0.99,"ili perc","quantile"
