"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2016-10-22,4,2016-11-19,0.546177458973036,0.01,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,0.610798681177885,0.025,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,0.731985308467624,0.05,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,0.803361723762061,0.1,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,0.880727598630783,0.15,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,0.941279055956901,0.2,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,0.970117506211581,0.25,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,1.02080875838518,0.3,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,1.09915874057042,0.35,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,1.16077872450614,0.4,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,1.27854548234988,0.45,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,1.34487489785356,0.5,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,1.39921167724355,0.55,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,1.45943425983153,0.6,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,1.5243750901729,0.65,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,1.5477930009565,0.7,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,1.63409774915026,0.75,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,1.74094138129867,0.8,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,2.02608450119386,0.85,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,2.13418790956357,0.9,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,2.35001049881605,0.95,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,2.47128698339146,0.975,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,2.60842021305176,0.99,"ili perc","quantile"
