"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2017-01-21,4,2017-02-18,2.02216917592229,0.01,"ili perc","quantile"
"US National",2017-01-21,4,2017-02-18,2.1381105563884,0.025,"ili perc","quantile"
"US National",2017-01-21,4,2017-02-18,2.20921153531587,0.05,"ili perc","quantile"
"US National",2017-01-21,4,2017-02-18,2.64565615293297,0.1,"ili perc","quantile"
"US National",2017-01-21,4,2017-02-18,2.72834838283545,0.15,"ili perc","quantile"
"US National",2017-01-21,4,2017-02-18,2.94303230137522,0.2,"ili perc","quantile"
"US National",2017-01-21,4,2017-02-18,3.1005269173446,0.25,"ili perc","quantile"
"US National",2017-01-21,4,2017-02-18,3.30520493543893,0.3,"ili perc","quantile"
"US National",2017-01-21,4,2017-02-18,3.38570502139038,0.35,"ili perc","quantile"
"US National",2017-01-21,4,2017-02-18,3.59542231324778,0.4,"ili perc","quantile"
"US National",2017-01-21,4,2017-02-18,3.8070121402051,0.45,"ili perc","quantile"
"US National",2017-01-21,4,2017-02-18,3.86809944418392,0.5,"ili perc","quantile"
"US National",2017-01-21,4,2017-02-18,4.02843885017247,0.55,"ili perc","quantile"
"US National",2017-01-21,4,2017-02-18,4.16535745185224,0.6,"ili perc","quantile"
"US National",2017-01-21,4,2017-02-18,4.31586261471193,0.65,"ili perc","quantile"
"US National",2017-01-21,4,2017-02-18,4.5337196689381,0.7,"ili perc","quantile"
"US National",2017-01-21,4,2017-02-18,4.76003622117637,0.75,"ili perc","quantile"
"US National",2017-01-21,4,2017-02-18,4.96922391182386,0.8,"ili perc","quantile"
"US National",2017-01-21,4,2017-02-18,5.30601241267945,0.85,"ili perc","quantile"
"US National",2017-01-21,4,2017-02-18,5.94325336482611,0.9,"ili perc","quantile"
"US National",2017-01-21,4,2017-02-18,6.69021572045439,0.95,"ili perc","quantile"
"US National",2017-01-21,4,2017-02-18,7.16535565205646,0.975,"ili perc","quantile"
"US National",2017-01-21,4,2017-02-18,7.55875735052687,0.99,"ili perc","quantile"
