"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2016-11-19,4,2016-12-17,0.56825659305542,0.01,"ili perc","quantile"
"US National",2016-11-19,4,2016-12-17,0.777277001007502,0.025,"ili perc","quantile"
"US National",2016-11-19,4,2016-12-17,0.841015411674103,0.05,"ili perc","quantile"
"US National",2016-11-19,4,2016-12-17,1.10578639947617,0.1,"ili perc","quantile"
"US National",2016-11-19,4,2016-12-17,1.30466562391893,0.15,"ili perc","quantile"
"US National",2016-11-19,4,2016-12-17,1.33241627913881,0.2,"ili perc","quantile"
"US National",2016-11-19,4,2016-12-17,1.43857151740805,0.25,"ili perc","quantile"
"US National",2016-11-19,4,2016-12-17,1.51303043063885,0.3,"ili perc","quantile"
"US National",2016-11-19,4,2016-12-17,1.55886193661083,0.35,"ili perc","quantile"
"US National",2016-11-19,4,2016-12-17,1.6330983043118,0.4,"ili perc","quantile"
"US National",2016-11-19,4,2016-12-17,1.70101377572067,0.45,"ili perc","quantile"
"US National",2016-11-19,4,2016-12-17,1.76451910844077,0.5,"ili perc","quantile"
"US National",2016-11-19,4,2016-12-17,1.82533240868536,0.55,"ili perc","quantile"
"US National",2016-11-19,4,2016-12-17,1.93923380012251,0.6,"ili perc","quantile"
"US National",2016-11-19,4,2016-12-17,1.9946567698344,0.65,"ili perc","quantile"
"US National",2016-11-19,4,2016-12-17,2.06972543360716,0.7,"ili perc","quantile"
"US National",2016-11-19,4,2016-12-17,2.14848571450587,0.75,"ili perc","quantile"
"US National",2016-11-19,4,2016-12-17,2.27903161362303,0.8,"ili perc","quantile"
"US National",2016-11-19,4,2016-12-17,2.44257548651728,0.85,"ili perc","quantile"
"US National",2016-11-19,4,2016-12-17,2.61108644685017,0.9,"ili perc","quantile"
"US National",2016-11-19,4,2016-12-17,2.78802247811127,0.95,"ili perc","quantile"
"US National",2016-11-19,4,2016-12-17,2.90336272758101,0.975,"ili perc","quantile"
"US National",2016-11-19,4,2016-12-17,3.05036978974512,0.99,"ili perc","quantile"
