"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2016-03-05,4,2016-04-02,1.43125615198968,0.01,"ili perc","quantile"
"US National",2016-03-05,4,2016-04-02,1.68550262082802,0.025,"ili perc","quantile"
"US National",2016-03-05,4,2016-04-02,1.97908202149703,0.05,"ili perc","quantile"
"US National",2016-03-05,4,2016-04-02,2.26087002134317,0.1,"ili perc","quantile"
"US National",2016-03-05,4,2016-04-02,2.56350213279259,0.15,"ili perc","quantile"
"US National",2016-03-05,4,2016-04-02,2.75773241675848,0.2,"ili perc","quantile"
"US National",2016-03-05,4,2016-04-02,2.86486075724609,0.25,"ili perc","quantile"
"US National",2016-03-05,4,2016-04-02,2.97595731952518,0.3,"ili perc","quantile"
"US National",2016-03-05,4,2016-04-02,3.08772250843784,0.35,"ili perc","quantile"
"US National",2016-03-05,4,2016-04-02,3.17918992093023,0.4,"ili perc","quantile"
"US National",2016-03-05,4,2016-04-02,3.2072050405398,0.45,"ili perc","quantile"
"US National",2016-03-05,4,2016-04-02,3.30758724324398,0.5,"ili perc","quantile"
"US National",2016-03-05,4,2016-04-02,3.43774321221953,0.55,"ili perc","quantile"
"US National",2016-03-05,4,2016-04-02,3.52489619564429,0.6,"ili perc","quantile"
"US National",2016-03-05,4,2016-04-02,3.65104188611954,0.65,"ili perc","quantile"
"US National",2016-03-05,4,2016-04-02,3.75376713047772,0.7,"ili perc","quantile"
"US National",2016-03-05,4,2016-04-02,4.03048219828056,0.75,"ili perc","quantile"
"US National",2016-03-05,4,2016-04-02,4.20140059142578,0.8,"ili perc","quantile"
"US National",2016-03-05,4,2016-04-02,4.28264851939077,0.85,"ili perc","quantile"
"US National",2016-03-05,4,2016-04-02,4.63044622318017,0.9,"ili perc","quantile"
"US National",2016-03-05,4,2016-04-02,5.43109495846992,0.95,"ili perc","quantile"
"US National",2016-03-05,4,2016-04-02,5.92708580357323,0.975,"ili perc","quantile"
"US National",2016-03-05,4,2016-04-02,6.05798457852066,0.99,"ili perc","quantile"
