"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type","region"
"US National",2016-01-23,4,2016-02-20,1.22797014406385,0.01,"ili perc","quantile","nat"
"US National",2016-01-23,4,2016-02-20,1.29875182801044,0.025,"ili perc","quantile","nat"
"US National",2016-01-23,4,2016-02-20,1.40624399528359,0.05,"ili perc","quantile","nat"
"US National",2016-01-23,4,2016-02-20,1.63582926088609,0.1,"ili perc","quantile","nat"
"US National",2016-01-23,4,2016-02-20,1.75561382676295,0.15,"ili perc","quantile","nat"
"US National",2016-01-23,4,2016-02-20,1.81330142849053,0.2,"ili perc","quantile","nat"
"US National",2016-01-23,4,2016-02-20,1.87242215522591,0.25,"ili perc","quantile","nat"
"US National",2016-01-23,4,2016-02-20,1.94270908554182,0.3,"ili perc","quantile","nat"
"US National",2016-01-23,4,2016-02-20,2.0565626843955,0.35,"ili perc","quantile","nat"
"US National",2016-01-23,4,2016-02-20,2.12128522973705,0.4,"ili perc","quantile","nat"
"US National",2016-01-23,4,2016-02-20,2.18577548394645,0.45,"ili perc","quantile","nat"
"US National",2016-01-23,4,2016-02-20,2.26320597652939,0.5,"ili perc","quantile","nat"
"US National",2016-01-23,4,2016-02-20,2.3110176352991,0.55,"ili perc","quantile","nat"
"US National",2016-01-23,4,2016-02-20,2.38556409096175,0.6,"ili perc","quantile","nat"
"US National",2016-01-23,4,2016-02-20,2.49767008910476,0.65,"ili perc","quantile","nat"
"US National",2016-01-23,4,2016-02-20,2.56119730906028,0.7,"ili perc","quantile","nat"
"US National",2016-01-23,4,2016-02-20,2.61216782216001,0.75,"ili perc","quantile","nat"
"US National",2016-01-23,4,2016-02-20,2.77723154081223,0.8,"ili perc","quantile","nat"
"US National",2016-01-23,4,2016-02-20,2.9716952351431,0.85,"ili perc","quantile","nat"
"US National",2016-01-23,4,2016-02-20,3.18933488944875,0.9,"ili perc","quantile","nat"
"US National",2016-01-23,4,2016-02-20,3.63727332945394,0.95,"ili perc","quantile","nat"
"US National",2016-01-23,4,2016-02-20,3.86562105775719,0.975,"ili perc","quantile","nat"
"US National",2016-01-23,4,2016-02-20,4.08888231321078,0.99,"ili perc","quantile","nat"
