"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type","region"
"US National",2016-05-07,4,2016-06-04,0.785293072777041,0.01,"ili perc","quantile","nat"
"US National",2016-05-07,4,2016-06-04,0.81146994084793,0.025,"ili perc","quantile","nat"
"US National",2016-05-07,4,2016-06-04,0.894067539874458,0.05,"ili perc","quantile","nat"
"US National",2016-05-07,4,2016-06-04,1.12845236529117,0.1,"ili perc","quantile","nat"
"US National",2016-05-07,4,2016-06-04,1.18470971759433,0.15,"ili perc","quantile","nat"
"US National",2016-05-07,4,2016-06-04,1.25047783623653,0.2,"ili perc","quantile","nat"
"US National",2016-05-07,4,2016-06-04,1.39380180667412,0.25,"ili perc","quantile","nat"
"US National",2016-05-07,4,2016-06-04,1.44056872906129,0.3,"ili perc","quantile","nat"
"US National",2016-05-07,4,2016-06-04,1.50312519540163,0.35,"ili perc","quantile","nat"
"US National",2016-05-07,4,2016-06-04,1.57717167197436,0.4,"ili perc","quantile","nat"
"US National",2016-05-07,4,2016-06-04,1.65167369691595,0.45,"ili perc","quantile","nat"
"US National",2016-05-07,4,2016-06-04,1.70390952455597,0.5,"ili perc","quantile","nat"
"US National",2016-05-07,4,2016-06-04,1.74748522434237,0.55,"ili perc","quantile","nat"
"US National",2016-05-07,4,2016-06-04,1.83810800679914,0.6,"ili perc","quantile","nat"
"US National",2016-05-07,4,2016-06-04,1.8758796055186,0.65,"ili perc","quantile","nat"
"US National",2016-05-07,4,2016-06-04,1.98725201780448,0.7,"ili perc","quantile","nat"
"US National",2016-05-07,4,2016-06-04,2.07522888940606,0.75,"ili perc","quantile","nat"
"US National",2016-05-07,4,2016-06-04,2.14509148443693,0.8,"ili perc","quantile","nat"
"US National",2016-05-07,4,2016-06-04,2.33572215152065,0.85,"ili perc","quantile","nat"
"US National",2016-05-07,4,2016-06-04,2.599463712961,0.9,"ili perc","quantile","nat"
"US National",2016-05-07,4,2016-06-04,2.8468800560543,0.95,"ili perc","quantile","nat"
"US National",2016-05-07,4,2016-06-04,3.24308637794433,0.975,"ili perc","quantile","nat"
"US National",2016-05-07,4,2016-06-04,3.59104845103524,0.99,"ili perc","quantile","nat"
