"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type","region"
"US National",2017-01-07,4,2017-02-04,1.67152291814435,0.01,"ili perc","quantile","nat"
"US National",2017-01-07,4,2017-02-04,1.78293732899284,0.025,"ili perc","quantile","nat"
"US National",2017-01-07,4,2017-02-04,2.09254763488235,0.05,"ili perc","quantile","nat"
"US National",2017-01-07,4,2017-02-04,2.18671557123371,0.1,"ili perc","quantile","nat"
"US National",2017-01-07,4,2017-02-04,2.27311845862678,0.15,"ili perc","quantile","nat"
"US National",2017-01-07,4,2017-02-04,2.36975659160536,0.2,"ili perc","quantile","nat"
"US National",2017-01-07,4,2017-02-04,2.63030094896659,0.25,"ili perc","quantile","nat"
"US National",2017-01-07,4,2017-02-04,2.73689538375889,0.3,"ili perc","quantile","nat"
"US National",2017-01-07,4,2017-02-04,2.8678924730899,0.35,"ili perc","quantile","nat"
"US National",2017-01-07,4,2017-02-04,2.92827515639187,0.4,"ili perc","quantile","nat"
"US National",2017-01-07,4,2017-02-04,2.97132142048438,0.45,"ili perc","quantile","nat"
"US National",2017-01-07,4,2017-02-04,3.10628932249461,0.5,"ili perc","quantile","nat"
"US National",2017-01-07,4,2017-02-04,3.19107640774288,0.55,"ili perc","quantile","nat"
"US National",2017-01-07,4,2017-02-04,3.29426129269826,0.6,"ili perc","quantile","nat"
"US National",2017-01-07,4,2017-02-04,3.36060033802444,0.65,"ili perc","quantile","nat"
"US National",2017-01-07,4,2017-02-04,3.4926912883962,0.7,"ili perc","quantile","nat"
"US National",2017-01-07,4,2017-02-04,3.65765227392628,0.75,"ili perc","quantile","nat"
"US National",2017-01-07,4,2017-02-04,3.8124998094311,0.8,"ili perc","quantile","nat"
"US National",2017-01-07,4,2017-02-04,4.05446349911699,0.85,"ili perc","quantile","nat"
"US National",2017-01-07,4,2017-02-04,4.41893615508515,0.9,"ili perc","quantile","nat"
"US National",2017-01-07,4,2017-02-04,4.9245080676242,0.95,"ili perc","quantile","nat"
"US National",2017-01-07,4,2017-02-04,5.49606286017346,0.975,"ili perc","quantile","nat"
"US National",2017-01-07,4,2017-02-04,5.63212262737274,0.99,"ili perc","quantile","nat"
