"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type","region"
"US National",2015-12-19,4,2016-01-16,1.08408505585504,0.01,"ili perc","quantile","nat"
"US National",2015-12-19,4,2016-01-16,1.17615160191433,0.025,"ili perc","quantile","nat"
"US National",2015-12-19,4,2016-01-16,1.27556581191989,0.05,"ili perc","quantile","nat"
"US National",2015-12-19,4,2016-01-16,1.450553761376,0.1,"ili perc","quantile","nat"
"US National",2015-12-19,4,2016-01-16,1.53807547442471,0.15,"ili perc","quantile","nat"
"US National",2015-12-19,4,2016-01-16,1.67276768836776,0.2,"ili perc","quantile","nat"
"US National",2015-12-19,4,2016-01-16,1.75747225295184,0.25,"ili perc","quantile","nat"
"US National",2015-12-19,4,2016-01-16,1.84669379868142,0.3,"ili perc","quantile","nat"
"US National",2015-12-19,4,2016-01-16,1.9287741998524,0.35,"ili perc","quantile","nat"
"US National",2015-12-19,4,2016-01-16,2.04286735742782,0.4,"ili perc","quantile","nat"
"US National",2015-12-19,4,2016-01-16,2.15729903581186,0.45,"ili perc","quantile","nat"
"US National",2015-12-19,4,2016-01-16,2.26225177171506,0.5,"ili perc","quantile","nat"
"US National",2015-12-19,4,2016-01-16,2.32636307385919,0.55,"ili perc","quantile","nat"
"US National",2015-12-19,4,2016-01-16,2.36141973357639,0.6,"ili perc","quantile","nat"
"US National",2015-12-19,4,2016-01-16,2.45827039454012,0.65,"ili perc","quantile","nat"
"US National",2015-12-19,4,2016-01-16,2.5359680500587,0.7,"ili perc","quantile","nat"
"US National",2015-12-19,4,2016-01-16,2.59007506725648,0.75,"ili perc","quantile","nat"
"US National",2015-12-19,4,2016-01-16,2.78485164345592,0.8,"ili perc","quantile","nat"
"US National",2015-12-19,4,2016-01-16,2.89082469194344,0.85,"ili perc","quantile","nat"
"US National",2015-12-19,4,2016-01-16,3.00181668882732,0.9,"ili perc","quantile","nat"
"US National",2015-12-19,4,2016-01-16,3.40597037759832,0.95,"ili perc","quantile","nat"
"US National",2015-12-19,4,2016-01-16,3.44886068108035,0.975,"ili perc","quantile","nat"
"US National",2015-12-19,4,2016-01-16,3.81729157565435,0.99,"ili perc","quantile","nat"
