"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type","region"
"US National",2016-03-05,4,2016-04-02,1.59843512410787,0.01,"ili perc","quantile","nat"
"US National",2016-03-05,4,2016-04-02,1.65247256228116,0.025,"ili perc","quantile","nat"
"US National",2016-03-05,4,2016-04-02,1.82449298102758,0.05,"ili perc","quantile","nat"
"US National",2016-03-05,4,2016-04-02,2.03418647881252,0.1,"ili perc","quantile","nat"
"US National",2016-03-05,4,2016-04-02,2.31138672315184,0.15,"ili perc","quantile","nat"
"US National",2016-03-05,4,2016-04-02,2.39025161963844,0.2,"ili perc","quantile","nat"
"US National",2016-03-05,4,2016-04-02,2.44112216921716,0.25,"ili perc","quantile","nat"
"US National",2016-03-05,4,2016-04-02,2.51957223057196,0.3,"ili perc","quantile","nat"
"US National",2016-03-05,4,2016-04-02,2.62511586131135,0.35,"ili perc","quantile","nat"
"US National",2016-03-05,4,2016-04-02,2.65008138887984,0.4,"ili perc","quantile","nat"
"US National",2016-03-05,4,2016-04-02,2.76367823448004,0.45,"ili perc","quantile","nat"
"US National",2016-03-05,4,2016-04-02,2.8850878614446,0.5,"ili perc","quantile","nat"
"US National",2016-03-05,4,2016-04-02,2.95927636763911,0.55,"ili perc","quantile","nat"
"US National",2016-03-05,4,2016-04-02,3.09835174921217,0.6,"ili perc","quantile","nat"
"US National",2016-03-05,4,2016-04-02,3.19465502428427,0.65,"ili perc","quantile","nat"
"US National",2016-03-05,4,2016-04-02,3.27656858950348,0.7,"ili perc","quantile","nat"
"US National",2016-03-05,4,2016-04-02,3.34246248699951,0.75,"ili perc","quantile","nat"
"US National",2016-03-05,4,2016-04-02,3.49281857899257,0.8,"ili perc","quantile","nat"
"US National",2016-03-05,4,2016-04-02,3.60605629374898,0.85,"ili perc","quantile","nat"
"US National",2016-03-05,4,2016-04-02,3.71423224424384,0.9,"ili perc","quantile","nat"
"US National",2016-03-05,4,2016-04-02,4.31137627196101,0.95,"ili perc","quantile","nat"
"US National",2016-03-05,4,2016-04-02,4.67459484776136,0.975,"ili perc","quantile","nat"
"US National",2016-03-05,4,2016-04-02,5.23225342794773,0.99,"ili perc","quantile","nat"
