"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type","region"
"US National",2017-01-21,4,2017-02-18,2.17580517932537,0.01,"ili perc","quantile","nat"
"US National",2017-01-21,4,2017-02-18,2.30658543903786,0.025,"ili perc","quantile","nat"
"US National",2017-01-21,4,2017-02-18,2.67491874638409,0.05,"ili perc","quantile","nat"
"US National",2017-01-21,4,2017-02-18,3.12565814985685,0.1,"ili perc","quantile","nat"
"US National",2017-01-21,4,2017-02-18,3.30616072389132,0.15,"ili perc","quantile","nat"
"US National",2017-01-21,4,2017-02-18,3.40226772319767,0.2,"ili perc","quantile","nat"
"US National",2017-01-21,4,2017-02-18,3.56977270849213,0.25,"ili perc","quantile","nat"
"US National",2017-01-21,4,2017-02-18,3.65419904941551,0.3,"ili perc","quantile","nat"
"US National",2017-01-21,4,2017-02-18,3.81171321058669,0.35,"ili perc","quantile","nat"
"US National",2017-01-21,4,2017-02-18,4.00113019268294,0.4,"ili perc","quantile","nat"
"US National",2017-01-21,4,2017-02-18,4.14351381305504,0.45,"ili perc","quantile","nat"
"US National",2017-01-21,4,2017-02-18,4.20376844660256,0.5,"ili perc","quantile","nat"
"US National",2017-01-21,4,2017-02-18,4.31072827475653,0.55,"ili perc","quantile","nat"
"US National",2017-01-21,4,2017-02-18,4.46775843770627,0.6,"ili perc","quantile","nat"
"US National",2017-01-21,4,2017-02-18,4.63249763790294,0.65,"ili perc","quantile","nat"
"US National",2017-01-21,4,2017-02-18,4.75069182115799,0.7,"ili perc","quantile","nat"
"US National",2017-01-21,4,2017-02-18,4.81596180941789,0.75,"ili perc","quantile","nat"
"US National",2017-01-21,4,2017-02-18,4.94385334090384,0.8,"ili perc","quantile","nat"
"US National",2017-01-21,4,2017-02-18,5.17025059385475,0.85,"ili perc","quantile","nat"
"US National",2017-01-21,4,2017-02-18,5.72631909765327,0.9,"ili perc","quantile","nat"
"US National",2017-01-21,4,2017-02-18,6.31513755989384,0.95,"ili perc","quantile","nat"
"US National",2017-01-21,4,2017-02-18,6.95306734969165,0.975,"ili perc","quantile","nat"
"US National",2017-01-21,4,2017-02-18,8.21579277341974,0.99,"ili perc","quantile","nat"
