"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type","region"
"US National",2016-01-16,4,2016-02-13,0.925670689609564,0.01,"ili perc","quantile","nat"
"US National",2016-01-16,4,2016-02-13,1.00631877952684,0.025,"ili perc","quantile","nat"
"US National",2016-01-16,4,2016-02-13,1.1633163507604,0.05,"ili perc","quantile","nat"
"US National",2016-01-16,4,2016-02-13,1.36054506364076,0.1,"ili perc","quantile","nat"
"US National",2016-01-16,4,2016-02-13,1.46925843219133,0.15,"ili perc","quantile","nat"
"US National",2016-01-16,4,2016-02-13,1.59068620966953,0.2,"ili perc","quantile","nat"
"US National",2016-01-16,4,2016-02-13,1.6403353288482,0.25,"ili perc","quantile","nat"
"US National",2016-01-16,4,2016-02-13,1.69059990794447,0.3,"ili perc","quantile","nat"
"US National",2016-01-16,4,2016-02-13,1.78809966658359,0.35,"ili perc","quantile","nat"
"US National",2016-01-16,4,2016-02-13,1.85910959238606,0.4,"ili perc","quantile","nat"
"US National",2016-01-16,4,2016-02-13,1.90303500653641,0.45,"ili perc","quantile","nat"
"US National",2016-01-16,4,2016-02-13,1.99215985778932,0.5,"ili perc","quantile","nat"
"US National",2016-01-16,4,2016-02-13,2.04603349019834,0.55,"ili perc","quantile","nat"
"US National",2016-01-16,4,2016-02-13,2.23388908603876,0.6,"ili perc","quantile","nat"
"US National",2016-01-16,4,2016-02-13,2.27867799725424,0.65,"ili perc","quantile","nat"
"US National",2016-01-16,4,2016-02-13,2.31619571634218,0.7,"ili perc","quantile","nat"
"US National",2016-01-16,4,2016-02-13,2.42402588431705,0.75,"ili perc","quantile","nat"
"US National",2016-01-16,4,2016-02-13,2.674200482494,0.8,"ili perc","quantile","nat"
"US National",2016-01-16,4,2016-02-13,2.95340502720275,0.85,"ili perc","quantile","nat"
"US National",2016-01-16,4,2016-02-13,3.11234322456845,0.9,"ili perc","quantile","nat"
"US National",2016-01-16,4,2016-02-13,3.50045005738614,0.95,"ili perc","quantile","nat"
"US National",2016-01-16,4,2016-02-13,3.57793840152017,0.975,"ili perc","quantile","nat"
"US National",2016-01-16,4,2016-02-13,3.86500399932131,0.99,"ili perc","quantile","nat"
