"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type","region"
"US National",2017-03-04,4,2017-04-01,1.55403340708026,0.01,"ili perc","quantile","nat"
"US National",2017-03-04,4,2017-04-01,1.67774196718485,0.025,"ili perc","quantile","nat"
"US National",2017-03-04,4,2017-04-01,1.76543444553987,0.05,"ili perc","quantile","nat"
"US National",2017-03-04,4,2017-04-01,2.01139630886861,0.1,"ili perc","quantile","nat"
"US National",2017-03-04,4,2017-04-01,2.14937396706505,0.15,"ili perc","quantile","nat"
"US National",2017-03-04,4,2017-04-01,2.26881481746244,0.2,"ili perc","quantile","nat"
"US National",2017-03-04,4,2017-04-01,2.34519706970675,0.25,"ili perc","quantile","nat"
"US National",2017-03-04,4,2017-04-01,2.45356999527709,0.3,"ili perc","quantile","nat"
"US National",2017-03-04,4,2017-04-01,2.57949061985094,0.35,"ili perc","quantile","nat"
"US National",2017-03-04,4,2017-04-01,2.6762962755535,0.4,"ili perc","quantile","nat"
"US National",2017-03-04,4,2017-04-01,2.70215472802239,0.45,"ili perc","quantile","nat"
"US National",2017-03-04,4,2017-04-01,2.71545117220333,0.5,"ili perc","quantile","nat"
"US National",2017-03-04,4,2017-04-01,2.77517280947143,0.55,"ili perc","quantile","nat"
"US National",2017-03-04,4,2017-04-01,2.86918393384953,0.6,"ili perc","quantile","nat"
"US National",2017-03-04,4,2017-04-01,2.99388515728073,0.65,"ili perc","quantile","nat"
"US National",2017-03-04,4,2017-04-01,3.08480070044668,0.7,"ili perc","quantile","nat"
"US National",2017-03-04,4,2017-04-01,3.23829525365811,0.75,"ili perc","quantile","nat"
"US National",2017-03-04,4,2017-04-01,3.40522650603854,0.8,"ili perc","quantile","nat"
"US National",2017-03-04,4,2017-04-01,3.75041035922778,0.85,"ili perc","quantile","nat"
"US National",2017-03-04,4,2017-04-01,3.90558999155071,0.9,"ili perc","quantile","nat"
"US National",2017-03-04,4,2017-04-01,4.15138734450106,0.95,"ili perc","quantile","nat"
"US National",2017-03-04,4,2017-04-01,4.29663677355004,0.975,"ili perc","quantile","nat"
"US National",2017-03-04,4,2017-04-01,4.3653741090624,0.99,"ili perc","quantile","nat"
