"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type","region"
"US National",2017-02-25,4,2017-03-25,2.45464347482466,0.01,"ili perc","quantile","nat"
"US National",2017-02-25,4,2017-03-25,2.61826061701671,0.025,"ili perc","quantile","nat"
"US National",2017-02-25,4,2017-03-25,2.80464036792765,0.05,"ili perc","quantile","nat"
"US National",2017-02-25,4,2017-03-25,3.05719883463457,0.1,"ili perc","quantile","nat"
"US National",2017-02-25,4,2017-03-25,3.28736089105708,0.15,"ili perc","quantile","nat"
"US National",2017-02-25,4,2017-03-25,3.4303594222998,0.2,"ili perc","quantile","nat"
"US National",2017-02-25,4,2017-03-25,3.55078149004318,0.25,"ili perc","quantile","nat"
"US National",2017-02-25,4,2017-03-25,3.76031439755263,0.3,"ili perc","quantile","nat"
"US National",2017-02-25,4,2017-03-25,3.8311869554447,0.35,"ili perc","quantile","nat"
"US National",2017-02-25,4,2017-03-25,3.90821233448007,0.4,"ili perc","quantile","nat"
"US National",2017-02-25,4,2017-03-25,3.98335990698071,0.45,"ili perc","quantile","nat"
"US National",2017-02-25,4,2017-03-25,4.13546133021351,0.5,"ili perc","quantile","nat"
"US National",2017-02-25,4,2017-03-25,4.28345356396489,0.55,"ili perc","quantile","nat"
"US National",2017-02-25,4,2017-03-25,4.38137338215757,0.6,"ili perc","quantile","nat"
"US National",2017-02-25,4,2017-03-25,4.56122912873268,0.65,"ili perc","quantile","nat"
"US National",2017-02-25,4,2017-03-25,4.71275797391403,0.7,"ili perc","quantile","nat"
"US National",2017-02-25,4,2017-03-25,4.90344872470323,0.75,"ili perc","quantile","nat"
"US National",2017-02-25,4,2017-03-25,5.01239032856049,0.8,"ili perc","quantile","nat"
"US National",2017-02-25,4,2017-03-25,5.21727882631203,0.85,"ili perc","quantile","nat"
"US National",2017-02-25,4,2017-03-25,5.54506567457498,0.9,"ili perc","quantile","nat"
"US National",2017-02-25,4,2017-03-25,5.94577749889096,0.95,"ili perc","quantile","nat"
"US National",2017-02-25,4,2017-03-25,6.84938804636003,0.975,"ili perc","quantile","nat"
"US National",2017-02-25,4,2017-03-25,7.43967765478689,0.99,"ili perc","quantile","nat"
