"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type","region"
"US National",2016-01-02,4,2016-01-30,1.10740254051137,0.01,"ili perc","quantile","nat"
"US National",2016-01-02,4,2016-01-30,1.44428848715274,0.025,"ili perc","quantile","nat"
"US National",2016-01-02,4,2016-01-30,1.65101935786562,0.05,"ili perc","quantile","nat"
"US National",2016-01-02,4,2016-01-30,1.81684668581661,0.1,"ili perc","quantile","nat"
"US National",2016-01-02,4,2016-01-30,1.93205760542976,0.15,"ili perc","quantile","nat"
"US National",2016-01-02,4,2016-01-30,2.00971900652707,0.2,"ili perc","quantile","nat"
"US National",2016-01-02,4,2016-01-30,2.14154179106019,0.25,"ili perc","quantile","nat"
"US National",2016-01-02,4,2016-01-30,2.24680208926513,0.3,"ili perc","quantile","nat"
"US National",2016-01-02,4,2016-01-30,2.30018683208915,0.35,"ili perc","quantile","nat"
"US National",2016-01-02,4,2016-01-30,2.35677571554144,0.4,"ili perc","quantile","nat"
"US National",2016-01-02,4,2016-01-30,2.44727217183337,0.45,"ili perc","quantile","nat"
"US National",2016-01-02,4,2016-01-30,2.56870523957916,0.5,"ili perc","quantile","nat"
"US National",2016-01-02,4,2016-01-30,2.63017292333614,0.55,"ili perc","quantile","nat"
"US National",2016-01-02,4,2016-01-30,2.69746519297311,0.6,"ili perc","quantile","nat"
"US National",2016-01-02,4,2016-01-30,2.75621063038609,0.65,"ili perc","quantile","nat"
"US National",2016-01-02,4,2016-01-30,2.81696055416003,0.7,"ili perc","quantile","nat"
"US National",2016-01-02,4,2016-01-30,2.89592301396069,0.75,"ili perc","quantile","nat"
"US National",2016-01-02,4,2016-01-30,3.04332456605817,0.8,"ili perc","quantile","nat"
"US National",2016-01-02,4,2016-01-30,3.19360514714801,0.85,"ili perc","quantile","nat"
"US National",2016-01-02,4,2016-01-30,3.41809025729192,0.9,"ili perc","quantile","nat"
"US National",2016-01-02,4,2016-01-30,3.66306277164802,0.95,"ili perc","quantile","nat"
"US National",2016-01-02,4,2016-01-30,3.91389322469167,0.975,"ili perc","quantile","nat"
"US National",2016-01-02,4,2016-01-30,4.22596764253775,0.99,"ili perc","quantile","nat"
