"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type","region"
"US National",2016-12-10,4,2017-01-07,1.06937129205758,0.01,"ili perc","quantile","nat"
"US National",2016-12-10,4,2017-01-07,1.13736673919015,0.025,"ili perc","quantile","nat"
"US National",2016-12-10,4,2017-01-07,1.20720271732574,0.05,"ili perc","quantile","nat"
"US National",2016-12-10,4,2017-01-07,1.32699516146707,0.1,"ili perc","quantile","nat"
"US National",2016-12-10,4,2017-01-07,1.39402478606787,0.15,"ili perc","quantile","nat"
"US National",2016-12-10,4,2017-01-07,1.47712744531308,0.2,"ili perc","quantile","nat"
"US National",2016-12-10,4,2017-01-07,1.55009870506924,0.25,"ili perc","quantile","nat"
"US National",2016-12-10,4,2017-01-07,1.65640463951493,0.3,"ili perc","quantile","nat"
"US National",2016-12-10,4,2017-01-07,1.69413734762294,0.35,"ili perc","quantile","nat"
"US National",2016-12-10,4,2017-01-07,1.74021181922474,0.4,"ili perc","quantile","nat"
"US National",2016-12-10,4,2017-01-07,1.78142939005306,0.45,"ili perc","quantile","nat"
"US National",2016-12-10,4,2017-01-07,1.86533496912887,0.5,"ili perc","quantile","nat"
"US National",2016-12-10,4,2017-01-07,1.91070536712784,0.55,"ili perc","quantile","nat"
"US National",2016-12-10,4,2017-01-07,2.04230430461278,0.6,"ili perc","quantile","nat"
"US National",2016-12-10,4,2017-01-07,2.11863902022738,0.65,"ili perc","quantile","nat"
"US National",2016-12-10,4,2017-01-07,2.19212311053972,0.7,"ili perc","quantile","nat"
"US National",2016-12-10,4,2017-01-07,2.25157610507342,0.75,"ili perc","quantile","nat"
"US National",2016-12-10,4,2017-01-07,2.34212897536268,0.8,"ili perc","quantile","nat"
"US National",2016-12-10,4,2017-01-07,2.48929378321764,0.85,"ili perc","quantile","nat"
"US National",2016-12-10,4,2017-01-07,2.57733073273631,0.9,"ili perc","quantile","nat"
"US National",2016-12-10,4,2017-01-07,2.73622779267887,0.95,"ili perc","quantile","nat"
"US National",2016-12-10,4,2017-01-07,2.94246799251004,0.975,"ili perc","quantile","nat"
"US National",2016-12-10,4,2017-01-07,4.08800078925349,0.99,"ili perc","quantile","nat"
