"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type","region"
"US National",2015-10-31,4,2015-11-28,0.661882508963438,0.01,"ili perc","quantile","nat"
"US National",2015-10-31,4,2015-11-28,0.707106804148652,0.025,"ili perc","quantile","nat"
"US National",2015-10-31,4,2015-11-28,0.771382635093573,0.05,"ili perc","quantile","nat"
"US National",2015-10-31,4,2015-11-28,0.873985421285965,0.1,"ili perc","quantile","nat"
"US National",2015-10-31,4,2015-11-28,0.958269356827077,0.15,"ili perc","quantile","nat"
"US National",2015-10-31,4,2015-11-28,1.05494057721293,0.2,"ili perc","quantile","nat"
"US National",2015-10-31,4,2015-11-28,1.11061117446457,0.25,"ili perc","quantile","nat"
"US National",2015-10-31,4,2015-11-28,1.18748798586221,0.3,"ili perc","quantile","nat"
"US National",2015-10-31,4,2015-11-28,1.2071198675934,0.35,"ili perc","quantile","nat"
"US National",2015-10-31,4,2015-11-28,1.33472054074446,0.4,"ili perc","quantile","nat"
"US National",2015-10-31,4,2015-11-28,1.39260959355604,0.45,"ili perc","quantile","nat"
"US National",2015-10-31,4,2015-11-28,1.45711615983603,0.5,"ili perc","quantile","nat"
"US National",2015-10-31,4,2015-11-28,1.50798418775984,0.55,"ili perc","quantile","nat"
"US National",2015-10-31,4,2015-11-28,1.52161851041412,0.6,"ili perc","quantile","nat"
"US National",2015-10-31,4,2015-11-28,1.57187289733787,0.65,"ili perc","quantile","nat"
"US National",2015-10-31,4,2015-11-28,1.64587408117643,0.7,"ili perc","quantile","nat"
"US National",2015-10-31,4,2015-11-28,1.72394536666429,0.75,"ili perc","quantile","nat"
"US National",2015-10-31,4,2015-11-28,1.81901794349869,0.8,"ili perc","quantile","nat"
"US National",2015-10-31,4,2015-11-28,1.94114105614476,0.85,"ili perc","quantile","nat"
"US National",2015-10-31,4,2015-11-28,2.11246072631667,0.9,"ili perc","quantile","nat"
"US National",2015-10-31,4,2015-11-28,2.2518646359565,0.95,"ili perc","quantile","nat"
"US National",2015-10-31,4,2015-11-28,2.40670424110533,0.975,"ili perc","quantile","nat"
"US National",2015-10-31,4,2015-11-28,2.80681862679358,0.99,"ili perc","quantile","nat"
