"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type","region"
"US National",2015-11-28,4,2015-12-26,1.11209353525599,0.01,"ili perc","quantile","nat"
"US National",2015-11-28,4,2015-12-26,1.14467489725624,0.025,"ili perc","quantile","nat"
"US National",2015-11-28,4,2015-12-26,1.28472951776885,0.05,"ili perc","quantile","nat"
"US National",2015-11-28,4,2015-12-26,1.53573521049586,0.1,"ili perc","quantile","nat"
"US National",2015-11-28,4,2015-12-26,1.70663418234473,0.15,"ili perc","quantile","nat"
"US National",2015-11-28,4,2015-12-26,1.89319964472331,0.2,"ili perc","quantile","nat"
"US National",2015-11-28,4,2015-12-26,1.94372818623916,0.25,"ili perc","quantile","nat"
"US National",2015-11-28,4,2015-12-26,2.05285344996143,0.3,"ili perc","quantile","nat"
"US National",2015-11-28,4,2015-12-26,2.18555140640899,0.35,"ili perc","quantile","nat"
"US National",2015-11-28,4,2015-12-26,2.22965269172861,0.4,"ili perc","quantile","nat"
"US National",2015-11-28,4,2015-12-26,2.27743681681154,0.45,"ili perc","quantile","nat"
"US National",2015-11-28,4,2015-12-26,2.3385779619672,0.5,"ili perc","quantile","nat"
"US National",2015-11-28,4,2015-12-26,2.38342541336162,0.55,"ili perc","quantile","nat"
"US National",2015-11-28,4,2015-12-26,2.4133721657626,0.6,"ili perc","quantile","nat"
"US National",2015-11-28,4,2015-12-26,2.47715580478339,0.65,"ili perc","quantile","nat"
"US National",2015-11-28,4,2015-12-26,2.6156062566793,0.7,"ili perc","quantile","nat"
"US National",2015-11-28,4,2015-12-26,2.68788627332721,0.75,"ili perc","quantile","nat"
"US National",2015-11-28,4,2015-12-26,2.79901918749773,0.8,"ili perc","quantile","nat"
"US National",2015-11-28,4,2015-12-26,3.02056609953915,0.85,"ili perc","quantile","nat"
"US National",2015-11-28,4,2015-12-26,3.19297575401528,0.9,"ili perc","quantile","nat"
"US National",2015-11-28,4,2015-12-26,3.87542876992981,0.95,"ili perc","quantile","nat"
"US National",2015-11-28,4,2015-12-26,4.45503233628608,0.975,"ili perc","quantile","nat"
"US National",2015-11-28,4,2015-12-26,4.86932434493325,0.99,"ili perc","quantile","nat"
