"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type","region"
"US National",2016-03-12,4,2016-04-09,1.5077280587089,0.01,"ili perc","quantile","nat"
"US National",2016-03-12,4,2016-04-09,1.70031210211873,0.025,"ili perc","quantile","nat"
"US National",2016-03-12,4,2016-04-09,1.84139938906426,0.05,"ili perc","quantile","nat"
"US National",2016-03-12,4,2016-04-09,1.99442044701385,0.1,"ili perc","quantile","nat"
"US National",2016-03-12,4,2016-04-09,2.18467160510058,0.15,"ili perc","quantile","nat"
"US National",2016-03-12,4,2016-04-09,2.32502097816859,0.2,"ili perc","quantile","nat"
"US National",2016-03-12,4,2016-04-09,2.45066242330083,0.25,"ili perc","quantile","nat"
"US National",2016-03-12,4,2016-04-09,2.51944838220745,0.3,"ili perc","quantile","nat"
"US National",2016-03-12,4,2016-04-09,2.58696278972478,0.35,"ili perc","quantile","nat"
"US National",2016-03-12,4,2016-04-09,2.68223903098156,0.4,"ili perc","quantile","nat"
"US National",2016-03-12,4,2016-04-09,2.79419854881868,0.45,"ili perc","quantile","nat"
"US National",2016-03-12,4,2016-04-09,2.88048998911487,0.5,"ili perc","quantile","nat"
"US National",2016-03-12,4,2016-04-09,2.93046075826743,0.55,"ili perc","quantile","nat"
"US National",2016-03-12,4,2016-04-09,3.02748656018123,0.6,"ili perc","quantile","nat"
"US National",2016-03-12,4,2016-04-09,3.11186922918454,0.65,"ili perc","quantile","nat"
"US National",2016-03-12,4,2016-04-09,3.21634060982281,0.7,"ili perc","quantile","nat"
"US National",2016-03-12,4,2016-04-09,3.30730262011182,0.75,"ili perc","quantile","nat"
"US National",2016-03-12,4,2016-04-09,3.56285593138286,0.8,"ili perc","quantile","nat"
"US National",2016-03-12,4,2016-04-09,3.70789767471783,0.85,"ili perc","quantile","nat"
"US National",2016-03-12,4,2016-04-09,3.95999590914949,0.9,"ili perc","quantile","nat"
"US National",2016-03-12,4,2016-04-09,4.47782568350816,0.95,"ili perc","quantile","nat"
"US National",2016-03-12,4,2016-04-09,5.46882393211741,0.975,"ili perc","quantile","nat"
"US National",2016-03-12,4,2016-04-09,5.68852506610629,0.99,"ili perc","quantile","nat"
