"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type","region"
"US National",2016-12-31,4,2017-01-28,2.18491595906402,0.01,"ili perc","quantile","nat"
"US National",2016-12-31,4,2017-01-28,2.29933608623741,0.025,"ili perc","quantile","nat"
"US National",2016-12-31,4,2017-01-28,2.67413867690576,0.05,"ili perc","quantile","nat"
"US National",2016-12-31,4,2017-01-28,2.98873820903755,0.1,"ili perc","quantile","nat"
"US National",2016-12-31,4,2017-01-28,3.17720791748638,0.15,"ili perc","quantile","nat"
"US National",2016-12-31,4,2017-01-28,3.27136324753768,0.2,"ili perc","quantile","nat"
"US National",2016-12-31,4,2017-01-28,3.44192327589515,0.25,"ili perc","quantile","nat"
"US National",2016-12-31,4,2017-01-28,3.58012292691225,0.3,"ili perc","quantile","nat"
"US National",2016-12-31,4,2017-01-28,3.69754874571875,0.35,"ili perc","quantile","nat"
"US National",2016-12-31,4,2017-01-28,3.74970406542825,0.4,"ili perc","quantile","nat"
"US National",2016-12-31,4,2017-01-28,3.96106270296856,0.45,"ili perc","quantile","nat"
"US National",2016-12-31,4,2017-01-28,4.11542733990161,0.5,"ili perc","quantile","nat"
"US National",2016-12-31,4,2017-01-28,4.22431838557955,0.55,"ili perc","quantile","nat"
"US National",2016-12-31,4,2017-01-28,4.40645375614459,0.6,"ili perc","quantile","nat"
"US National",2016-12-31,4,2017-01-28,4.48975371768602,0.65,"ili perc","quantile","nat"
"US National",2016-12-31,4,2017-01-28,4.60744820176508,0.7,"ili perc","quantile","nat"
"US National",2016-12-31,4,2017-01-28,4.72101641313695,0.75,"ili perc","quantile","nat"
"US National",2016-12-31,4,2017-01-28,4.91730653245319,0.8,"ili perc","quantile","nat"
"US National",2016-12-31,4,2017-01-28,4.99720365526329,0.85,"ili perc","quantile","nat"
"US National",2016-12-31,4,2017-01-28,5.20250507469655,0.9,"ili perc","quantile","nat"
"US National",2016-12-31,4,2017-01-28,5.45966232524812,0.95,"ili perc","quantile","nat"
"US National",2016-12-31,4,2017-01-28,5.77894940957727,0.975,"ili perc","quantile","nat"
"US National",2016-12-31,4,2017-01-28,5.81030444067712,0.99,"ili perc","quantile","nat"
