"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type","region"
"US National",2016-02-13,4,2016-03-12,1.26639346908519,0.01,"ili perc","quantile","nat"
"US National",2016-02-13,4,2016-03-12,1.37350984680327,0.025,"ili perc","quantile","nat"
"US National",2016-02-13,4,2016-03-12,1.61910409557501,0.05,"ili perc","quantile","nat"
"US National",2016-02-13,4,2016-03-12,1.91491545844059,0.1,"ili perc","quantile","nat"
"US National",2016-02-13,4,2016-03-12,2.05456981449717,0.15,"ili perc","quantile","nat"
"US National",2016-02-13,4,2016-03-12,2.29583559142633,0.2,"ili perc","quantile","nat"
"US National",2016-02-13,4,2016-03-12,2.41025592882809,0.25,"ili perc","quantile","nat"
"US National",2016-02-13,4,2016-03-12,2.50764859409502,0.3,"ili perc","quantile","nat"
"US National",2016-02-13,4,2016-03-12,2.61628459599915,0.35,"ili perc","quantile","nat"
"US National",2016-02-13,4,2016-03-12,2.75805460362138,0.4,"ili perc","quantile","nat"
"US National",2016-02-13,4,2016-03-12,2.87226638026437,0.45,"ili perc","quantile","nat"
"US National",2016-02-13,4,2016-03-12,3.0535659179996,0.5,"ili perc","quantile","nat"
"US National",2016-02-13,4,2016-03-12,3.14317263685736,0.55,"ili perc","quantile","nat"
"US National",2016-02-13,4,2016-03-12,3.22449059510311,0.6,"ili perc","quantile","nat"
"US National",2016-02-13,4,2016-03-12,3.28227768364327,0.65,"ili perc","quantile","nat"
"US National",2016-02-13,4,2016-03-12,3.38194575495012,0.7,"ili perc","quantile","nat"
"US National",2016-02-13,4,2016-03-12,3.56646196276167,0.75,"ili perc","quantile","nat"
"US National",2016-02-13,4,2016-03-12,3.66811470183007,0.8,"ili perc","quantile","nat"
"US National",2016-02-13,4,2016-03-12,3.88283187590534,0.85,"ili perc","quantile","nat"
"US National",2016-02-13,4,2016-03-12,4.14081642522751,0.9,"ili perc","quantile","nat"
"US National",2016-02-13,4,2016-03-12,4.5812496732573,0.95,"ili perc","quantile","nat"
"US National",2016-02-13,4,2016-03-12,5.15690759658943,0.975,"ili perc","quantile","nat"
"US National",2016-02-13,4,2016-03-12,6.00927480247773,0.99,"ili perc","quantile","nat"
