"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type","region"
"US National",2016-12-24,4,2017-01-21,2.02435872976646,0.01,"ili perc","quantile","nat"
"US National",2016-12-24,4,2017-01-21,2.12882700218591,0.025,"ili perc","quantile","nat"
"US National",2016-12-24,4,2017-01-21,2.38105117992348,0.05,"ili perc","quantile","nat"
"US National",2016-12-24,4,2017-01-21,2.53951245872084,0.1,"ili perc","quantile","nat"
"US National",2016-12-24,4,2017-01-21,2.70798143965919,0.15,"ili perc","quantile","nat"
"US National",2016-12-24,4,2017-01-21,2.78728105914223,0.2,"ili perc","quantile","nat"
"US National",2016-12-24,4,2017-01-21,2.86948966758198,0.25,"ili perc","quantile","nat"
"US National",2016-12-24,4,2017-01-21,2.92120074718681,0.3,"ili perc","quantile","nat"
"US National",2016-12-24,4,2017-01-21,3.12300203692278,0.35,"ili perc","quantile","nat"
"US National",2016-12-24,4,2017-01-21,3.20432864016347,0.4,"ili perc","quantile","nat"
"US National",2016-12-24,4,2017-01-21,3.34920806020419,0.45,"ili perc","quantile","nat"
"US National",2016-12-24,4,2017-01-21,3.40379769127964,0.5,"ili perc","quantile","nat"
"US National",2016-12-24,4,2017-01-21,3.54063380015424,0.55,"ili perc","quantile","nat"
"US National",2016-12-24,4,2017-01-21,3.61257698780171,0.6,"ili perc","quantile","nat"
"US National",2016-12-24,4,2017-01-21,3.80067291291238,0.65,"ili perc","quantile","nat"
"US National",2016-12-24,4,2017-01-21,3.92851169067593,0.7,"ili perc","quantile","nat"
"US National",2016-12-24,4,2017-01-21,4.16819181093882,0.75,"ili perc","quantile","nat"
"US National",2016-12-24,4,2017-01-21,4.31019128207133,0.8,"ili perc","quantile","nat"
"US National",2016-12-24,4,2017-01-21,4.4426180354152,0.85,"ili perc","quantile","nat"
"US National",2016-12-24,4,2017-01-21,4.66290829149398,0.9,"ili perc","quantile","nat"
"US National",2016-12-24,4,2017-01-21,5.31350870893253,0.95,"ili perc","quantile","nat"
"US National",2016-12-24,4,2017-01-21,6.6877525085946,0.975,"ili perc","quantile","nat"
"US National",2016-12-24,4,2017-01-21,7.16585325552142,0.99,"ili perc","quantile","nat"
