"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type","region"
"US National",2015-10-24,4,2015-11-21,0.659864112048725,0.01,"ili perc","quantile","nat"
"US National",2015-10-24,4,2015-11-21,0.671112779031227,0.025,"ili perc","quantile","nat"
"US National",2015-10-24,4,2015-11-21,0.750604561421156,0.05,"ili perc","quantile","nat"
"US National",2015-10-24,4,2015-11-21,0.945943065051054,0.1,"ili perc","quantile","nat"
"US National",2015-10-24,4,2015-11-21,0.98960298875047,0.15,"ili perc","quantile","nat"
"US National",2015-10-24,4,2015-11-21,1.09929970372779,0.2,"ili perc","quantile","nat"
"US National",2015-10-24,4,2015-11-21,1.14238739442905,0.25,"ili perc","quantile","nat"
"US National",2015-10-24,4,2015-11-21,1.19095708455389,0.3,"ili perc","quantile","nat"
"US National",2015-10-24,4,2015-11-21,1.25696007316315,0.35,"ili perc","quantile","nat"
"US National",2015-10-24,4,2015-11-21,1.36249096629918,0.4,"ili perc","quantile","nat"
"US National",2015-10-24,4,2015-11-21,1.40843667949429,0.45,"ili perc","quantile","nat"
"US National",2015-10-24,4,2015-11-21,1.48156936654296,0.5,"ili perc","quantile","nat"
"US National",2015-10-24,4,2015-11-21,1.53721014934213,0.55,"ili perc","quantile","nat"
"US National",2015-10-24,4,2015-11-21,1.58221201323053,0.6,"ili perc","quantile","nat"
"US National",2015-10-24,4,2015-11-21,1.65223059812008,0.65,"ili perc","quantile","nat"
"US National",2015-10-24,4,2015-11-21,1.72417428295915,0.7,"ili perc","quantile","nat"
"US National",2015-10-24,4,2015-11-21,1.75166718059419,0.75,"ili perc","quantile","nat"
"US National",2015-10-24,4,2015-11-21,1.85776923805404,0.8,"ili perc","quantile","nat"
"US National",2015-10-24,4,2015-11-21,1.96749570015096,0.85,"ili perc","quantile","nat"
"US National",2015-10-24,4,2015-11-21,2.08659916823733,0.9,"ili perc","quantile","nat"
"US National",2015-10-24,4,2015-11-21,2.23302306930738,0.95,"ili perc","quantile","nat"
"US National",2015-10-24,4,2015-11-21,2.5397772129156,0.975,"ili perc","quantile","nat"
"US National",2015-10-24,4,2015-11-21,2.682038199801,0.99,"ili perc","quantile","nat"
