"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type","region"
"US National",2015-11-07,4,2015-12-05,0.597075095262502,0.01,"ili perc","quantile","nat"
"US National",2015-11-07,4,2015-12-05,0.747927077994591,0.025,"ili perc","quantile","nat"
"US National",2015-11-07,4,2015-12-05,0.808648120905035,0.05,"ili perc","quantile","nat"
"US National",2015-11-07,4,2015-12-05,0.873389755446639,0.1,"ili perc","quantile","nat"
"US National",2015-11-07,4,2015-12-05,0.956905938316724,0.15,"ili perc","quantile","nat"
"US National",2015-11-07,4,2015-12-05,1.02857118543293,0.2,"ili perc","quantile","nat"
"US National",2015-11-07,4,2015-12-05,1.12766555979919,0.25,"ili perc","quantile","nat"
"US National",2015-11-07,4,2015-12-05,1.17152527729966,0.3,"ili perc","quantile","nat"
"US National",2015-11-07,4,2015-12-05,1.23257809029956,0.35,"ili perc","quantile","nat"
"US National",2015-11-07,4,2015-12-05,1.26727312389794,0.4,"ili perc","quantile","nat"
"US National",2015-11-07,4,2015-12-05,1.31623618154023,0.45,"ili perc","quantile","nat"
"US National",2015-11-07,4,2015-12-05,1.41148624601975,0.5,"ili perc","quantile","nat"
"US National",2015-11-07,4,2015-12-05,1.45169346851126,0.55,"ili perc","quantile","nat"
"US National",2015-11-07,4,2015-12-05,1.49271931864782,0.6,"ili perc","quantile","nat"
"US National",2015-11-07,4,2015-12-05,1.55968919042759,0.65,"ili perc","quantile","nat"
"US National",2015-11-07,4,2015-12-05,1.63549183069679,0.7,"ili perc","quantile","nat"
"US National",2015-11-07,4,2015-12-05,1.76698680930225,0.75,"ili perc","quantile","nat"
"US National",2015-11-07,4,2015-12-05,1.82934859844571,0.8,"ili perc","quantile","nat"
"US National",2015-11-07,4,2015-12-05,1.93075948638643,0.85,"ili perc","quantile","nat"
"US National",2015-11-07,4,2015-12-05,2.18217763232281,0.9,"ili perc","quantile","nat"
"US National",2015-11-07,4,2015-12-05,2.67769073236506,0.95,"ili perc","quantile","nat"
"US National",2015-11-07,4,2015-12-05,3.14454000090604,0.975,"ili perc","quantile","nat"
"US National",2015-11-07,4,2015-12-05,3.79303353873267,0.99,"ili perc","quantile","nat"
