"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type","region"
"US National",2017-04-15,4,2017-05-13,0.67416138730179,0.01,"ili perc","quantile","nat"
"US National",2017-04-15,4,2017-05-13,0.746154990507051,0.025,"ili perc","quantile","nat"
"US National",2017-04-15,4,2017-05-13,0.929402782786557,0.05,"ili perc","quantile","nat"
"US National",2017-04-15,4,2017-05-13,0.987193496452416,0.1,"ili perc","quantile","nat"
"US National",2017-04-15,4,2017-05-13,1.03364391098783,0.15,"ili perc","quantile","nat"
"US National",2017-04-15,4,2017-05-13,1.11607410246094,0.2,"ili perc","quantile","nat"
"US National",2017-04-15,4,2017-05-13,1.16403978380257,0.25,"ili perc","quantile","nat"
"US National",2017-04-15,4,2017-05-13,1.21560517364209,0.3,"ili perc","quantile","nat"
"US National",2017-04-15,4,2017-05-13,1.27999377240895,0.35,"ili perc","quantile","nat"
"US National",2017-04-15,4,2017-05-13,1.31786926449773,0.4,"ili perc","quantile","nat"
"US National",2017-04-15,4,2017-05-13,1.37347226509309,0.45,"ili perc","quantile","nat"
"US National",2017-04-15,4,2017-05-13,1.45356611130594,0.5,"ili perc","quantile","nat"
"US National",2017-04-15,4,2017-05-13,1.48615665863048,0.55,"ili perc","quantile","nat"
"US National",2017-04-15,4,2017-05-13,1.51573683694286,0.6,"ili perc","quantile","nat"
"US National",2017-04-15,4,2017-05-13,1.56309565740299,0.65,"ili perc","quantile","nat"
"US National",2017-04-15,4,2017-05-13,1.62546705649587,0.7,"ili perc","quantile","nat"
"US National",2017-04-15,4,2017-05-13,1.6969230022674,0.75,"ili perc","quantile","nat"
"US National",2017-04-15,4,2017-05-13,1.78822725614551,0.8,"ili perc","quantile","nat"
"US National",2017-04-15,4,2017-05-13,1.88111716373452,0.85,"ili perc","quantile","nat"
"US National",2017-04-15,4,2017-05-13,2.09919614227512,0.9,"ili perc","quantile","nat"
"US National",2017-04-15,4,2017-05-13,2.37161750051371,0.95,"ili perc","quantile","nat"
"US National",2017-04-15,4,2017-05-13,2.61266900977465,0.975,"ili perc","quantile","nat"
"US National",2017-04-15,4,2017-05-13,2.9762618175247,0.99,"ili perc","quantile","nat"
