"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type","region"
"US National",2017-04-01,4,2017-04-29,0.991641460545908,0.01,"ili perc","quantile","nat"
"US National",2017-04-01,4,2017-04-29,1.03624725608756,0.025,"ili perc","quantile","nat"
"US National",2017-04-01,4,2017-04-29,1.30584826225244,0.05,"ili perc","quantile","nat"
"US National",2017-04-01,4,2017-04-29,1.39708164842369,0.1,"ili perc","quantile","nat"
"US National",2017-04-01,4,2017-04-29,1.55771300827118,0.15,"ili perc","quantile","nat"
"US National",2017-04-01,4,2017-04-29,1.60610465730654,0.2,"ili perc","quantile","nat"
"US National",2017-04-01,4,2017-04-29,1.70243361163391,0.25,"ili perc","quantile","nat"
"US National",2017-04-01,4,2017-04-29,1.79263991688607,0.3,"ili perc","quantile","nat"
"US National",2017-04-01,4,2017-04-29,1.91500747267562,0.35,"ili perc","quantile","nat"
"US National",2017-04-01,4,2017-04-29,2.00433336788498,0.4,"ili perc","quantile","nat"
"US National",2017-04-01,4,2017-04-29,2.07327978574708,0.45,"ili perc","quantile","nat"
"US National",2017-04-01,4,2017-04-29,2.13289034388191,0.5,"ili perc","quantile","nat"
"US National",2017-04-01,4,2017-04-29,2.2738750360196,0.55,"ili perc","quantile","nat"
"US National",2017-04-01,4,2017-04-29,2.33460019339805,0.6,"ili perc","quantile","nat"
"US National",2017-04-01,4,2017-04-29,2.40648819508311,0.65,"ili perc","quantile","nat"
"US National",2017-04-01,4,2017-04-29,2.51257531657941,0.7,"ili perc","quantile","nat"
"US National",2017-04-01,4,2017-04-29,2.65169621516453,0.75,"ili perc","quantile","nat"
"US National",2017-04-01,4,2017-04-29,2.68994660330759,0.8,"ili perc","quantile","nat"
"US National",2017-04-01,4,2017-04-29,2.79424120620896,0.85,"ili perc","quantile","nat"
"US National",2017-04-01,4,2017-04-29,3.0206729646387,0.9,"ili perc","quantile","nat"
"US National",2017-04-01,4,2017-04-29,3.35466870503329,0.95,"ili perc","quantile","nat"
"US National",2017-04-01,4,2017-04-29,4.49733521200713,0.975,"ili perc","quantile","nat"
"US National",2017-04-01,4,2017-04-29,5.26793016025626,0.99,"ili perc","quantile","nat"
