"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type","region"
"US National",2016-02-20,4,2016-03-19,1.81490571765803,0.01,"ili perc","quantile","nat"
"US National",2016-02-20,4,2016-03-19,1.99944424648108,0.025,"ili perc","quantile","nat"
"US National",2016-02-20,4,2016-03-19,2.23271037986659,0.05,"ili perc","quantile","nat"
"US National",2016-02-20,4,2016-03-19,2.54475305932534,0.1,"ili perc","quantile","nat"
"US National",2016-02-20,4,2016-03-19,2.72878435738509,0.15,"ili perc","quantile","nat"
"US National",2016-02-20,4,2016-03-19,2.91473194854268,0.2,"ili perc","quantile","nat"
"US National",2016-02-20,4,2016-03-19,2.98700120656115,0.25,"ili perc","quantile","nat"
"US National",2016-02-20,4,2016-03-19,3.06491997722502,0.3,"ili perc","quantile","nat"
"US National",2016-02-20,4,2016-03-19,3.13479852598304,0.35,"ili perc","quantile","nat"
"US National",2016-02-20,4,2016-03-19,3.1740351329862,0.4,"ili perc","quantile","nat"
"US National",2016-02-20,4,2016-03-19,3.37864267427741,0.45,"ili perc","quantile","nat"
"US National",2016-02-20,4,2016-03-19,3.47672521613579,0.5,"ili perc","quantile","nat"
"US National",2016-02-20,4,2016-03-19,3.52312034363813,0.55,"ili perc","quantile","nat"
"US National",2016-02-20,4,2016-03-19,3.69680297982097,0.6,"ili perc","quantile","nat"
"US National",2016-02-20,4,2016-03-19,3.81783033016151,0.65,"ili perc","quantile","nat"
"US National",2016-02-20,4,2016-03-19,3.94906348157966,0.7,"ili perc","quantile","nat"
"US National",2016-02-20,4,2016-03-19,4.19656199690253,0.75,"ili perc","quantile","nat"
"US National",2016-02-20,4,2016-03-19,4.38153865384406,0.8,"ili perc","quantile","nat"
"US National",2016-02-20,4,2016-03-19,4.59989075120225,0.85,"ili perc","quantile","nat"
"US National",2016-02-20,4,2016-03-19,4.84020809161984,0.9,"ili perc","quantile","nat"
"US National",2016-02-20,4,2016-03-19,5.56121130185124,0.95,"ili perc","quantile","nat"
"US National",2016-02-20,4,2016-03-19,5.98501648719799,0.975,"ili perc","quantile","nat"
"US National",2016-02-20,4,2016-03-19,6.96813635779622,0.99,"ili perc","quantile","nat"
