"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type","region"
"US National",2017-04-29,4,2017-05-27,0.45270430744807,0.01,"ili perc","quantile","nat"
"US National",2017-04-29,4,2017-05-27,0.614829086873388,0.025,"ili perc","quantile","nat"
"US National",2017-04-29,4,2017-05-27,0.705201070635716,0.05,"ili perc","quantile","nat"
"US National",2017-04-29,4,2017-05-27,0.791547300029954,0.1,"ili perc","quantile","nat"
"US National",2017-04-29,4,2017-05-27,0.835721786084138,0.15,"ili perc","quantile","nat"
"US National",2017-04-29,4,2017-05-27,0.935324519709639,0.2,"ili perc","quantile","nat"
"US National",2017-04-29,4,2017-05-27,0.954298868518366,0.25,"ili perc","quantile","nat"
"US National",2017-04-29,4,2017-05-27,1.00625041421468,0.3,"ili perc","quantile","nat"
"US National",2017-04-29,4,2017-05-27,1.03671672013293,0.35,"ili perc","quantile","nat"
"US National",2017-04-29,4,2017-05-27,1.06718736276584,0.4,"ili perc","quantile","nat"
"US National",2017-04-29,4,2017-05-27,1.13025392639202,0.45,"ili perc","quantile","nat"
"US National",2017-04-29,4,2017-05-27,1.17558807745182,0.5,"ili perc","quantile","nat"
"US National",2017-04-29,4,2017-05-27,1.21156759625002,0.55,"ili perc","quantile","nat"
"US National",2017-04-29,4,2017-05-27,1.2659728688641,0.6,"ili perc","quantile","nat"
"US National",2017-04-29,4,2017-05-27,1.34375123708558,0.65,"ili perc","quantile","nat"
"US National",2017-04-29,4,2017-05-27,1.4295855000663,0.7,"ili perc","quantile","nat"
"US National",2017-04-29,4,2017-05-27,1.49335009481858,0.75,"ili perc","quantile","nat"
"US National",2017-04-29,4,2017-05-27,1.56615180447311,0.8,"ili perc","quantile","nat"
"US National",2017-04-29,4,2017-05-27,1.74775611435497,0.85,"ili perc","quantile","nat"
"US National",2017-04-29,4,2017-05-27,1.93987352440533,0.9,"ili perc","quantile","nat"
"US National",2017-04-29,4,2017-05-27,2.12399245973048,0.95,"ili perc","quantile","nat"
"US National",2017-04-29,4,2017-05-27,2.21453856862656,0.975,"ili perc","quantile","nat"
"US National",2017-04-29,4,2017-05-27,2.80408664262496,0.99,"ili perc","quantile","nat"
