"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type","region"
"US National",2016-10-22,4,2016-11-19,0.579437883291759,0.01,"ili perc","quantile","nat"
"US National",2016-10-22,4,2016-11-19,0.623373990650114,0.025,"ili perc","quantile","nat"
"US National",2016-10-22,4,2016-11-19,0.675995402496132,0.05,"ili perc","quantile","nat"
"US National",2016-10-22,4,2016-11-19,0.740271325046645,0.1,"ili perc","quantile","nat"
"US National",2016-10-22,4,2016-11-19,0.769092438304004,0.15,"ili perc","quantile","nat"
"US National",2016-10-22,4,2016-11-19,0.824987355099638,0.2,"ili perc","quantile","nat"
"US National",2016-10-22,4,2016-11-19,0.882286073517039,0.25,"ili perc","quantile","nat"
"US National",2016-10-22,4,2016-11-19,0.928213472571672,0.3,"ili perc","quantile","nat"
"US National",2016-10-22,4,2016-11-19,0.973378156303059,0.35,"ili perc","quantile","nat"
"US National",2016-10-22,4,2016-11-19,1.02085606122284,0.4,"ili perc","quantile","nat"
"US National",2016-10-22,4,2016-11-19,1.06197830143378,0.45,"ili perc","quantile","nat"
"US National",2016-10-22,4,2016-11-19,1.11534996479878,0.5,"ili perc","quantile","nat"
"US National",2016-10-22,4,2016-11-19,1.17770409225017,0.55,"ili perc","quantile","nat"
"US National",2016-10-22,4,2016-11-19,1.19907385244457,0.6,"ili perc","quantile","nat"
"US National",2016-10-22,4,2016-11-19,1.29504463561616,0.65,"ili perc","quantile","nat"
"US National",2016-10-22,4,2016-11-19,1.32637994911336,0.7,"ili perc","quantile","nat"
"US National",2016-10-22,4,2016-11-19,1.37502101458977,0.75,"ili perc","quantile","nat"
"US National",2016-10-22,4,2016-11-19,1.48713819778078,0.8,"ili perc","quantile","nat"
"US National",2016-10-22,4,2016-11-19,1.63210064701027,0.85,"ili perc","quantile","nat"
"US National",2016-10-22,4,2016-11-19,1.77064556314774,0.9,"ili perc","quantile","nat"
"US National",2016-10-22,4,2016-11-19,1.98269553154599,0.95,"ili perc","quantile","nat"
"US National",2016-10-22,4,2016-11-19,2.06887767716138,0.975,"ili perc","quantile","nat"
"US National",2016-10-22,4,2016-11-19,2.35462889913027,0.99,"ili perc","quantile","nat"
