"location","target","horizon","target_end_date","output_type","output_type_id","value"
"HHS Region 1","ili perc",1,2018-12-08,"quantile",0.01,0.882610632147261
"HHS Region 1","ili perc",1,2018-12-08,"quantile",0.025,1.0867160884176
"HHS Region 1","ili perc",1,2018-12-08,"quantile",0.05,1.18793096084399
"HHS Region 1","ili perc",1,2018-12-08,"quantile",0.1,1.28838103683412
"HHS Region 1","ili perc",1,2018-12-08,"quantile",0.15,1.34565782992195
"HHS Region 1","ili perc",1,2018-12-08,"quantile",0.2,1.37165896350746
"HHS Region 1","ili perc",1,2018-12-08,"quantile",0.25,1.38996018183057
"HHS Region 1","ili perc",1,2018-12-08,"quantile",0.3,1.41528744525252
"HHS Region 1","ili perc",1,2018-12-08,"quantile",0.35,1.43001708510804
"HHS Region 1","ili perc",1,2018-12-08,"quantile",0.4,1.44563612452445
"HHS Region 1","ili perc",1,2018-12-08,"quantile",0.45,1.48308845021641
"HHS Region 1","ili perc",1,2018-12-08,"quantile",0.5,1.50487652371323
"HHS Region 1","ili perc",1,2018-12-08,"quantile",0.55,1.52024410947511
"HHS Region 1","ili perc",1,2018-12-08,"quantile",0.6,1.55526935308687
"HHS Region 1","ili perc",1,2018-12-08,"quantile",0.65,1.57587354884558
"HHS Region 1","ili perc",1,2018-12-08,"quantile",0.7,1.61474969369828
"HHS Region 1","ili perc",1,2018-12-08,"quantile",0.75,1.66436682965981
"HHS Region 1","ili perc",1,2018-12-08,"quantile",0.8,1.70546003929618
"HHS Region 1","ili perc",1,2018-12-08,"quantile",0.85,1.74289993070231
"HHS Region 1","ili perc",1,2018-12-08,"quantile",0.9,1.85279441994556
"HHS Region 1","ili perc",1,2018-12-08,"quantile",0.95,1.90311368564716
"HHS Region 1","ili perc",1,2018-12-08,"quantile",0.975,1.92808138076032
"HHS Region 1","ili perc",1,2018-12-08,"quantile",0.99,1.99135583108336
"HHS Region 1","ili perc",2,2018-12-15,"quantile",0.01,0.999609467910964
"HHS Region 1","ili perc",2,2018-12-15,"quantile",0.025,1.07295661477627
"HHS Region 1","ili perc",2,2018-12-15,"quantile",0.05,1.18690867018557
"HHS Region 1","ili perc",2,2018-12-15,"quantile",0.1,1.32886809645392
"HHS Region 1","ili perc",2,2018-12-15,"quantile",0.15,1.38106074570176
"HHS Region 1","ili perc",2,2018-12-15,"quantile",0.2,1.42322632336393
"HHS Region 1","ili perc",2,2018-12-15,"quantile",0.25,1.49946401539854
"HHS Region 1","ili perc",2,2018-12-15,"quantile",0.3,1.52528785433588
"HHS Region 1","ili perc",2,2018-12-15,"quantile",0.35,1.56142488427479
"HHS Region 1","ili perc",2,2018-12-15,"quantile",0.4,1.60468524454863
"HHS Region 1","ili perc",2,2018-12-15,"quantile",0.45,1.62510600382474
"HHS Region 1","ili perc",2,2018-12-15,"quantile",0.5,1.65295795530181
"HHS Region 1","ili perc",2,2018-12-15,"quantile",0.55,1.66902454168908
"HHS Region 1","ili perc",2,2018-12-15,"quantile",0.6,1.71506682540714
"HHS Region 1","ili perc",2,2018-12-15,"quantile",0.65,1.74835995530016
"HHS Region 1","ili perc",2,2018-12-15,"quantile",0.7,1.79889520627927
"HHS Region 1","ili perc",2,2018-12-15,"quantile",0.75,1.82609471396261
"HHS Region 1","ili perc",2,2018-12-15,"quantile",0.8,1.87564909668121
"HHS Region 1","ili perc",2,2018-12-15,"quantile",0.85,1.94495591137148
"HHS Region 1","ili perc",2,2018-12-15,"quantile",0.9,2.01917417470658
"HHS Region 1","ili perc",2,2018-12-15,"quantile",0.95,2.08458787663722
"HHS Region 1","ili perc",2,2018-12-15,"quantile",0.975,2.1263740857442
"HHS Region 1","ili perc",2,2018-12-15,"quantile",0.99,2.19020426640938
"HHS Region 1","ili perc",3,2018-12-22,"quantile",0.01,0.969812608938635
"HHS Region 1","ili perc",3,2018-12-22,"quantile",0.025,1.10628939303747
"HHS Region 1","ili perc",3,2018-12-22,"quantile",0.05,1.19683774368452
"HHS Region 1","ili perc",3,2018-12-22,"quantile",0.1,1.29721668586309
"HHS Region 1","ili perc",3,2018-12-22,"quantile",0.15,1.41069344888768
"HHS Region 1","ili perc",3,2018-12-22,"quantile",0.2,1.45574882511264
"HHS Region 1","ili perc",3,2018-12-22,"quantile",0.25,1.52898371552366
"HHS Region 1","ili perc",3,2018-12-22,"quantile",0.3,1.59267810688593
"HHS Region 1","ili perc",3,2018-12-22,"quantile",0.35,1.63311087374944
"HHS Region 1","ili perc",3,2018-12-22,"quantile",0.4,1.67085803106145
