"location","target","horizon","target_end_date","output_type","output_type_id","value"
"HHS Region 1","ili perc",1,2018-01-13,"quantile",0.01,2.65109963331262
"HHS Region 1","ili perc",1,2018-01-13,"quantile",0.025,2.75132940725977
"HHS Region 1","ili perc",1,2018-01-13,"quantile",0.05,2.79213696361976
"HHS Region 1","ili perc",1,2018-01-13,"quantile",0.1,2.88298616779832
"HHS Region 1","ili perc",1,2018-01-13,"quantile",0.15,2.93600342640267
"HHS Region 1","ili perc",1,2018-01-13,"quantile",0.2,3.0055765781489
"HHS Region 1","ili perc",1,2018-01-13,"quantile",0.25,3.06251346232263
"HHS Region 1","ili perc",1,2018-01-13,"quantile",0.3,3.08488929162794
"HHS Region 1","ili perc",1,2018-01-13,"quantile",0.35,3.11091041415072
"HHS Region 1","ili perc",1,2018-01-13,"quantile",0.4,3.16023967210949
"HHS Region 1","ili perc",1,2018-01-13,"quantile",0.45,3.17941667398418
"HHS Region 1","ili perc",1,2018-01-13,"quantile",0.5,3.22353784027198
"HHS Region 1","ili perc",1,2018-01-13,"quantile",0.55,3.2512968780982
"HHS Region 1","ili perc",1,2018-01-13,"quantile",0.6,3.2896379621355
"HHS Region 1","ili perc",1,2018-01-13,"quantile",0.65,3.32812721264262
"HHS Region 1","ili perc",1,2018-01-13,"quantile",0.7,3.3736616676088
"HHS Region 1","ili perc",1,2018-01-13,"quantile",0.75,3.41285077431755
"HHS Region 1","ili perc",1,2018-01-13,"quantile",0.8,3.47690466978629
"HHS Region 1","ili perc",1,2018-01-13,"quantile",0.85,3.61364815154568
"HHS Region 1","ili perc",1,2018-01-13,"quantile",0.9,3.74906032907149
"HHS Region 1","ili perc",1,2018-01-13,"quantile",0.95,3.89677714904882
"HHS Region 1","ili perc",1,2018-01-13,"quantile",0.975,4.25406598282845
"HHS Region 1","ili perc",1,2018-01-13,"quantile",0.99,5.46056293085194
"HHS Region 1","ili perc",2,2018-01-20,"quantile",0.01,2.69978303775808
"HHS Region 1","ili perc",2,2018-01-20,"quantile",0.025,2.89404499032308
"HHS Region 1","ili perc",2,2018-01-20,"quantile",0.05,3.07471212606649
"HHS Region 1","ili perc",2,2018-01-20,"quantile",0.1,3.18727021776177
"HHS Region 1","ili perc",2,2018-01-20,"quantile",0.15,3.29460253024729
"HHS Region 1","ili perc",2,2018-01-20,"quantile",0.2,3.32258114593672
"HHS Region 1","ili perc",2,2018-01-20,"quantile",0.25,3.41512565309429
"HHS Region 1","ili perc",2,2018-01-20,"quantile",0.3,3.44845443222521
"HHS Region 1","ili perc",2,2018-01-20,"quantile",0.35,3.50799247306579
"HHS Region 1","ili perc",2,2018-01-20,"quantile",0.4,3.58114800386209
"HHS Region 1","ili perc",2,2018-01-20,"quantile",0.45,3.62985209066548
"HHS Region 1","ili perc",2,2018-01-20,"quantile",0.5,3.66838543354467
"HHS Region 1","ili perc",2,2018-01-20,"quantile",0.55,3.70254572847865
"HHS Region 1","ili perc",2,2018-01-20,"quantile",0.6,3.78312556762707
"HHS Region 1","ili perc",2,2018-01-20,"quantile",0.65,3.81949408834461
"HHS Region 1","ili perc",2,2018-01-20,"quantile",0.7,3.85975155516679
"HHS Region 1","ili perc",2,2018-01-20,"quantile",0.75,3.95242854907266
"HHS Region 1","ili perc",2,2018-01-20,"quantile",0.8,4.043131319788
"HHS Region 1","ili perc",2,2018-01-20,"quantile",0.85,4.12096014759854
"HHS Region 1","ili perc",2,2018-01-20,"quantile",0.9,4.2232073856439
"HHS Region 1","ili perc",2,2018-01-20,"quantile",0.95,4.50720615334873
"HHS Region 1","ili perc",2,2018-01-20,"quantile",0.975,4.73114287647834
"HHS Region 1","ili perc",2,2018-01-20,"quantile",0.99,5.02078356447308
"HHS Region 1","ili perc",3,2018-01-27,"quantile",0.01,3.00930930716227
"HHS Region 1","ili perc",3,2018-01-27,"quantile",0.025,3.09895501927957
"HHS Region 1","ili perc",3,2018-01-27,"quantile",0.05,3.23190064403723
"HHS Region 1","ili perc",3,2018-01-27,"quantile",0.1,3.49034635662025
"HHS Region 1","ili perc",3,2018-01-27,"quantile",0.15,3.52918028325191
"HHS Region 1","ili perc",3,2018-01-27,"quantile",0.2,3.67261811057909
"HHS Region 1","ili perc",3,2018-01-27,"quantile",0.25,3.83186186424817
"HHS Region 1","ili perc",3,2018-01-27,"quantile",0.3,3.87362311392504
"HHS Region 1","ili perc",3,2018-01-27,"quantile",0.35,3.97581687719579
"HHS Region 1","ili perc",3,2018-01-27,"quantile",0.4,4.11270677040215
"HHS Region 1","ili perc",3,2018-01-27,"quantile",0.45,4.18955770380971
"HHS Region 1","ili perc",3,2018-01-27,"quantile",0.5,4.22176866303496
"HHS Region 1","ili perc",3,2018-01-27,"quantile",0.55,4.32150188501413
"HHS Region 1","ili perc",3,2018-01-27,"quantile",0.6,4.40598971884977
"HHS Region 1","ili perc",3,2018-01-27,"quantile",0.65,4.4537591748163
"HHS Region 1","ili perc",3,2018-01-27,"quantile",0.7,4.5076159934648
"HHS Region 1","ili perc",3,2018-01-27,"quantile",0.75,4.61945198897675
"HHS Region 1","ili perc",3,2018-01-27,"quantile",0.8,4.72985067132018
"HHS Region 1","ili perc",3,2018-01-27,"quantile",0.85,4.76028408330675
"HHS Region 1","ili perc",3,2018-01-27,"quantile",0.9,4.9230412975673
"HHS Region 1","ili perc",3,2018-01-27,"quantile",0.95,5.21353247403223
"HHS Region 1","ili perc",3,2018-01-27,"quantile",0.975,5.4582346285367
