"location","target","horizon","target_end_date","output_type","output_type_id","value"
"HHS Region 1","ili perc",1,2019-01-12,"quantile",0.01,2.14846413029364
"HHS Region 1","ili perc",1,2019-01-12,"quantile",0.025,2.355187054578
"HHS Region 1","ili perc",1,2019-01-12,"quantile",0.05,2.4054516002412
"HHS Region 1","ili perc",1,2019-01-12,"quantile",0.1,2.52348356035518
"HHS Region 1","ili perc",1,2019-01-12,"quantile",0.15,2.57826787700097
"HHS Region 1","ili perc",1,2019-01-12,"quantile",0.2,2.61619120295135
"HHS Region 1","ili perc",1,2019-01-12,"quantile",0.25,2.74608758459359
"HHS Region 1","ili perc",1,2019-01-12,"quantile",0.3,2.79691140916578
"HHS Region 1","ili perc",1,2019-01-12,"quantile",0.35,2.81115330998671
"HHS Region 1","ili perc",1,2019-01-12,"quantile",0.4,2.82372994080787
"HHS Region 1","ili perc",1,2019-01-12,"quantile",0.45,2.85062203892722
"HHS Region 1","ili perc",1,2019-01-12,"quantile",0.5,2.88763423704518
"HHS Region 1","ili perc",1,2019-01-12,"quantile",0.55,2.92400205508132
"HHS Region 1","ili perc",1,2019-01-12,"quantile",0.6,2.96033733328589
"HHS Region 1","ili perc",1,2019-01-12,"quantile",0.65,2.99439980254601
"HHS Region 1","ili perc",1,2019-01-12,"quantile",0.7,3.02805115489297
"HHS Region 1","ili perc",1,2019-01-12,"quantile",0.75,3.05512556461089
"HHS Region 1","ili perc",1,2019-01-12,"quantile",0.8,3.10130228204238
"HHS Region 1","ili perc",1,2019-01-12,"quantile",0.85,3.17252639234929
"HHS Region 1","ili perc",1,2019-01-12,"quantile",0.9,3.30133343702179
"HHS Region 1","ili perc",1,2019-01-12,"quantile",0.95,3.56027518853622
"HHS Region 1","ili perc",1,2019-01-12,"quantile",0.975,4.1321996592894
"HHS Region 1","ili perc",1,2019-01-12,"quantile",0.99,5.21483440670753
"HHS Region 1","ili perc",2,2019-01-19,"quantile",0.01,2.02704577283644
"HHS Region 1","ili perc",2,2019-01-19,"quantile",0.025,2.14722170044623
"HHS Region 1","ili perc",2,2019-01-19,"quantile",0.05,2.36044829216731
"HHS Region 1","ili perc",2,2019-01-19,"quantile",0.1,2.46369024786905
"HHS Region 1","ili perc",2,2019-01-19,"quantile",0.15,2.5170838428464
"HHS Region 1","ili perc",2,2019-01-19,"quantile",0.2,2.59926515045116
"HHS Region 1","ili perc",2,2019-01-19,"quantile",0.25,2.69231199823724
"HHS Region 1","ili perc",2,2019-01-19,"quantile",0.3,2.74457587819724
"HHS Region 1","ili perc",2,2019-01-19,"quantile",0.35,2.78505799583849
"HHS Region 1","ili perc",2,2019-01-19,"quantile",0.4,2.83175835267899
"HHS Region 1","ili perc",2,2019-01-19,"quantile",0.45,2.85809010369751
"HHS Region 1","ili perc",2,2019-01-19,"quantile",0.5,2.9217072193824
"HHS Region 1","ili perc",2,2019-01-19,"quantile",0.55,2.98952294462727
"HHS Region 1","ili perc",2,2019-01-19,"quantile",0.6,3.06319408553057
