"location","target","horizon","target_end_date","output_type","output_type_id","value"
"HHS Region 1","ili perc",1,2019-04-13,"quantile",0.01,1.36582971867084
"HHS Region 1","ili perc",1,2019-04-13,"quantile",0.025,1.65029712797493
"HHS Region 1","ili perc",1,2019-04-13,"quantile",0.05,1.82879094151103
"HHS Region 1","ili perc",1,2019-04-13,"quantile",0.1,1.92423824483281
"HHS Region 1","ili perc",1,2019-04-13,"quantile",0.15,1.99799536158157
"HHS Region 1","ili perc",1,2019-04-13,"quantile",0.2,2.03209477656954
"HHS Region 1","ili perc",1,2019-04-13,"quantile",0.25,2.09131785778647
"HHS Region 1","ili perc",1,2019-04-13,"quantile",0.3,2.11389252695589
"HHS Region 1","ili perc",1,2019-04-13,"quantile",0.35,2.1291978758144
"HHS Region 1","ili perc",1,2019-04-13,"quantile",0.4,2.17697871845928
"HHS Region 1","ili perc",1,2019-04-13,"quantile",0.45,2.21346066219342
"HHS Region 1","ili perc",1,2019-04-13,"quantile",0.5,2.22686872755427
"HHS Region 1","ili perc",1,2019-04-13,"quantile",0.55,2.2714193321112
"HHS Region 1","ili perc",1,2019-04-13,"quantile",0.6,2.30442139058599
"HHS Region 1","ili perc",1,2019-04-13,"quantile",0.65,2.32217393452323
"HHS Region 1","ili perc",1,2019-04-13,"quantile",0.7,2.34987265610013
"HHS Region 1","ili perc",1,2019-04-13,"quantile",0.75,2.36754820866348
"HHS Region 1","ili perc",1,2019-04-13,"quantile",0.8,2.42802614266334
"HHS Region 1","ili perc",1,2019-04-13,"quantile",0.85,2.47280348391025
"HHS Region 1","ili perc",1,2019-04-13,"quantile",0.9,2.55179836502516
"HHS Region 1","ili perc",1,2019-04-13,"quantile",0.95,2.66862981655101
"HHS Region 1","ili perc",1,2019-04-13,"quantile",0.975,2.69388183790343
"HHS Region 1","ili perc",1,2019-04-13,"quantile",0.99,2.85924367837531
"HHS Region 1","ili perc",2,2019-04-20,"quantile",0.01,1.23781453903678
"HHS Region 1","ili perc",2,2019-04-20,"quantile",0.025,1.28082369607803
"HHS Region 1","ili perc",2,2019-04-20,"quantile",0.05,1.37395191821848
"HHS Region 1","ili perc",2,2019-04-20,"quantile",0.1,1.53537375404919
"HHS Region 1","ili perc",2,2019-04-20,"quantile",0.15,1.70573826850506
"HHS Region 1","ili perc",2,2019-04-20,"quantile",0.2,1.78299824388963
"HHS Region 1","ili perc",2,2019-04-20,"quantile",0.25,1.85838960973288
"HHS Region 1","ili perc",2,2019-04-20,"quantile",0.3,1.9064471401238
"HHS Region 1","ili perc",2,2019-04-20,"quantile",0.35,1.9370271504016
"HHS Region 1","ili perc",2,2019-04-20,"quantile",0.4,1.98332647815004
"HHS Region 1","ili perc",2,2019-04-20,"quantile",0.45,1.99804052546419
"HHS Region 1","ili perc",2,2019-04-20,"quantile",0.5,2.03302668441235
"HHS Region 1","ili perc",2,2019-04-20,"quantile",0.55,2.07154060385685
