"location","target","horizon","target_end_date","output_type","output_type_id","value"
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.01,0.867086777394753
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.025,0.903608835194926
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.05,0.99990251263431
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.1,1.02222960126098
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.15,1.10891085981102
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.2,1.14579944699884
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.25,1.17902180381535
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.3,1.21461694059469
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.35,1.26624990519429
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.4,1.27792743391195
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.45,1.32279919804741
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.5,1.33503448622723
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.55,1.34015814248187
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.6,1.37462967136607
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.65,1.39475149560674
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.7,1.40659936353726
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.75,1.42570448036652
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.8,1.45119652296904
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.85,1.49979969388456
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.9,1.52747965247849
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.95,1.60442234716714
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.975,1.87475269959069
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.99,2.16729683688509
"HHS Region 1","ili perc",2,2018-05-05,"quantile",0.01,0.62671207588115
"HHS Region 1","ili perc",2,2018-05-05,"quantile",0.025,0.654039902921028
"HHS Region 1","ili perc",2,2018-05-05,"quantile",0.05,0.699154919541576
"HHS Region 1","ili perc",2,2018-05-05,"quantile",0.1,0.724248409338003
"HHS Region 1","ili perc",2,2018-05-05,"quantile",0.15,0.839873139576208
"HHS Region 1","ili perc",2,2018-05-05,"quantile",0.2,0.898705643405101
"HHS Region 1","ili perc",2,2018-05-05,"quantile",0.25,0.935616135828449
"HHS Region 1","ili perc",2,2018-05-05,"quantile",0.3,0.963346675448727
"HHS Region 1","ili perc",2,2018-05-05,"quantile",0.35,0.981322199096813
"HHS Region 1","ili perc",2,2018-05-05,"quantile",0.4,0.998541986567152
"HHS Region 1","ili perc",2,2018-05-05,"quantile",0.45,1.02080581277262
"HHS Region 1","ili perc",2,2018-05-05,"quantile",0.5,1.04084451789701
"HHS Region 1","ili perc",2,2018-05-05,"quantile",0.55,1.07912896002105
"HHS Region 1","ili perc",2,2018-05-05,"quantile",0.6,1.1004577410282
"HHS Region 1","ili perc",2,2018-05-05,"quantile",0.65,1.13273682843024
"HHS Region 1","ili perc",2,2018-05-05,"quantile",0.7,1.16684922698258
"HHS Region 1","ili perc",2,2018-05-05,"quantile",0.75,1.2002585704721
"HHS Region 1","ili perc",2,2018-05-05,"quantile",0.8,1.29259899313496
"HHS Region 1","ili perc",2,2018-05-05,"quantile",0.85,1.32723378178665
"HHS Region 1","ili perc",2,2018-05-05,"quantile",0.9,1.38301625431756
"HHS Region 1","ili perc",2,2018-05-05,"quantile",0.95,1.56825938391983
"HHS Region 1","ili perc",2,2018-05-05,"quantile",0.975,1.60622757269057
"HHS Region 1","ili perc",2,2018-05-05,"quantile",0.99,1.67882456118627
"HHS Region 1","ili perc",3,2018-05-12,"quantile",0.01,0.389840665627474
"HHS Region 1","ili perc",3,2018-05-12,"quantile",0.025,0.414786387560482
"HHS Region 1","ili perc",3,2018-05-12,"quantile",0.05,0.449005046644384
"HHS Region 1","ili perc",3,2018-05-12,"quantile",0.1,0.520427012149013
"HHS Region 1","ili perc",3,2018-05-12,"quantile",0.15,0.559877971222847
"HHS Region 1","ili perc",3,2018-05-12,"quantile",0.2,0.598438799936494
"HHS Region 1","ili perc",3,2018-05-12,"quantile",0.25,0.660192987075844
"HHS Region 1","ili perc",3,2018-05-12,"quantile",0.3,0.681198401210413
"HHS Region 1","ili perc",3,2018-05-12,"quantile",0.35,0.731464373853824
"HHS Region 1","ili perc",3,2018-05-12,"quantile",0.4,0.76046509031452
"HHS Region 1","ili perc",3,2018-05-12,"quantile",0.45,0.773321414420157
"HHS Region 1","ili perc",3,2018-05-12,"quantile",0.5,0.785863931859949
"HHS Region 1","ili perc",3,2018-05-12,"quantile",0.55,0.81623887260909
"HHS Region 1","ili perc",3,2018-05-12,"quantile",0.6,0.843498345789356
"HHS Region 1","ili perc",3,2018-05-12,"quantile",0.65,0.863027665697773
"HHS Region 1","ili perc",3,2018-05-12,"quantile",0.7,0.880158327131697
"HHS Region 1","ili perc",3,2018-05-12,"quantile",0.75,0.919483012984534
"HHS Region 1","ili perc",3,2018-05-12,"quantile",0.8,0.974103473021794
"HHS Region 1","ili perc",3,2018-05-12,"quantile",0.85,1.04120547800882
"HHS Region 1","ili perc",3,2018-05-12,"quantile",0.9,1.10116513459279
"HHS Region 1","ili perc",3,2018-05-12,"quantile",0.95,1.19117331355391
"HHS Region 1","ili perc",3,2018-05-12,"quantile",0.975,1.32375998173207
"HHS Region 1","ili perc",3,2018-05-12,"quantile",0.99,1.35129970044915
"HHS Region 1","ili perc",4,2018-05-19,"quantile",0.01,0.144042955302704
"HHS Region 1","ili perc",4,2018-05-19,"quantile",0.025,0.282158923513466
"HHS Region 1","ili perc",4,2018-05-19,"quantile",0.05,0.40531771495419
"HHS Region 1","ili perc",4,2018-05-19,"quantile",0.1,0.479342202781666
"HHS Region 1","ili perc",4,2018-05-19,"quantile",0.15,0.521195875388565
"HHS Region 1","ili perc",4,2018-05-19,"quantile",0.2,0.563786424635267
"HHS Region 1","ili perc",4,2018-05-19,"quantile",0.25,0.586693048430871
"HHS Region 1","ili perc",4,2018-05-19,"quantile",0.3,0.602691596635541
"HHS Region 1","ili perc",4,2018-05-19,"quantile",0.35,0.625754719040336
"HHS Region 1","ili perc",4,2018-05-19,"quantile",0.4,0.650419138730702
"HHS Region 1","ili perc",4,2018-05-19,"quantile",0.45,0.682808112817331
"HHS Region 1","ili perc",4,2018-05-19,"quantile",0.5,0.71640819665061
"HHS Region 1","ili perc",4,2018-05-19,"quantile",0.55,0.730511241815743
"HHS Region 1","ili perc",4,2018-05-19,"quantile",0.6,0.758533840369707
"HHS Region 1","ili perc",4,2018-05-19,"quantile",0.65,0.787638558718847
"HHS Region 1","ili perc",4,2018-05-19,"quantile",0.7,0.831617052498326
"HHS Region 1","ili perc",4,2018-05-19,"quantile",0.75,0.890442767091144
"HHS Region 1","ili perc",4,2018-05-19,"quantile",0.8,0.939556471162031
"HHS Region 1","ili perc",4,2018-05-19,"quantile",0.85,1.0150287645332
"HHS Region 1","ili perc",4,2018-05-19,"quantile",0.9,1.08753893439769
"HHS Region 1","ili perc",4,2018-05-19,"quantile",0.95,1.14707087935937
"HHS Region 1","ili perc",4,2018-05-19,"quantile",0.975,1.23016445152757
"HHS Region 1","ili perc",4,2018-05-19,"quantile",0.99,1.44958958254597
"HHS Region 10","ili perc",1,2018-04-28,"quantile",0.01,0.467074728693421
"HHS Region 10","ili perc",1,2018-04-28,"quantile",0.025,0.507574187340486
"HHS Region 10","ili perc",1,2018-04-28,"quantile",0.05,0.613604977319169
"HHS Region 10","ili perc",1,2018-04-28,"quantile",0.1,0.679001342948652
"HHS Region 10","ili perc",1,2018-04-28,"quantile",0.15,0.701188793803181
"HHS Region 10","ili perc",1,2018-04-28,"quantile",0.2,0.722869282056142
"HHS Region 10","ili perc",1,2018-04-28,"quantile",0.25,0.759129282443417
"HHS Region 10","ili perc",1,2018-04-28,"quantile",0.3,0.782146873415883
"HHS Region 10","ili perc",1,2018-04-28,"quantile",0.35,0.799508187730331
"HHS Region 10","ili perc",1,2018-04-28,"quantile",0.4,0.825898887566144
"HHS Region 10","ili perc",1,2018-04-28,"quantile",0.45,0.83943098726109
"HHS Region 10","ili perc",1,2018-04-28,"quantile",0.5,0.868579804007121
"HHS Region 10","ili perc",1,2018-04-28,"quantile",0.55,0.897611681427045
"HHS Region 10","ili perc",1,2018-04-28,"quantile",0.6,0.921511124029526
"HHS Region 10","ili perc",1,2018-04-28,"quantile",0.65,0.973686236102646
"HHS Region 10","ili perc",1,2018-04-28,"quantile",0.7,1.01978573654401
"HHS Region 10","ili perc",1,2018-04-28,"quantile",0.75,1.06713114921338
"HHS Region 10","ili perc",1,2018-04-28,"quantile",0.8,1.17040172421198
"HHS Region 10","ili perc",1,2018-04-28,"quantile",0.85,1.24923702370698
"HHS Region 10","ili perc",1,2018-04-28,"quantile",0.9,1.51591987181116
"HHS Region 10","ili perc",1,2018-04-28,"quantile",0.95,1.75300412656171
"HHS Region 10","ili perc",1,2018-04-28,"quantile",0.975,2.11063581996186
"HHS Region 10","ili perc",1,2018-04-28,"quantile",0.99,2.14324490679949
"HHS Region 10","ili perc",2,2018-05-05,"quantile",0.01,0.139805069645863
"HHS Region 10","ili perc",2,2018-05-05,"quantile",0.025,0.169427575657648
