"location","target","horizon","target_end_date","output_type","output_type_id","value"
"HHS Region 1","ili perc",1,2018-04-21,"quantile",0.01,1.1001206301338
"HHS Region 1","ili perc",1,2018-04-21,"quantile",0.025,1.19045600931496
"HHS Region 1","ili perc",1,2018-04-21,"quantile",0.05,1.19965215209514
"HHS Region 1","ili perc",1,2018-04-21,"quantile",0.1,1.29615550135944
"HHS Region 1","ili perc",1,2018-04-21,"quantile",0.15,1.37710993015561
"HHS Region 1","ili perc",1,2018-04-21,"quantile",0.2,1.41186670127305
"HHS Region 1","ili perc",1,2018-04-21,"quantile",0.25,1.44096994273208
"HHS Region 1","ili perc",1,2018-04-21,"quantile",0.3,1.46550253166415
"HHS Region 1","ili perc",1,2018-04-21,"quantile",0.35,1.48938195927514
"HHS Region 1","ili perc",1,2018-04-21,"quantile",0.4,1.49488355383406
"HHS Region 1","ili perc",1,2018-04-21,"quantile",0.45,1.53562957333797
"HHS Region 1","ili perc",1,2018-04-21,"quantile",0.5,1.56704811870291
"HHS Region 1","ili perc",1,2018-04-21,"quantile",0.55,1.60771154221346
"HHS Region 1","ili perc",1,2018-04-21,"quantile",0.6,1.62361060363526
"HHS Region 1","ili perc",1,2018-04-21,"quantile",0.65,1.65674281769998
"HHS Region 1","ili perc",1,2018-04-21,"quantile",0.7,1.67805579260391
"HHS Region 1","ili perc",1,2018-04-21,"quantile",0.75,1.70522368845011
"HHS Region 1","ili perc",1,2018-04-21,"quantile",0.8,1.73551238614332
"HHS Region 1","ili perc",1,2018-04-21,"quantile",0.85,1.76300873900099
"HHS Region 1","ili perc",1,2018-04-21,"quantile",0.9,1.86499050900167
"HHS Region 1","ili perc",1,2018-04-21,"quantile",0.95,2.11776749717968
"HHS Region 1","ili perc",1,2018-04-21,"quantile",0.975,2.2566028056008
"HHS Region 1","ili perc",1,2018-04-21,"quantile",0.99,2.43112539552976
"HHS Region 1","ili perc",2,2018-04-28,"quantile",0.01,0.795613644272105
"HHS Region 1","ili perc",2,2018-04-28,"quantile",0.025,0.84261262423718
"HHS Region 1","ili perc",2,2018-04-28,"quantile",0.05,0.870991210692761
"HHS Region 1","ili perc",2,2018-04-28,"quantile",0.1,0.937096367629748
"HHS Region 1","ili perc",2,2018-04-28,"quantile",0.15,0.970447142277567
"HHS Region 1","ili perc",2,2018-04-28,"quantile",0.2,1.04483256474249
"HHS Region 1","ili perc",2,2018-04-28,"quantile",0.25,1.06634992646599
"HHS Region 1","ili perc",2,2018-04-28,"quantile",0.3,1.09034873372739
"HHS Region 1","ili perc",2,2018-04-28,"quantile",0.35,1.15371705377906
"HHS Region 1","ili perc",2,2018-04-28,"quantile",0.4,1.17763882347211
"HHS Region 1","ili perc",2,2018-04-28,"quantile",0.45,1.19717857850088
"HHS Region 1","ili perc",2,2018-04-28,"quantile",0.5,1.23004917159378
"HHS Region 1","ili perc",2,2018-04-28,"quantile",0.55,1.25840664837903
"HHS Region 1","ili perc",2,2018-04-28,"quantile",0.6,1.28108430775498
"HHS Region 1","ili perc",2,2018-04-28,"quantile",0.65,1.3029964134527
"HHS Region 1","ili perc",2,2018-04-28,"quantile",0.7,1.33444393308245
"HHS Region 1","ili perc",2,2018-04-28,"quantile",0.75,1.37234816027409
"HHS Region 1","ili perc",2,2018-04-28,"quantile",0.8,1.40306675229574
"HHS Region 1","ili perc",2,2018-04-28,"quantile",0.85,1.45207437045498
"HHS Region 1","ili perc",2,2018-04-28,"quantile",0.9,1.48725906504015
"HHS Region 1","ili perc",2,2018-04-28,"quantile",0.95,1.84209341212721
"HHS Region 1","ili perc",2,2018-04-28,"quantile",0.975,2.07012736697406
"HHS Region 1","ili perc",2,2018-04-28,"quantile",0.99,2.25720748553751
"HHS Region 1","ili perc",3,2018-05-05,"quantile",0.01,0.575786130373953
"HHS Region 1","ili perc",3,2018-05-05,"quantile",0.025,0.626738913099576
"HHS Region 1","ili perc",3,2018-05-05,"quantile",0.05,0.672242067766429
"HHS Region 1","ili perc",3,2018-05-05,"quantile",0.1,0.730762756615684
"HHS Region 1","ili perc",3,2018-05-05,"quantile",0.15,0.756285936075705
"HHS Region 1","ili perc",3,2018-05-05,"quantile",0.2,0.808946945923002
"HHS Region 1","ili perc",3,2018-05-05,"quantile",0.25,0.84198100807271
"HHS Region 1","ili perc",3,2018-05-05,"quantile",0.3,0.863897744202742
"HHS Region 1","ili perc",3,2018-05-05,"quantile",0.35,0.886294776852385
"HHS Region 1","ili perc",3,2018-05-05,"quantile",0.4,0.914943446158668
"HHS Region 1","ili perc",3,2018-05-05,"quantile",0.45,0.945652783130527
"HHS Region 1","ili perc",3,2018-05-05,"quantile",0.5,0.966849314572307
"HHS Region 1","ili perc",3,2018-05-05,"quantile",0.55,0.994492919488375
