"location","target","horizon","target_end_date","output_type","output_type_id","value"
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.01,0.739625582974903
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.025,0.789691578622518
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.05,0.925312313090604
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.1,0.984430124710213
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.15,1.03164804629135
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.2,1.04980768751301
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.25,1.08184356473835
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.3,1.10614698771094
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.35,1.11652279606223
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.4,1.13677110701998
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.45,1.15351100085915
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.5,1.18196480585454
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.55,1.20100267296987
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.6,1.22386584614949
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.65,1.26872868322429
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.7,1.28079197664939
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.75,1.29520261155435
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.8,1.30908541312178
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.85,1.34013520947764
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.9,1.42906425577663
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.95,1.49086762361225
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.975,1.6239602667677
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.99,1.94679529399015
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.01,0.670944483688059
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.025,0.695852561266363
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.05,0.760950120982973
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.1,0.812787189468843
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.15,0.848205326581162
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.2,0.930045822935899
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.25,0.968929123848592
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.3,1.00463603717103
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.35,1.02211701504363
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.4,1.06640815265486
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.45,1.08635332150992
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.5,1.1008050294218
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.55,1.10753511329021
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.6,1.14116502677823
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.65,1.17086806797051
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.7,1.22618543910382
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.75,1.24748962519432
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.8,1.29467636938332
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.85,1.31830832685634
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.9,1.45052198936093
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.95,1.51467491467235
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.975,1.62259572026459
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.99,1.69289377048451
"HHS Region 1","ili perc",3,2018-11-24,"quantile",0.01,0.69989137560003
"HHS Region 1","ili perc",3,2018-11-24,"quantile",0.025,0.774067645248663
"HHS Region 1","ili perc",3,2018-11-24,"quantile",0.05,0.864048517924205
"HHS Region 1","ili perc",3,2018-11-24,"quantile",0.1,0.940123084041606
"HHS Region 1","ili perc",3,2018-11-24,"quantile",0.15,1.03994671239628
"HHS Region 1","ili perc",3,2018-11-24,"quantile",0.2,1.08740987677934
"HHS Region 1","ili perc",3,2018-11-24,"quantile",0.25,1.1051309065276
"HHS Region 1","ili perc",3,2018-11-24,"quantile",0.3,1.12291668408058
"HHS Region 1","ili perc",3,2018-11-24,"quantile",0.35,1.17089804234088
"HHS Region 1","ili perc",3,2018-11-24,"quantile",0.4,1.20791557149898
"HHS Region 1","ili perc",3,2018-11-24,"quantile",0.45,1.2633203651036
"HHS Region 1","ili perc",3,2018-11-24,"quantile",0.5,1.28133117688771
"HHS Region 1","ili perc",3,2018-11-24,"quantile",0.55,1.30445034258876
"HHS Region 1","ili perc",3,2018-11-24,"quantile",0.6,1.32556089673769
"HHS Region 1","ili perc",3,2018-11-24,"quantile",0.65,1.35799250006767
"HHS Region 1","ili perc",3,2018-11-24,"quantile",0.7,1.41638882121383
"HHS Region 1","ili perc",3,2018-11-24,"quantile",0.75,1.47958125690142
"HHS Region 1","ili perc",3,2018-11-24,"quantile",0.8,1.50519603860637
