"location","target","horizon","target_end_date","output_type","output_type_id","value"
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.01,0.872285329476813
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.025,0.914489072161411
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.05,1.05867051128023
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.1,1.13386172922414
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.15,1.15499171395676
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.2,1.20015112440493
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.25,1.2899915525437
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.3,1.35641452897416
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.35,1.38534504995961
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.4,1.4047919794138
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.45,1.43007434743651
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.5,1.44261014703937
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.55,1.45021057343463
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.6,1.47465557245877
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.65,1.48621246337192
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.7,1.52698948430597
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.75,1.5657544472741
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.8,1.59687129290053
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.85,1.62582520939424
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.9,1.64047439699624
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.95,1.71022879156691
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.975,1.87994110849519
"HHS Region 1","ili perc",1,2018-04-28,"quantile",0.99,2.00224237253095
"HHS Region 1","ili perc",2,2018-05-05,"quantile",0.01,0.407339949276139
"HHS Region 1","ili perc",2,2018-05-05,"quantile",0.025,0.460737339565644
"HHS Region 1","ili perc",2,2018-05-05,"quantile",0.05,0.558316298292078
"HHS Region 1","ili perc",2,2018-05-05,"quantile",0.1,0.663873661774502
"HHS Region 1","ili perc",2,2018-05-05,"quantile",0.15,0.748194126037823
"HHS Region 1","ili perc",2,2018-05-05,"quantile",0.2,0.80112341773752
"HHS Region 1","ili perc",2,2018-05-05,"quantile",0.25,0.869592689047837
"HHS Region 1","ili perc",2,2018-05-05,"quantile",0.3,0.941746743568486
"HHS Region 1","ili perc",2,2018-05-05,"quantile",0.35,0.976947287663843
"HHS Region 1","ili perc",2,2018-05-05,"quantile",0.4,1.01210481341125
