"location","target","horizon","target_end_date","output_type","output_type_id","value"
"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.01,2.43024910090456
"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.025,2.87103863200024
"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.05,3.02436910536049
"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.1,3.10377449876213
"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.15,3.17513082580932
"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.2,3.22899137695343
"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.25,3.30107200817274
"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.3,3.33356943662683
"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.35,3.35665515258789
"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.4,3.4099661557898
"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.45,3.45244800959771
"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.5,3.50100138394397
"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.55,3.53112085542286
"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.6,3.54986092677479
"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.65,3.63245102572504
"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.7,3.7123124160539
"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.75,3.77650517664959
"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.8,3.85305535792202
"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.85,3.87241815015994
"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.9,3.9893485792908
"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.95,4.19490789761589
"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.975,4.62125807496405
"HHS Region 1","ili perc",1,2019-02-02,"quantile",0.99,4.87857577121911
"HHS Region 1","ili perc",2,2019-02-09,"quantile",0.01,2.72110805268131
"HHS Region 1","ili perc",2,2019-02-09,"quantile",0.025,2.78922647847473
"HHS Region 1","ili perc",2,2019-02-09,"quantile",0.05,2.8369845812576
"HHS Region 1","ili perc",2,2019-02-09,"quantile",0.1,2.96091104171444
"HHS Region 1","ili perc",2,2019-02-09,"quantile",0.15,3.06744149409779
"HHS Region 1","ili perc",2,2019-02-09,"quantile",0.2,3.12245178219288
"HHS Region 1","ili perc",2,2019-02-09,"quantile",0.25,3.25034369071073
"HHS Region 1","ili perc",2,2019-02-09,"quantile",0.3,3.29472539906741
"HHS Region 1","ili perc",2,2019-02-09,"quantile",0.35,3.3499842275014
"HHS Region 1","ili perc",2,2019-02-09,"quantile",0.4,3.41473546529764
"HHS Region 1","ili perc",2,2019-02-09,"quantile",0.45,3.44394978549183
